毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
57.13%,5.13亿,5.702000000000001,4.21亿,55.33亿,3.172元,14.01,http://quote.eastmoney.com/sh600054.html,22.95%,0.5770000000000001,10.25%,7.29亿,sh600054,黄山旅游,10.14%,78.63亿,1.89,37.12%,11.90亿,1997-05-06,,,,,,,,,,,,,,,,,,,1.51亿,2601万,4673万,1.40亿,1.55亿,7176万,7796万,1.41亿,2.02亿,,,,,,,,,,,,,,,,,,,,-10.15,641.39,-19.14,19.50,2.90,175.90,66.82,0.44,30.07,,,,,,,,,,,,,,,,,,,,5.03亿,4.35亿,2.72亿,4.54亿,5.92亿,4.66亿,2.45亿,4.37亿,5.08亿,,,,,,,,,,,,,,,,,,,,-11.32,-1.59,-9.89,5.47,17.70,7.33,-9.79,-3.74,-14.11,
44.46%,5.41亿,3.5239999999999996,8840万,73.66亿,0.801元,62.49,http://quote.eastmoney.com/sh600055.html,40.03%,0.16399999999999998,15.45%,5.41亿,sh600055,万东医疗,4.71%,73.66亿,3.87,13.65%,6.20亿,1997-05-19,,,,,,,,,,,,,,,,,,,1264万,2663万,234万,2795万,3284万,4599万,358万,3897万,4585万,,,,,,,,,,,,,,,,,,,,143.01,77.82,--,-32.14,159.71,72.69,52.56,39.46,39.63,,,,,,,,,,,,,,,,,,,,1.83亿,2.49亿,1.21亿,2.10亿,2.04亿,3.48亿,1.34亿,2.46亿,2.39亿,,,,,,,,,,,,,,,,,,,,2.82,-15.77,-4.10,-17.44,11.45,39.81,11.28,16.90,17.08,
22.01%,10.12亿,7.855,12.40亿,153.3亿,4.323元,9.79,http://quote.eastmoney.com/sh600056.html,23.08%,1.161,60.85%,10.68亿,sh600056,中国医药,15.28%,161.9亿,1.93,6.65%,222.0亿,1997-05-15,,,,,,,,,,,,,,,,,,,2.41亿,1.90亿,3.30亿,3.34亿,3.44亿,2.91亿,4.27亿,4.13亿,4.01亿,,,,,,,,,,,,,,,,,,,,64.25,108.33,29.05,27.04,34.96,63.65,29.22,23.64,16.63,,,,,,,,,,,,,,,,,,,,65.8亿,72.3亿,66.6亿,78.1亿,71.4亿,84.9亿,65.8亿,79.5亿,76.7亿,,,,,,,,,,,,,,,,,,,,31.31,17.95,23.05,14.87,7.45,19.71,-1.20,1.78,7.39,
2.63%,21.57亿,4.38,8.19亿,108.3亿,1.288元,9.92,http://quote.eastmoney.com/sh600057.html,65.47%,0.38,69.47%,21.57亿,sh600057,厦门象屿,7.86%,108.3亿,1.15,0.69%,1707亿,1997-06-04,,,,,,,,,,,,,,,,,,,2.22亿,5126万,1.38亿,1.59亿,1.98亿,2.19亿,2.31亿,3.55亿,2.33亿,,,,,,,,,,,,,,,,,,,,--,-58.43,77.86,111.43,-11.02,328.20,67.05,123.59,17.71,,,,,,,,,,,,,,,,,,,,295亿,400亿,403亿,510亿,527亿,592亿,467亿,614亿,626亿,,,,,,,,,,,,,,,,,,,,69.97,147.42,105.93,70.04,78.73,48.10,15.72,20.39,18.78,
3.73%,10.72亿,4.261,-3.96亿,88.11亿,-1.548元,-,http://quote.eastmoney.com/sh600058.html,-1133.93%,-0.369,66.94%,10.72亿,sh600058,五矿发展,-5.41%,88.11亿,1.93,-1.03%,396.6亿,1997-05-28,,,,,,,,,,,,,,,,,,,-8254万,-93.2万,926万,955万,1946万,-376万,2266万,-1.72亿,-2.46亿,,,,,,,,,,,,,,,,,,,,--,--,-94.27,--,--,--,144.73,-1901.48,-1365.60,,,,,,,,,,,,,,,,,,,,109亿,130亿,112亿,166亿,149亿,163亿,105亿,151亿,141亿,,,,,,,,,,,,,,,,,,,,-38.34,47.58,68.86,62.37,37.55,25.09,-6.20,-9.27,-5.60,
35.75%,8.09亿,4.962,1.15亿,62.26亿,1.346元,40.70,http://quote.eastmoney.com/sh600059.html,11.94%,0.142,9.39%,8.09亿,sh600059,古越龙山,2.86%,62.26亿,1.55,9.01%,12.75亿,1997-05-16,,,,,,,,,,,,,,,,,,,1486万,2624万,6329万,3092万,828万,6186万,8019万,2357万,1096万,,,,,,,,,,,,,,,,,,,,-3.50,-45.28,2.38,60.98,-44.32,135.75,26.70,-23.75,32.40,,,,,,,,,,,,,,,,,,,,2.55亿,4.15亿,5.91亿,3.07亿,2.89亿,4.51亿,6.57亿,3.15亿,3.03亿,,,,,,,,,,,,,,,,,,,,2.33,-0.52,2.22,6.87,13.11,8.70,11.18,2.44,5.00,
14.91%,13.08亿,10.63,3.64亿,149.8亿,6.623元,30.85,http://quote.eastmoney.com/sh600060.html,-39.26%,0.278,45.14%,13.08亿,sh600060,海信电器,2.62%,149.8亿,1.08,1.60%,246.4亿,1997-04-22,,,,,,,,,,,,,,,,,,,3.99亿,6.19亿,2.69亿,1.27亿,2.04亿,3.42亿,2.83亿,6387万,1703万,,,,,,,,,,,,,,,,,,,,31.65,10.41,-49.53,-38.96,-48.96,-44.71,5.47,-49.87,-91.63,,,,,,,,,,,,,,,,,,,,87.9亿,97.6亿,67.0亿,68.6亿,102亿,92.6亿,78.1亿,62.0亿,106亿,,,,,,,,,,,,,,,,,,,,8.09,21.05,-5.98,11.42,15.86,-5.07,16.54,-9.66,4.41,
2.05%,41.74亿,8.673,10.98亿,583.1亿,2.185元,40.34,http://quote.eastmoney.com/sh600061.html,-43.03%,0.26,75.14%,42.27亿,sh600061,国投资本,3.01%,590.5亿,1.61,64.41%,20.28亿,1997-05-19,,,,,,,,,,,,,,,,,,,8.20亿,6.86亿,5.67亿,7.00亿,6.60亿,6.62亿,5.01亿,3.29亿,2.67亿,,,,,,,,,,,,,,,,,,,,-28.51,-54.87,-30.40,-11.51,-19.51,-3.40,-11.61,-52.93,-59.52,,,,,,,,,,,,,,,,,,,,25.3亿,26.6亿,21.5亿,27.1亿,24.4亿,30.2亿,24.3亿,24.8亿,31.5亿,,,,,,,,,,,,,,,,,,,,-46.10,-30.83,-22.16,-1.28,-3.52,13.75,12.88,-8.68,28.77,
64.69%,8.23亿,7.393,8.44亿,111.3亿,5.857元,12.53,http://quote.eastmoney.com/sh600062.html,16.43%,0.809,24.06%,10.43亿,sh600062,华润双鹤,10.99%,141.0亿,1.83,13.69%,63.10亿,1997-05-22,,,,,,,,,,,,,,,,,,,1.68亿,1.13亿,2.35亿,2.86亿,2.04亿,1.18亿,3.00亿,2.83亿,2.61亿,,,,,,,,,,,,,,,,,,,,14.01,9.31,28.75,13.87,21.47,4.47,27.94,-1.12,27.77,,,,,,,,,,,,,,,,,,,,13.0亿,13.5亿,15.3亿,15.5亿,16.8亿,16.7亿,21.4亿,19.5亿,22.2亿,,,,,,,,,,,,,,,,,,,,6.23,0.34,6.17,10.04,29.01,23.71,39.90,25.97,32.24,
16.01%,19.26亿,2.396,1.38亿,65.67亿,0.232元,35.68,http://quote.eastmoney.com/sh600063.html,24.59%,0.07200000000000001,50.57%,19.26亿,sh600063,皖维高新,2.94%,65.67亿,1.42,3.16%,43.74亿,1997-05-28,,,,,,,,,,,,,,,,,,,3896万,988万,2719万,4606万,3756万,-2555万,2163万,6640万,5007万,,,,,,,,,,,,,,,,,,,,91.68,-74.41,2.38,32.32,-3.60,-358.54,-20.46,44.15,33.32,,,,,,,,,,,,,,,,,,,,8.90亿,9.63亿,9.44亿,12.0亿,12.8亿,12.7亿,12.1亿,15.9亿,15.8亿,,,,,,,,,,,,,,,,,,,,-2.74,5.35,16.44,36.86,44.26,32.28,28.05,31.79,22.90,
49.33%,12.36亿,8.283999999999999,7.97亿,129.5亿,3.392元,12.19,http://quote.eastmoney.com/sh600064.html,46.94%,0.645,57.67%,12.36亿,sh600064,南京高科,7.83%,129.5亿,1.27,34.22%,25.89亿,1997-05-06,,,,,,,,,,,,,,,,,,,1.44亿,1942万,1.03亿,4.10亿,2938万,4.04亿,1.86亿,5.18亿,9354万,,,,,,,,,,,,,,,,,,,,-30.01,-84.53,-61.94,-16.79,-79.62,1978.82,80.66,26.21,218.41,,,,,,,,,,,,,,,,,,,,7.21亿,4.58亿,7.25亿,7.25亿,4.57亿,17.2亿,8.58亿,11.0亿,6.47亿,,,,,,,,,,,,,,,,,,,,-12.87,-68.85,-65.00,-63.18,-36.67,275.05,18.26,51.34,41.77,
23.64%,22.14亿,6.591,11.98亿,307.7亿,3.985元,19.27,http://quote.eastmoney.com/sh600066.html,-37.04%,0.541,57.86%,22.14亿,sh600066,宇通客车,7.61%,307.7亿,2.11,6.25%,193.7亿,1997-05-08,,,,,,,,,,,,,,,,,,,10.4亿,17.7亿,3.16亿,4.89亿,11.0亿,12.3亿,2.95亿,3.22亿,5.81亿,,,,,,,,,,,,,,,,,,,,13.26,5.84,-16.46,-42.94,5.40,-30.58,-6.81,-34.17,-47.03,,,,,,,,,,,,,,,,,,,,83.9亿,142亿,38.7亿,54.4亿,96.8亿,142亿,46.6亿,73.6亿,73.6亿,,,,,,,,,,,,,,,,,,,,-1.77,15.55,-24.54,-33.12,15.38,0.25,20.44,35.14,-24.01,
32.04%,14.92亿,4.915,3.05亿,67.44亿,2.841元,16.57,http://quote.eastmoney.com/sh600067.html,-41.95%,0.205,64.34%,14.92亿,sh600067,冠城大通,4.18%,67.44亿,0.92,8.34%,49.38亿,1997-05-08,,,,,,,,,,,,,,,,,,,2.14亿,7318万,2.95亿,2.17亿,1468万,6924万,-3023万,1.60亿,1.75亿,,,,,,,,,,,,,,,,,,,,--,--,24762.38,555.53,-93.14,-5.38,-110.26,-25.99,1092.89,,,,,,,,,,,,,,,,,,,,20.7亿,16.3亿,24.3亿,13.2亿,10.9亿,20.6亿,11.7亿,18.7亿,19.0亿,,,,,,,,,,,,,,,,,,,,93.98,-52.25,105.57,5.86,-47.51,26.53,-51.93,41.33,75.11,
16.44%,46.05亿,5.561,27.87亿,327.9亿,2.603元,8.82,http://quote.eastmoney.com/sh600068.html,7.64%,0.605,74.47%,46.05亿,sh600068,葛洲坝,9.21%,327.9亿,1.28,5.75%,674.2亿,1997-05-26,,,,,,,,,,,,,,,,,,,8.01亿,11.5亿,7.46亿,9.87亿,8.56亿,20.9亿,7.58亿,12.0亿,8.34亿,,,,,,,,,,,,,,,,,,,,48.44,29.76,15.59,24.07,6.77,81.72,1.51,21.06,-2.51,,,,,,,,,,,,,,,,,,,,241亿,369亿,232亿,270亿,241亿,325亿,209亿,252亿,213亿,,,,,,,,,,,,,,,,,,,,32.29,22.03,37.86,20.22,0.30,-11.99,-9.92,-6.57,-11.66,
8.31%,16.24亿,1.308,1448万,57.65亿,-0.660元,298.63,http://quote.eastmoney.com/sh600069.html,-10.90%,0.009000000000000001,49.94%,16.24亿,sh600069,银鸽投资,0.68%,57.65亿,2.71,0.33%,21.51亿,1997-04-30,,,,,,,,,,,,,,,,,,,-3206万,-2.92亿,-2885万,725万,3785万,3934万,515万,403万,530万,,,,,,,,,,,,,,,,,,,,--,-325.71,--,--,--,--,--,-44.39,-86.00,,,,,,,,,,,,,,,,,,,,6.29亿,5.24亿,6.31亿,7.01亿,7.89亿,8.17亿,6.66亿,7.40亿,7.45亿,,,,,,,,,,,,,,,,,,,,-14.30,-38.96,6.09,17.76,25.48,55.76,5.58,5.57,-5.51,
20.37%,4.02亿,4.504,1.42亿,34.45亿,0.620元,23.66,http://quote.eastmoney.com/sh600070.html,8.64%,0.272,32.20%,5.22亿,sh600070,浙江富润,6.08%,44.78亿,1.91,11.73%,17.19亿,1997-06-04,,,,,,,,,,,,,,,,,,,20.5万,9479万,5417万,4303万,3348万,3547万,1886万,5666万,6647万,,,,,,,,,,,,,,,,,,,,-13.61,305.19,3654.34,922.61,16249.97,-62.58,-65.19,31.67,98.50,,,,,,,,,,,,,,,,,,,,1.95亿,2.70亿,3.71亿,4.95亿,4.91亿,5.70亿,4.74亿,5.93亿,6.52亿,,,,,,,,,,,,,,,,,,,,-1.67,28.02,92.21,123.55,152.16,111.04,27.71,19.96,32.74,
13.78%,2.37亿,1.766,-425.8万,29.68亿,0.034元,-,http://quote.eastmoney.com/sh600071.html,87.99%,-0.018000000000000002,47.18%,2.37亿,sh600071,凤凰光学,-1.01%,29.68亿,7.08,-0.39%,5.62亿,1997-05-28,,,,,,,,,,,,,,,,,,,-1624万,-6678万,-520万,-1335万,-1691万,6899万,-233万,-66.0万,-127万,,,,,,,,,,,,,,,,,,,,--,-282.98,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,2.17亿,2.07亿,1.70亿,1.83亿,2.16亿,2.26亿,1.80亿,1.83亿,1.99亿,,,,,,,,,,,,,,,,,,,,-1.20,-5.03,11.08,6.12,-0.68,9.13,5.81,0.34,-7.89,
10.41%,6.01亿,4.968999999999999,263.4万,71.19亿,0.365元,2484.26,http://quote.eastmoney.com/sh600072.html,-84.19%,0.004,64.52%,7.36亿,sh600072,中船科技,0.07%,87.25亿,2.38,-1.32%,22.56亿,1997-06-03,,,,,,,,,,,,,,,,,,,2890万,-6120万,320万,1021万,325万,1375万,1106万,-288万,-555万,,,,,,,,,,,,,,,,,,,,--,-85.42,24.92,--,-88.76,--,245.58,-128.18,-270.86,,,,,,,,,,,,,,,,,,,,13.8亿,15.0亿,6.54亿,12.1亿,8.66亿,15.3亿,5.80亿,8.67亿,8.10亿,,,,,,,,,,,,,,,,,,,,-41.29,6.80,-41.37,-7.89,-37.03,2.28,-11.38,-28.31,-6.56,
12.76%,9.38亿,4.0760000000000005,3.02亿,88.15亿,1.012元,21.89,http://quote.eastmoney.com/sh600073.html,0.82%,0.322,46.27%,9.38亿,sh600073,上海梅林,8.20%,88.15亿,2.31,2.32%,167.8亿,1997-07-04,,,,,,,,,,,,,,,,,,,8756万,-3402万,1.85亿,9398万,2074万,-1918万,1.67亿,1.24亿,1094万,,,,,,,,,,,,,,,,,,,,83.81,-183.43,44.20,25.70,-76.31,--,-9.87,32.44,-47.25,,,,,,,,,,,,,,,,,,,,31.5亿,41.0亿,63.1亿,58.7亿,47.1亿,53.4亿,62.6亿,55.5亿,49.8亿,,,,,,,,,,,,,,,,,,,,-3.60,32.65,76.57,95.33,49.25,30.11,-0.79,-5.46,5.78,
20.87%,10.26亿,-1.528,-3.67亿,13.44亿,-2.715元,-,http://quote.eastmoney.com/sh600074.html,-190.85%,-0.15,292.20%,24.38亿,sh600074,*ST保千,0.00%,31.94亿,-0.86,-324.61%,1.16亿,1997-06-23,,,,,,,,,,,,,,,,,,,2.80亿,1.84亿,1.70亿,1.98亿,3526万,-81.4亿,-1.17亿,-1.06亿,-1.44亿,,,,,,,,,,,,,,,,,,,,210.44,1.68,23.73,-0.29,-87.39,-4531.31,-168.54,-153.28,-509.65,,,,,,,,,,,,,,,,,,,,14.4亿,12.6亿,10.3亿,12.4亿,6.86亿,-1.15亿,4684万,3800万,3072万,,,,,,,,,,,,,,,,,,,,273.16,62.23,73.08,51.93,-52.37,-109.15,-95.46,-96.94,-95.53,
27.26%,8.32亿,4.736000000000001,3.15亿,45.12亿,2.109元,12.56,http://quote.eastmoney.com/sh600075.html,-38.36%,0.324,44.62%,9.73亿,sh600075,新疆天业,7.77%,52.71亿,1.14,8.59%,35.37亿,1997-06-17,,,,,,,,,,,,,,,,,,,1.31亿,8971万,1.57亿,1.86亿,1.67亿,2819万,1.58亿,6739万,8983万,,,,,,,,,,,,,,,,,,,,470.03,27.62,42.62,17.53,27.89,-68.57,0.35,-63.84,-46.32,,,,,,,,,,,,,,,,,,,,11.6亿,15.6亿,9.67亿,13.2亿,11.9亿,15.0亿,11.3亿,13.0亿,11.0亿,,,,,,,,,,,,,,,,,,,,22.56,3.23,-23.09,-18.06,2.06,-4.00,17.22,-1.51,-7.33,
30.79%,10.34亿,3.62,3.62亿,53.26亿,1.921元,8.55,http://quote.eastmoney.com/sh600076.html,3.98%,0.452,34.22%,10.34亿,sh600076,康欣新材,10.12%,53.26亿,1.42,19.17%,18.83亿,1997-05-26,,,,,,,,,,,,,,,,,,,9212万,9712万,1.11亿,1.20亿,1.17亿,1.19亿,1.39亿,1.31亿,9210万,,,,,,,,,,,,,,,,,,,,1.40,38.18,0.47,42.56,26.71,22.17,24.69,9.21,-21.09,,,,,,,,,,,,,,,,,,,,3.58亿,3.29亿,3.14亿,4.18亿,5.47亿,5.39亿,6.13亿,6.34亿,6.36亿,,,,,,,,,,,,,,,,,,,,4.32,12.50,-9.44,53.04,52.46,64.04,94.95,51.64,16.45,
47.25%,13.40亿,2.89,1.71亿,43.29亿,1.457元,18.99,http://quote.eastmoney.com/sh600077.html,992.46%,0.128,81.97%,13.40亿,sh600077,宋都股份,4.49%,43.29亿,1.12,9.96%,15.64亿,1997-05-20,,,,,,,,,,,,,,,,,,,-1925万,-2.85亿,-487万,2092万,-40.6万,1.40亿,1900万,9713万,5480万,,,,,,,,,,,,,,,,,,,,-541.08,-531.21,--,-85.12,--,--,--,364.26,--,,,,,,,,,,,,,,,,,,,,9.18亿,28.0亿,3.54亿,3.27亿,2.89亿,17.8亿,5.02亿,6.90亿,3.73亿,,,,,,,,,,,,,,,,,,,,112.05,67.76,-42.35,-90.47,-68.49,-36.40,41.70,110.80,28.77,
13.72%,6.63亿,2.8110000000000004,397.1万,28.23亿,0.987元,533.15,http://quote.eastmoney.com/sh600078.html,-90.51%,0.006,72.25%,6.63亿,sh600078,澄星股份,0.21%,28.23亿,1.52,1.16%,22.64亿,1997-06-27,,,,,,,,,,,,,,,,,,,1343万,2046万,1161万,857万,2165万,1700万,270万,807万,-680万,,,,,,,,,,,,,,,,,,,,4564.50,--,3.93,-42.95,61.27,-16.90,-76.72,-5.82,-131.40,,,,,,,,,,,,,,,,,,,,8.39亿,9.53亿,7.33亿,7.07亿,8.41亿,7.05亿,6.58亿,7.20亿,8.87亿,,,,,,,,,,,,,,,,,,,,55.71,72.10,20.23,-18.46,0.28,-26.00,-10.25,1.76,5.43,
39.88%,12.86亿,8.779,6.48亿,149.2亿,3.870元,18.16,http://quote.eastmoney.com/sh600079.html,-66.57%,0.479,53.38%,13.54亿,sh600079,人福医药,4.24%,157.0亿,1.32,6.90%,135.4亿,1997-06-06,,,,,,,,,,,,,,,,,,,1.96亿,2.09亿,1.98亿,1.78亿,15.6亿,1.29亿,1.77亿,3.24亿,1.47亿,,,,,,,,,,,,,,,,,,,,38.79,-1.52,32.64,-35.91,697.42,-38.33,-10.21,82.01,-90.62,,,,,,,,,,,,,,,,,,,,30.6亿,35.6亿,33.3亿,35.3亿,38.2亿,47.6亿,44.4亿,44.0亿,47.0亿,,,,,,,,,,,,,,,,,,,,24.59,13.88,24.16,16.45,24.90,33.92,33.28,24.58,22.95,
67.42%,3.05亿,4.735,3486万,23.57亿,1.264元,62.00,http://quote.eastmoney.com/sh600080.html,20.85%,0.09300000000000001,11.70%,3.73亿,sh600080,金花股份,2.25%,28.82亿,1.63,6.24%,5.47亿,1997-06-12,,,,,,,,,,,,,,,,,,,1284万,186万,592万,799万,1494万,2462万,635万,1375万,1477万,,,,,,,,,,,,,,,,,,,,30.17,-45.67,94.62,-16.51,16.40,1225.60,7.21,72.16,-1.17,,,,,,,,,,,,,,,,,,,,1.71亿,1.91亿,1.70亿,1.91亿,1.88亿,2.08亿,1.57亿,1.96亿,1.93亿,,,,,,,,,,,,,,,,,,,,-1.87,23.49,20.46,16.58,10.19,8.96,-7.60,2.98,2.55,
15.81%,3.14亿,4.242,1.21亿,28.22亿,2.745元,17.56,http://quote.eastmoney.com/sh600081.html,-3.99%,0.384,64.28%,3.14亿,sh600081,东风科技,9.19%,28.22亿,2.12,4.83%,44.94亿,1997-07-03,,,,,,,,,,,,,,,,,,,1688万,3893万,3806万,4442万,4306万,1370万,4877万,5001万,2175万,,,,,,,,,,,,,,,,,,,,-6.61,131.22,22.51,49.10,155.03,-64.80,28.14,12.59,-49.49,,,,,,,,,,,,,,,,,,,,10.9亿,16.4亿,13.2亿,14.5亿,15.1亿,18.2亿,15.9亿,16.1亿,13.0亿,,,,,,,,,,,,,,,,,,,,3.74,7.75,2.91,19.69,38.75,10.95,20.32,10.61,-14.17,
18.09%,6.34亿,2.6039999999999996,107.7万,33.85亿,0.805元,2401.62,http://quote.eastmoney.com/sh600082.html,102.48%,0.002,50.28%,6.46亿,sh600082,海泰发展,0.06%,34.50亿,2.05,0.24%,4.56亿,1997-06-20,,,,,,,,,,,,,,,,,,,-1551万,-3351万,-1597万,-387万,-2356万,5767万,833万,101万,-826万,,,,,,,,,,,,,,,,,,,,--,-315.53,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,3424万,1.22亿,1.30亿,1.71亿,9781万,1.13亿,3481万,3.58亿,6327万,,,,,,,,,,,,,,,,,,,,-79.50,-14.79,-67.67,21.03,185.65,-7.34,-73.31,109.61,-35.31,
3.31%,2.28亿,0.344,1485万,40.72亿,-1.098元,207.53,http://quote.eastmoney.com/sh600083.html,3192.10%,0.065,89.24%,2.30亿,sh600083,博信股份,20.71%,41.08亿,51.89,0.92%,16.08亿,1997-06-06,,,,,,,,,,,,,,,,,,,215万,-181万,-54.8万,-83.9万,90.7万,890万,597万,749万,139万,,,,,,,,,,,,,,,,,,,,169.15,-321.98,-131.21,-190.85,-57.72,--,--,--,52.97,,,,,,,,,,,,,,,,,,,,3025万,1990万,1494万,1685万,2144万,3451万,4.80亿,6.28亿,5.01亿,,,,,,,,,,,,,,,,,,,,110.35,-38.62,-21.56,-24.29,-29.12,73.45,3111.43,3625.43,2234.50,
34.69%,11.24亿,2.011,-8387万,38.09亿,-1.448元,-,http://quote.eastmoney.com/sh600084.html,-14.99%,-0.075,20.64%,11.24亿,sh600084,中葡股份,-3.64%,38.09亿,1.69,-30.41%,2.84亿,1997-07-11,,,,,,,,,,,,,,,,,,,-2235万,8223万,-2250万,-2525万,-2519万,-1694万,-3027万,-1762万,-3599万,,,,,,,,,,,,,,,,,,,,--,-31.51,--,--,--,-120.61,--,--,--,,,,,,,,,,,,,,,,,,,,6952万,6853万,6344万,1.28亿,1.05亿,1.05亿,1.01亿,1.19亿,6332万,,,,,,,,,,,,,,,,,,,,134.40,-33.96,13.42,81.72,50.69,53.45,59.63,-7.33,-39.55,
48.22%,13.71亿,6.551,8.50亿,416.1亿,3.580元,36.73,http://quote.eastmoney.com/sh600085.html,3.72%,0.62,30.12%,13.71亿,sh600085,同仁堂,9.70%,416.1亿,4.63,13.83%,104.8亿,1997-06-25,,,,,,,,,,,,,,,,,,,1.95亿,1.75亿,2.94亿,3.06亿,2.20亿,1.98亿,3.17亿,3.23亿,2.10亿,,,,,,,,,,,,,,,,,,,,12.46,-17.47,12.01,1.67,12.65,13.15,7.81,5.43,-4.16,,,,,,,,,,,,,,,,,,,,25.1亿,31.9亿,36.7亿,33.3亿,27.8亿,35.9亿,36.6亿,36.0亿,32.1亿,,,,,,,,,,,,,,,,,,,,8.63,10.47,11.87,7.25,10.85,12.47,-0.09,8.13,15.29,
20.42%,10.57亿,2.323,-7099万,64.26亿,0.821元,-,http://quote.eastmoney.com/sh600086.html,-128.32%,-0.053,74.17%,13.50亿,sh600086,东方金钰,-2.24%,82.08亿,2.62,-2.89%,24.60亿,1997-06-06,,,,,,,,,,,,,,,,,,,2541万,3019万,1.33亿,6643万,5115万,-1951万,1.36亿,-1.05亿,-1.02亿,,,,,,,,,,,,,,,,,,,,-16.73,265.98,15.89,-17.33,101.32,-164.63,2.31,-258.22,-299.53,,,,,,,,,,,,,,,,,,,,9.52亿,16.3亿,22.1亿,18.6亿,28.5亿,23.5亿,17.1亿,5.18亿,2.28亿,,,,,,,,,,,,,,,,,,,,-59.98,-16.52,8.14,-5.52,199.85,44.55,-22.36,-72.19,-92.00,
36.17%,3.98亿,2.875,7743万,62.12亿,0.873元,60.17,http://quote.eastmoney.com/sh600088.html,16.84%,0.195,21.89%,3.98亿,sh600088,中视传媒,6.91%,62.12亿,5.43,16.64%,4.90亿,1997-06-16,,,,,,,,,,,,,,,,,,,-945万,-1.12亿,2557万,2422万,1648万,1595万,2434万,2951万,2359万,,,,,,,,,,,,,,,,,,,,-194.66,--,--,314.38,--,--,-4.81,21.81,43.16,,,,,,,,,,,,,,,,,,,,1.08亿,1.80亿,1.56亿,1.70亿,1.68亿,2.24亿,1.56亿,1.68亿,1.66亿,,,,,,,,,,,,,,,,,,,,-10.36,8.47,70.35,25.99,55.57,24.28,0.25,-1.17,-1.40,
