毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
45.05%,5.48亿,3.168,2513万,94.52亿,0.760元,225.52,http://quote.eastmoney.com/sz002618.html,49.82%,0.057,29.13%,5.48亿,sz002618,丹邦科技,1.47%,94.52亿,5.45,10.06%,2.50亿,2011-09-20,,,,,,,,,,,,,,,,,,,1632万,2459万,793万,1162万,1678万,2537万,432万,1684万,2513万,,,,,,,,,,,,,,,,,,,,-68.65,-63.23,20.92,20.62,2.77,3.19,-45.57,44.87,49.82,,,,,,,,,,,,,,,,,,,,1.74亿,2.71亿,7533万,1.49亿,2.29亿,3.17亿,7213万,1.68亿,2.50亿,,,,,,,,,,,,,,,,,,,,-44.57,-35.39,8.21,40.35,31.95,17.14,-4.26,12.22,9.06,
79.69%,13.97亿,3.53,3.50亿,63.69亿,0.643元,8.60,http://quote.eastmoney.com/sz002619.html,48.59%,0.39799999999999996,11.67%,18.45亿,sz002619,艾格拉斯,5.87%,84.13亿,1.29,63.89%,5.48亿,2011-09-29,,,,,,,,,,,,,,,,,,,1.23亿,2.14亿,5519万,1.19亿,2.36亿,4.14亿,1.23亿,2.64亿,3.50亿,,,,,,,,,,,,,,,,,,,,12.32,34.91,92.75,82.77,91.31,93.30,122.55,122.35,48.59,,,,,,,,,,,,,,,,,,,,3.31亿,5.63亿,1.25亿,3.01亿,4.88亿,8.45亿,1.77亿,3.46亿,5.48亿,,,,,,,,,,,,,,,,,,,,-0.16,15.00,28.48,45.13,47.34,50.11,40.87,15.19,12.40,
13.04%,3.04亿,6.039,1.23亿,21.40亿,1.527元,12.87,http://quote.eastmoney.com/sz002620.html,22.70%,0.41100000000000003,50.03%,3.63亿,sz002620,瑞和股份,5.77%,25.56亿,1.17,5.49%,25.96亿,2011-09-29,,,,,,,,,,,,,,,,,,,7533万,9495万,3227万,7093万,1.00亿,1.33亿,4246万,9263万,1.23亿,,,,,,,,,,,,,,,,,,,,41.43,46.51,31.07,31.67,32.96,39.58,31.58,30.60,22.70,,,,,,,,,,,,,,,,,,,,15.8亿,24.4亿,5.61亿,12.9亿,20.9亿,30.1亿,7.97亿,17.2亿,26.0亿,,,,,,,,,,,,,,,,,,,,28.08,33.89,8.38,26.17,32.21,23.38,42.11,33.12,23.92,
44.31%,2.71亿,3.457,1339万,62.25亿,1.094元,196.02,http://quote.eastmoney.com/sz002621.html,-49.37%,0.08800000000000001,15.07%,3.48亿,sz002621,三垒股份,1.15%,79.95亿,6.65,8.42%,1.59亿,2011-09-29,,,,,,,,,,,,,,,,,,,2105万,1005万,432万,874万,2645万,1835万,173万,759万,1339万,,,,,,,,,,,,,,,,,,,,-47.13,-81.81,-33.88,-33.23,25.64,82.68,-59.91,-13.18,-49.37,,,,,,,,,,,,,,,,,,,,6129万,6681万,1586万,5985万,1.29亿,1.77亿,3888万,9755万,1.59亿,,,,,,,,,,,,,,,,,,,,-45.35,-50.95,-6.44,41.87,109.85,165.17,145.07,62.99,23.28,
44.87%,8.40亿,1.558,1956万,40.23亿,0.457元,42.83,http://quote.eastmoney.com/sz002622.html,-37.54%,0.084,29.64%,8.40亿,sz002622,融钰集团,1.57%,40.24亿,3.07,14.96%,2.86亿,2011-10-18,,,,,,,,,,,,,,,,,,,2786万,1567万,601万,2468万,3132万,7192万,-831万,187万,1956万,,,,,,,,,,,,,,,,,,,,-51.81,-82.66,71.48,289.87,12.40,358.89,-238.20,-92.42,-37.54,,,,,,,,,,,,,,,,,,,,7028万,1.20亿,1287万,4736万,9963万,1.95亿,2701万,1.70亿,2.86亿,,,,,,,,,,,,,,,,,,,,-29.94,-18.05,39.22,166.13,41.77,62.36,109.84,257.94,187.09,
12.01%,1.60亿,13.85,6424万,28.48亿,3.057元,26.99,http://quote.eastmoney.com/sz002623.html,611.26%,0.496,52.83%,1.60亿,sz002623,亚玛顿,2.97%,28.56亿,1.29,5.17%,12.99亿,2011-10-13,,,,,,,,,,,,,,,,,,,4548万,1920万,699万,761万,903万,-2299万,746万,1890万,6424万,,,,,,,,,,,,,,,,,,,,-30.53,-68.74,-34.75,-74.64,-80.14,-219.78,6.69,148.26,611.26,,,,,,,,,,,,,,,,,,,,11.2亿,14.0亿,3.27亿,8.34亿,12.7亿,16.1亿,2.61亿,9.55亿,13.0亿,,,,,,,,,,,,,,,,,,,,39.15,27.81,35.05,6.45,14.07,15.51,-20.28,14.55,2.13,
59.63%,4.87亿,6.416,13.17亿,161.9亿,3.097元,19.24,http://quote.eastmoney.com/sz002624.html,22.18%,1.295,41.16%,13.15亿,sz002624,完美世界,15.63%,436.8亿,5.18,24.91%,55.13亿,2011-10-28,,,,,,,,,,,,,,,,,,,7.17亿,11.7亿,3.25亿,6.71亿,10.8亿,15.0亿,3.60亿,7.82亿,13.2亿,,,,,,,,,,,,,,,,,,,,--,767.54,63.26,75.64,50.29,29.01,10.65,16.46,22.18,,,,,,,,,,,,,,,,,,,,35.4亿,61.6亿,19.1亿,35.9亿,55.2亿,79.3亿,18.0亿,36.7亿,55.1亿,,,,,,,,,,,,,,,,,,,,5.77,25.87,95.16,69.68,55.96,28.76,-5.63,2.20,-0.20,
31.71%,4.27亿,3.523,3304万,54.91亿,0.149元,310.36,http://quote.eastmoney.com/sz002625.html,-55.00%,0.031,9.29%,21.55亿,sz002625,光启技术,0.44%,277.1亿,3.65,12.14%,2.77亿,2011-11-03,,,,,,,,,,,,,,,,,,,3748万,6594万,1931万,5092万,7342万,8086万,1208万,2692万,3304万,,,,,,,,,,,,,,,,,,,,33.69,63.48,123.31,131.13,95.89,22.62,-37.43,-47.14,-55.00,,,,,,,,,,,,,,,,,,,,2.96亿,4.22亿,1.07亿,1.91亿,2.54亿,3.80亿,9372万,1.95亿,2.77亿,,,,,,,,,,,,,,,,,,,,0.90,4.18,10.02,-5.07,-14.41,-9.95,-12.28,1.92,9.42,
54.46%,6.00亿,4.878,6.51亿,86.18亿,2.073元,9.75,http://quote.eastmoney.com/sz002626.html,170.88%,1.104,34.96%,6.16亿,sz002626,金达威,23.39%,88.53亿,2.94,31.15%,20.79亿,2011-10-28,,,,,,,,,,,,,,,,,,,1.96亿,3.00亿,6628万,1.49亿,2.40亿,4.74亿,3.38亿,4.90亿,6.51亿,,,,,,,,,,,,,,,,,,,,75.13,166.29,38.00,15.09,22.91,58.14,409.96,228.58,170.88,,,,,,,,,,,,,,,,,,,,12.0亿,16.6亿,4.20亿,9.05亿,13.7亿,20.8亿,7.55亿,13.3亿,20.8亿,,,,,,,,,,,,,,,,,,,,44.02,38.12,10.78,12.34,14.43,25.37,79.63,46.97,51.62,
12.55%,2.77亿,6.599,8446万,21.08亿,1.519元,18.14,http://quote.eastmoney.com/sz002627.html,-11.66%,0.314,42.75%,3.15亿,sz002627,宜昌交运,4.15%,23.92亿,1.15,5.40%,16.54亿,2011-11-03,,,,,,,,,,,,,,,,,,,4311万,5105万,1107万,3167万,9561万,1.11亿,1093万,4493万,8446万,,,,,,,,,,,,,,,,,,,,9.33,6.43,-9.37,28.55,121.97,117.08,-1.21,41.84,-11.66,,,,,,,,,,,,,,,,,,,,12.7亿,18.4亿,4.61亿,9.66亿,16.0亿,20.4亿,5.66亿,11.1亿,16.5亿,,,,,,,,,,,,,,,,,,,,17.93,22.43,10.86,18.87,25.84,10.45,22.98,14.88,3.29,
1.24%,3.45亿,0.102,-2117万,14.82亿,0.289元,-,http://quote.eastmoney.com/sz002629.html,-78.56%,-1.536,30.74%,4.12亿,sz002629,仁智股份,-3.19%,17.71亿,42.31,-1.00%,25.29亿,2011-11-03,,,,,,,,,,,,,,,,,,,-4076万,2452万,-1433万,-1419万,-1186万,186万,-1264万,-710万,-2117万,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,-92.40,--,--,--,,,,,,,,,,,,,,,,,,,,1.02亿,3.15亿,5.15亿,14.4亿,24.4亿,33.1亿,5.37亿,16.7亿,25.3亿,,,,,,,,,,,,,,,,,,,,-27.08,28.59,2265.31,2363.87,2306.35,952.61,4.24,15.45,3.50,
19.63%,9.70亿,2.779,1.11亿,40.76亿,1.043元,85.33,http://quote.eastmoney.com/sz002630.html,0.23%,0.037000000000000005,78.19%,11.81亿,sz002630,华西能源,3.35%,49.59亿,1.51,3.28%,34.25亿,2011-11-11,,,,,,,,,,,,,,,,,,,1.76亿,2.05亿,1821万,8374万,1.11亿,1.93亿,1853万,8570万,1.11亿,,,,,,,,,,,,,,,,,,,,-6.26,3.35,-48.01,-29.99,-37.14,-6.03,1.76,2.33,0.23,,,,,,,,,,,,,,,,,,,,24.3亿,34.0亿,9.23亿,20.7亿,28.9亿,41.3亿,9.96亿,22.4亿,34.3亿,,,,,,,,,,,,,,,,,,,,-10.34,-8.09,2.85,22.97,18.94,21.57,7.93,8.13,18.70,
33.14%,6.47亿,2.483,1.27亿,52.66亿,1.203元,39.56,http://quote.eastmoney.com/sz002631.html,1.14%,0.154,24.31%,6.68亿,sz002631,德尔未来,7.76%,54.36亿,3.28,9.57%,12.74亿,2011-11-11,,,,,,,,,,,,,,,,,,,1.42亿,1.91亿,4546万,1.04亿,1.25亿,8564万,3038万,8171万,1.27亿,,,,,,,,,,,,,,,,,,,,9.00,17.87,15.31,11.49,-11.74,-55.17,-33.16,-21.68,1.14,,,,,,,,,,,,,,,,,,,,7.67亿,11.3亿,2.77亿,6.97亿,11.2亿,16.0亿,3.11亿,7.87亿,12.7亿,,,,,,,,,,,,,,,,,,,,5.24,0.94,36.91,43.19,46.20,41.42,12.48,12.94,13.68,
38.35%,5.72亿,3.2460000000000004,1.67亿,51.11亿,0.793元,17.51,http://quote.eastmoney.com/sz002632.html,101.26%,0.38299999999999995,12.07%,6.26亿,sz002632,道明光学,8.81%,56.00亿,2.75,19.38%,8.64亿,2011-11-22,,,,,,,,,,,,,,,,,,,3848万,4871万,1967万,5811万,8298万,1.24亿,4528万,1.07亿,1.67亿,,,,,,,,,,,,,,,,,,,,15.50,8.26,79.10,159.75,115.62,154.06,130.18,84.99,101.26,,,,,,,,,,,,,,,,,,,,3.51亿,5.22亿,1.39亿,3.15亿,5.34亿,8.07亿,2.42亿,5.67亿,8.64亿,,,,,,,,,,,,,,,,,,,,9.12,21.49,35.58,35.61,52.01,54.62,74.47,79.96,61.92,
25.16%,1.49亿,3.5060000000000002,-117.4万,14.09亿,0.315元,210.10,http://quote.eastmoney.com/sz002633.html,-277.51%,0.034,15.34%,1.50亿,sz002633,申科股份,-0.23%,14.17亿,2.70,-1.09%,1.08亿,2011-11-22,,,,,,,,,,,,,,,,,,,-1877万,-2571万,-96.0万,-232万,-31.1万,541万,-380万,-310万,-117万,,,,,,,,,,,,,,,,,,,,--,-223.20,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,9269万,1.39亿,3127万,6889万,1.09亿,1.74亿,2513万,6758万,1.08亿,,,,,,,,,,,,,,,,,,,,-48.45,-39.91,-4.94,13.69,17.25,25.73,-19.63,-1.90,-0.97,
26.56%,2.70亿,1.4880000000000002,2503万,14.37亿,0.400元,101.31,http://quote.eastmoney.com/sz002634.html,-32.54%,0.039,27.85%,4.61亿,sz002634,棒杰股份,3.61%,24.53亿,3.58,9.53%,2.99亿,2011-12-05,,,,,,,,,,,,,,,,,,,2937万,4040万,804万,2265万,3711万,4826万,511万,1531万,2503万,,,,,,,,,,,,,,,,,,,,5.53,11.50,-32.97,5.64,26.34,19.46,-36.43,-32.41,-32.54,,,,,,,,,,,,,,,,,,,,2.94亿,4.13亿,8435万,2.06亿,3.29亿,4.49亿,9756万,1.86亿,3.07亿,,,,,,,,,,,,,,,,,,,,24.59,20.08,-18.27,-0.41,11.63,8.61,15.67,-10.11,-6.48,
31.43%,3.66亿,9.457,4.26亿,57.94亿,1.991元,15.09,http://quote.eastmoney.com/sz002635.html,23.93%,0.784,21.63%,7.35亿,sz002635,安洁科技,6.25%,116.4亿,1.67,16.91%,25.04亿,2011-11-25,,,,,,,,,,,,,,,,,,,2.67亿,3.87亿,8975万,1.67亿,3.44亿,3.91亿,1.04亿,2.37亿,4.26亿,,,,,,,,,,,,,,,,,,,,45.69,26.08,4.71,17.93,28.75,1.13,15.60,42.11,23.93,,,,,,,,,,,,,,,,,,,,13.5亿,18.3亿,4.29亿,8.61亿,16.6亿,27.1亿,6.18亿,14.7亿,25.0亿,,,,,,,,,,,,,,,,,,,,9.71,-2.81,-0.08,6.27,23.25,48.53,44.10,70.23,50.83,
17.89%,2.46亿,3.469,2.37亿,24.15亿,2.025元,17.75,http://quote.eastmoney.com/sz002636.html,-40.21%,0.414,41.49%,7.28亿,sz002636,金安国纪,10.11%,71.34亿,2.83,8.46%,28.47亿,2011-11-25,,,,,,,,,,,,,,,,,,,1.58亿,3.41亿,1.52亿,2.62亿,3.96亿,5.37亿,8851万,1.75亿,2.37亿,,,,,,,,,,,,,,,,,,,,242.37,530.21,280.67,203.21,150.68,57.54,-41.88,-33.16,-40.21,,,,,,,,,,,,,,,,,,,,20.8亿,30.5亿,8.45亿,16.6亿,25.9亿,36.8亿,9.12亿,18.9亿,28.5亿,,,,,,,,,,,,,,,,,,,,12.50,19.98,35.57,24.76,25.06,20.37,8.02,13.39,9.69,
14.47%,2.59亿,5.567,1.51亿,21.43亿,1.467元,9.96,http://quote.eastmoney.com/sz002637.html,82.73%,0.624,57.09%,4.23亿,sz002637,赞宇科技,6.86%,35.10亿,1.49,3.81%,49.05亿,2011-11-25,,,,,,,,,,,,,,,,,,,7554万,1.52亿,1887万,4455万,8247万,1.59亿,4064万,8156万,1.51亿,,,,,,,,,,,,,,,,,,,,275.22,868.77,41.82,17.72,9.17,5.03,115.34,83.07,82.73,,,,,,,,,,,,,,,,,,,,27.7亿,43.6亿,14.4亿,32.3亿,52.8亿,69.1亿,15.8亿,34.5亿,49.1亿,,,,,,,,,,,,,,,,,,,,29.32,54.50,86.37,101.53,90.75,58.42,9.67,6.84,-7.15,
26.23%,9.79亿,2.506,7222万,31.54亿,0.126元,-,http://quote.eastmoney.com/sz002638.html,-28.67%,-0.895,20.62%,15.19亿,sz002638,勤上股份,1.40%,48.90亿,1.28,7.38%,9.60亿,2011-11-25,,,,,,,,,,,,,,,,,,,4909万,-4.27亿,4388万,8216万,1.01亿,8420万,5474万,8296万,7222万,,,,,,,,,,,,,,,,,,,,169.21,-2160.66,38.35,121.75,106.25,--,24.75,0.98,-28.67,,,,,,,,,,,,,,,,,,,,6.36亿,8.43亿,3.06亿,8.65亿,11.8亿,16.1亿,3.18亿,6.53亿,9.60亿,,,,,,,,,,,,,,,,,,,,0.00,-0.81,14.79,93.94,85.41,90.84,3.66,-24.51,-18.54,
24.71%,5.16亿,3.3369999999999997,1371万,46.42亿,0.247元,280.02,http://quote.eastmoney.com/sz002639.html,26.41%,0.024,40.32%,6.74亿,sz002639,雪人股份,0.61%,60.60亿,2.69,1.20%,8.97亿,2011-12-05,,,,,,,,,,,,,,,,,,,1504万,3305万,131万,1080万,1085万,-5889万,200万,1082万,1371万,,,,,,,,,,,,,,,,,,,,63.20,99.41,--,382.25,-27.87,-278.17,52.48,0.18,26.41,,,,,,,,,,,,,,,,,,,,7.08亿,8.11亿,1.81亿,4.17亿,6.86亿,9.37亿,2.28亿,5.54亿,8.97亿,,,,,,,,,,,,,,,,,,,,45.75,26.47,115.45,17.87,-3.11,15.46,26.17,33.06,30.74,
38.51%,10.05亿,4.955,8.28亿,133.6亿,1.368元,15.22,http://quote.eastmoney.com/sz002640.html,67.23%,0.655,40.31%,15.58亿,sz002640,跨境通,12.66%,207.1亿,2.68,5.25%,157.9亿,2011-12-08,,,,,,,,,,,,,,,,,,,2.73亿,3.94亿,1.59亿,3.15亿,4.95亿,7.51亿,2.63亿,5.07亿,8.28亿,,,,,,,,,,,,,,,,,,,,120.42,133.85,82.05,98.87,81.54,90.72,65.05,61.00,67.23,,,,,,,,,,,,,,,,,,,,55.3亿,85.4亿,26.5亿,55.7亿,87.4亿,140亿,46.2亿,98.7亿,158亿,,,,,,,,,,,,,,,,,,,,160.51,115.53,50.72,62.02,58.17,64.20,74.38,77.23,80.66,
23.83%,8.96亿,2.591,1.62亿,35.84亿,0.756元,13.72,http://quote.eastmoney.com/sz002641.html,24.90%,0.21899999999999997,44.65%,11.23亿,sz002641,永高股份,5.88%,44.93亿,1.54,4.37%,37.17亿,2011-12-08,,,,,,,,,,,,,,,,,,,2.16亿,2.15亿,608万,6317万,1.30亿,1.93亿,753万,8308万,1.62亿,,,,,,,,,,,,,,,,,,,,12.64,-17.18,-76.74,-48.27,-39.83,-10.33,23.87,31.52,24.90,,,,,,,,,,,,,,,,,,,,25.7亿,37.7亿,8.29亿,19.6亿,32.2亿,45.7亿,9.27亿,23.2亿,37.2亿,,,,,,,,,,,,,,,,,,,,3.51,6.62,21.97,24.53,25.12,21.30,11.91,18.24,15.57,
23.15%,5.16亿,4.226,423.1万,44.35亿,0.774元,-,http://quote.eastmoney.com/sz002642.html,57.23%,-2.0540000000000003,31.08%,6.62亿,sz002642,荣之联,0.10%,56.90亿,2.04,0.20%,17.02亿,2011-12-20,,,,,,,,,,,,,,,,,,,5670万,2.40亿,269万,-2202万,269万,-2.02亿,1954万,277万,423万,,,,,,,,,,,,,,,,,,,,-23.31,14.89,-44.23,-181.85,-95.25,-184.16,627.10,--,57.23,,,,,,,,,,,,,,,,,,,,9.35亿,16.0亿,2.99亿,5.48亿,10.3亿,18.9亿,5.37亿,12.2亿,17.0亿,,,,,,,,,,,,,,,,,,,,-3.29,3.19,3.62,-14.45,9.98,18.38,79.37,122.58,65.58,
38.61%,8.92亿,4.878,3.06亿,102.8亿,1.207元,17.68,http://quote.eastmoney.com/sz002643.html,1.34%,0.489,10.15%,9.09亿,sz002643,万润股份,7.37%,104.7亿,2.36,16.69%,18.50亿,2011-12-20,,,,,,,,,,,,,,,,,,,2.51亿,3.19亿,9949万,2.14亿,3.02亿,3.85亿,6412万,1.93亿,3.06亿,,,,,,,,,,,,,,,,,,,,71.85,23.58,10.96,15.32,20.61,20.91,-35.55,-9.75,1.34,,,,,,,,,,,,,,,,,,,,13.2亿,18.5亿,6.12亿,12.6亿,18.0亿,24.6亿,6.58亿,12.8亿,18.5亿,,,,,,,,,,,,,,,,,,,,29.54,13.26,44.72,42.09,35.67,32.97,7.43,1.25,2.93,
32.75%,5.11亿,2.823,5719万,44.78亿,0.977元,45.24,http://quote.eastmoney.com/sz002644.html,10.36%,0.145,40.42%,5.11亿,sz002644,佛慈制药,4.12%,44.78亿,3.11,14.13%,4.05亿,2011-12-22,,,,,,,,,,,,,,,,,,,4671万,6093万,1355万,3451万,5182万,7409万,2222万,4239万,5719万,,,,,,,,,,,,,,,,,,,,41.54,41.86,46.68,13.78,10.95,21.61,64.02,22.85,10.36,,,,,,,,,,,,,,,,,,,,2.68亿,3.63亿,1.01亿,2.22亿,3.25亿,5.01亿,1.43亿,2.73亿,4.05亿,,,,,,,,,,,,,,,,,,,,3.75,10.89,15.97,22.92,21.25,37.96,41.42,22.99,24.51,
21.31%,3.04亿,5.101,1.22亿,27.36亿,1.278元,15.24,http://quote.eastmoney.com/sz002645.html,39.42%,0.442,29.45%,3.56亿,sz002645,华宏科技,7.03%,32.01亿,1.76,8.84%,14.01亿,2011-12-20,,,,,,,,,,,,,,,,,,,4897万,6303万,1230万,3954万,8753万,1.24亿,2974万,8041万,1.22亿,,,,,,,,,,,,,,,,,,,,--,--,-16.86,20.43,78.72,96.58,141.83,103.36,39.42,,,,,,,,,,,,,,,,,,,,7.12亿,10.1亿,2.53亿,5.86亿,9.33亿,13.0亿,3.30亿,8.83亿,14.0亿,,,,,,,,,,,,,,,,,,,,306.88,227.55,38.00,29.30,30.94,29.28,30.66,50.53,50.20,
65.92%,4.50亿,5.31,8681万,56.48亿,2.045元,38.77,http://quote.eastmoney.com/sz002646.html,-21.20%,0.243,13.32%,4.50亿,sz002646,青青稞酒,3.71%,56.48亿,2.36,8.68%,9.52亿,2011-12-22,,,,,,,,,,,,,,,,,,,1.94亿,2.16亿,1.02亿,1.06亿,1.10亿,-9416万,8681万,8806万,8681万,,,,,,,,,,,,,,,,,,,,-17.56,-6.44,-29.61,-29.20,-43.28,-143.57,-14.93,-16.75,-21.20,,,,,,,,,,,,,,,,,,,,10.3亿,14.4亿,4.53亿,6.69亿,9.35亿,13.2亿,4.75亿,6.99亿,9.52亿,,,,,,,,,,,,,,,,,,,,0.24,5.39,-11.71,-7.74,-9.17,-8.27,5.04,4.37,1.75,
18.81%,5.60亿,1.726,2974万,83.21亿,0.269元,123.79,http://quote.eastmoney.com/sz002647.html,312.06%,0.09,70.50%,5.60亿,sz002647,仁东控股,3.49%,83.21亿,8.61,3.18%,9.97亿,2011-12-28,,,,,,,,,,,,,,,,,,,-1907万,1.10亿,-1155万,112万,722万,-2.16亿,462万,957万,2974万,,,,,,,,,,,,,,,,,,,,-837.99,1175.23,--,--,--,-295.31,--,753.93,312.06,,,,,,,,,,,,,,,,,,,,26.2亿,26.4亿,2831万,2.22亿,6.21亿,9.53亿,2.39亿,6.33亿,9.97亿,,,,,,,,,,,,,,,,,,,,4.52,-40.68,-98.35,-90.63,-76.31,-63.92,744.37,184.51,60.51,
20.71%,10.37亿,7.537000000000001,6.23亿,141.8亿,2.096元,15.50,http://quote.eastmoney.com/sz002648.html,-10.45%,0.875,39.65%,10.66亿,sz002648,卫星石化,8.17%,145.8亿,1.81,9.33%,69.27亿,2011-12-28,,,,,,,,,,,,,,,,,,,,3.12亿,2.92亿,4.84亿,6.96亿,9.42亿,1.13亿,3.27亿,6.23亿,9.41亿,,,,,,,,,,,,,,,,,,,,--,10223.00,3080.63,601.88,202.49,-61.21,-32.53,-10.45,-0.19,,,,,,,,,,,,,,,,,,,,53.5亿,19.1亿,40.4亿,61.2亿,81.9亿,17.5亿,43.6亿,69.3亿,100亿,,,,,,,,,,,,,,,,,,,,27.88,82.28,84.68,77.08,52.91,-8.45,8.00,13.10,22.49
25.42%,4.17亿,4.609,1.67亿,42.63亿,1.687元,18.38,http://quote.eastmoney.com/sz002649.html,29.47%,0.41700000000000004,27.19%,5.25亿,sz002649,博彦科技,7.42%,53.71亿,2.22,8.40%,20.14亿,2012-01-06,,,,,,,,,,,,,,,,,,,1.17亿,1.17亿,2992万,7716万,1.29亿,2.18亿,3139万,7751万,1.67亿,,,,,,,,,,,,,,,,,,,,-12.13,-35.23,23.71,-6.04,10.45,85.74,4.90,0.45,29.47,,,,,,,,,,,,,,,,,,,,14.2亿,19.3亿,4.94亿,10.4亿,16.3亿,22.5亿,5.90亿,12.6亿,20.1亿,,,,,,,,,,,,,,,,,,,,8.89,12.57,10.75,12.79,14.38,16.37,19.47,20.45,23.88,
26.67%,9.47亿,1.892,1.03亿,39.49亿,0.598元,30.02,http://quote.eastmoney.com/sz002650.html,-19.63%,0.10400000000000001,19.96%,11.52亿,sz002650,加加食品,4.90%,48.04亿,2.20,7.89%,13.12亿,2012-01-06,,,,,,,,,,,,,,,,,,,1.28亿,1.50亿,5915万,9925万,1.29亿,1.59亿,5428万,8091万,1.03亿,,,,,,,,,,,,,,,,,,,,10.15,1.88,7.59,1.36,0.71,6.12,-8.23,-18.48,-19.63,,,,,,,,,,,,,,,,,,,,13.4亿,18.9亿,5.24亿,9.76亿,13.6亿,18.9亿,5.33亿,9.31亿,13.1亿,,,,,,,,,,,,,,,,,,,,5.05,7.50,3.63,1.48,1.47,0.24,1.60,-4.57,-3.45,
43.77%,4.18亿,2.013,9952万,23.82亿,0.429元,35.89,http://quote.eastmoney.com/sz002651.html,32.42%,0.11900000000000001,16.51%,10.18亿,sz002651,利君股份,4.97%,58.00亿,2.83,26.02%,3.83亿,2012-01-06,,,,,,,,,,,,,,,,,,,6467万,9593万,3451万,5871万,7516万,1.29亿,3716万,7933万,9952万,,,,,,,,,,,,,,,,,,,,-37.40,-33.77,38.70,24.46,16.22,34.20,7.66,35.12,32.42,,,,,,,,,,,,,,,,,,,,3.12亿,4.62亿,1.39亿,2.71亿,3.45亿,5.26亿,1.61亿,2.76亿,3.83亿,,,,,,,,,,,,,,,,,,,,-19.05,-19.39,10.12,23.66,10.85,13.67,15.71,1.86,10.76,
14.07%,5.10亿,1.554,4902万,25.83亿,0.416元,40.69,http://quote.eastmoney.com/sz002652.html,-18.66%,0.09300000000000001,68.51%,5.12亿,sz002652,扬子新材,6.52%,25.96亿,3.26,3.76%,21.86亿,2012-01-19,,,,,,,,,,,,,,,,,,,6170万,8127万,2996万,4978万,6027万,8530万,2105万,3707万,4902万,,,,,,,,,,,,,,,,,,,,45.91,97.23,199.54,62.09,-2.32,4.95,-29.73,-25.54,-18.66,,,,,,,,,,,,,,,,,,,,12.9亿,18.9亿,5.36亿,12.1亿,21.3亿,26.1亿,5.56亿,13.9亿,21.9亿,,,,,,,,,,,,,,,,,,,,7.36,30.39,53.42,67.08,64.42,37.91,3.84,14.51,2.78,
