code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,净利润_2009-12-31,净利润_2010-12-31,净利润_2011-06-30,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-12-31,净利润_2014-09-30,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2009-12-31,净利润同比增长_2010-12-31,净利润同比增长_2011-06-30,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-12-31,净利润同比增长_2014-09-30,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2009-12-31,营收_2010-12-31,营收_2011-06-30,营收_2011-12-31,营收_2012-12-31,营收_2013-12-31,营收_2014-09-30,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2009-12-31,营收增长同比_2010-12-31,营收增长同比_2011-06-30,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-12-31,营收增长同比_2014-09-30,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
300439,美康生物,医疗保健,浙江,20.85,2.0,3.46,444208.44,233110.45,41461.98,59630.01,1.72,0.5720000000000001,5.38,2.96,20150422,89662.5,2.59,33.34,21.1,33.71,8.44,20998.0,,,,,,,,,,,,,,,5733万,3466万,4414万,5322万,6626万,5058万,6428万,6332万,7055万,,,,,,,,,,,,,,,,22.39,-26.89,13.54,8.15,13.13,57.99,45.61,18.99,6.47,,,,,,,,,,,,,,,,2.87亿,3.84亿,3.17亿,7.77亿,6.67亿,4399万,4.61亿,9.97亿,8.91亿,,,,,,,,,,,,,,,,59.96,100.10,84.61,90.81,62.32,60.69,45.18,28.34,33.53,
002338,奥普光电,电器仪表,吉林,79.8,2.4,2.4,98342.3,67361.36,19598.65,25480.78,1.06,0.121,3.35,3.84,20100115,25462.85,1.06,2.87,-15.94,39.44,11.5,18525.0,,,,,,,,,,,,,,,2015万,638万,1350万,1293万,813万,391万,937万,1187万,782万,,,,,,,,,,,,,,,,1115.68,-38.96,2.98,-0.39,-59.64,-38.77,-30.60,-8.23,-3.89,,,,,,,,,,,,,,,,6341万,1.24亿,8629万,8781万,7158万,1.23亿,8125万,9591万,7557万,,,,,,,,,,,,,,,,-5.26,-1.25,11.15,13.70,12.87,-0.67,-5.84,9.22,5.58,
300471,厚普股份,专用机械,四川,0.0,2.73,3.65,236750.09,117843.47,78254.82,67343.75,1.85,-0.418,4.19,1.54,20150611,39775.23,1.09,-62.42,-334.16,26.87,-58.88,29433.0,,,,,,,,,,,,,,,3011万,7795万,944万,5243万,319万,-3258万,-4008万,-3664万,-7563万,,,,,,,,,,,,,,,,-47.49,47.40,28.62,0.97,-89.41,-141.79,-524.64,-169.87,-2471.48,,,,,,,,,,,,,,,,2.80亿,5.61亿,1.76亿,2.87亿,2.26亿,5036万,6493万,9596万,9784万,,,,,,,,,,,,,,,,1.62,40.12,7.41,-3.19,-19.42,-91.02,-63.06,-66.59,-56.63,
002007,华兰生物,生物制药,河南,35.86,8.03,9.35,574693.88,414002.78,90360.2,39452.31,0.42,0.82,5.95,6.53,20040625,336786.22,3.6,22.19,22.69,61.28,37.31,46000.0,,,,,,,,,,,,,,,1.97亿,1.73亿,2.55亿,1.76亿,1.88亿,2.02亿,2.07亿,2.46亿,3.07亿,,,,,,,,,,,,,,,,31.72,33.45,32.71,-19.33,-4.58,16.60,-18.80,39.70,63.15,,,,,,,,,,,,,,,,5.50亿,5.28亿,5.38亿,4.75亿,6.53亿,7.02亿,5.62亿,6.39亿,8.35亿,,,,,,,,,,,,,,,,21.20,46.33,30.80,6.65,18.85,32.85,4.44,34.63,27.77,
000990,诚志股份,化工原料,江西,18.81,3.88,12.53,2261599.25,782717.44,412788.66,1290378.63,10.3,0.52,13.06,1.0,20000706,208794.77,1.67,3.85,-2.81,33.69,14.92,17572.0,,,,,,,,,,,,,,,275万,1.34亿,2.05亿,1.91亿,2.74亿,1.39亿,1.18亿,2.09亿,3.24亿,,,,,,,,,,,,,,,,424.46,5.85,--,--,9844.69,3.41,-42.39,9.27,18.38,,,,,,,,,,,,,,,,4.53亿,8.09亿,13.8亿,14.3亿,13.9亿,14.9亿,13.7亿,14.1亿,15.9亿,,,,,,,,,,,,,,,,-54.17,-44.11,99.88,130.41,206.84,84.57,-1.07,-1.32,14.06,
002613,北玻股份,专用机械,河南,29.48,6.3,9.37,226625.52,151464.27,50652.55,22340.72,0.24,0.083,1.63,2.01,20110830,29676.68,0.32,34.4,407.56,23.33,7.68,35724.0,,,,,,,,,,,,,,,860万,436万,154万,-2751万,62.0万,-3391万,8022万,-405万,179万,,,,,,,,,,,,,,,,213.66,--,-45.82,-431.85,-92.79,-877.98,5103.44,--,188.43,,,,,,,,,,,,,,,,2.24亿,2.31亿,1.93亿,2.47亿,3.15亿,3.78亿,2.59亿,3.66亿,3.91亿,,,,,,,,,,,,,,,,-1.99,-16.22,-0.58,8.50,40.97,63.47,34.08,47.83,24.05,
000920,南方汇通,环境保护,贵州,31.06,4.22,4.22,200997.97,72568.97,49016.8,0.0,0.0,0.158,1.99,3.28,19990616,32398.5,0.77,-7.14,-27.04,40.38,9.12,29537.0,,,,,,,,,,,,,,,2972万,1771万,3307万,2969万,2858万,2312万,1094万,2838万,2733万,,,,,,,,,,,,,,,,159.47,-40.27,10.67,39.13,-3.86,30.53,-66.94,-4.41,-4.37,,,,,,,,,,,,,,,,2.42亿,2.65亿,2.48亿,2.84亿,2.55亿,2.96亿,2.13亿,2.92亿,2.26亿,,,,,,,,,,,,,,,,3.73,9.89,4.13,7.31,5.23,11.95,-14.27,3.02,-11.49,
002896,中大力德,机械基件,浙江,33.39,0.34,0.8,88490.43,45345.73,31694.5,32320.94,4.04,0.7440000000000001,7.21,4.59,20170829,16069.3,2.01,21.86,29.71,30.61,13.5,11579.0,,,,,,,,,,,,,,,1148万,1926万,1037万,1831万,1719万,1397万,1267万,2340万,2343万,,,,,,,,,,,,,,,,--,--,--,--,49.82,-27.47,22.13,27.83,36.29,,,,,,,,,,,,,,,,1.01亿,1.12亿,9194万,1.43亿,1.27亿,1.37亿,1.11亿,1.67亿,1.63亿,,,,,,,,,,,,,,,,--,--,--,--,25.58,21.38,20.85,16.61,28.54,
300168,万达信息,软件服务,上海,73.02,10.91,10.99,769323.0,431223.56,39511.17,107236.02,0.98,0.15,3.21,4.2,20110125,123004.71,1.12,14.15,36.63,40.31,9.7,49447.0,,,,,,,,,,,,,,,5549万,1.51亿,440万,3388万,7296万,2.15亿,491万,7229万,7480万,,,,,,,,,,,,,,,,14.91,-2.94,-11.36,25.18,31.47,42.80,11.46,113.35,2.52,,,,,,,,,,,,,,,,3.87亿,9.66亿,2.76亿,5.96亿,5.02亿,10.4亿,3.08亿,7.02亿,5.58亿,,,,,,,,,,,,,,,,2.53,5.80,-5.45,38.30,29.60,7.95,11.81,17.78,11.14,
002664,长鹰信质,汽车配件,浙江,20.36,3.5,4.0,345012.81,224090.34,49260.78,43894.53,1.1,0.49700000000000005,5.25,2.57,20120316,113976.11,2.85,14.45,3.2,23.34,10.12,24345.0,,,,,,,,,,,,,,,6116万,5330万,5696万,7162万,6420万,6305万,5743万,7822万,6328万,,,,,,,,,,,,,,,,-3.42,1.19,18.50,4.66,4.96,18.29,0.84,9.22,-1.43,,,,,,,,,,,,,,,,4.56亿,5.07亿,5.07亿,5.95亿,6.17亿,7.00亿,6.22亿,7.13亿,6.31亿,,,,,,,,,,,,,,,,23.46,35.87,35.76,33.99,35.34,38.23,22.63,19.95,2.40,
002684,猛狮科技,电气设备,广东,0.0,4.04,5.67,1007339.81,486068.56,208469.52,200786.0,3.54,-1.035,0.9,7.54,20120612,-49039.28,-0.86,-53.82,-734.19,4.86,-51.29,44024.0,,,,,,,,,,,,,,,-766万,8874万,349万,4373万,4541万,-2.27亿,2113万,-3.29亿,-2.79亿,,,,,,,,,,,,,,,,--,--,32.83,326.32,--,-355.54,504.76,-853.08,-715.04,,,,,,,,,,,,,,,,3.56亿,11.2亿,4.46亿,11.0亿,9.31亿,14.2亿,6.01亿,1.54亿,3.91亿,,,,,,,,,,,,,,,,209.98,503.36,140.06,193.89,161.66,27.64,34.68,-86.05,-58.03,
002422,科伦药业,化学制药,四川,25.22,10.29,14.4,2906521.75,1264416.25,1073717.63,353685.28,2.46,0.711,8.78,2.72,20100603,700583.0,4.87,54.63,164.8,59.14,8.37,32977.0,,,,,,,,,,,,,,,1.51亿,4716万,1.93亿,6350万,1.30亿,3.62亿,3.83亿,3.91亿,2.49亿,,,,,,,,,,,,,,,,7.12,-50.19,-7.47,-64.30,-13.93,667.80,98.91,515.45,91.34,,,,,,,,,,,,,,,,21.6亿,23.1亿,24.3亿,25.1亿,29.7亿,35.2亿,39.3亿,38.6亿,44.4亿,,,,,,,,,,,,,,,,8.75,18.93,21.45,19.87,37.64,52.38,61.54,53.93,49.56,
000716,黑芝麻,食品,广西,39.08,6.2,7.46,517969.0,231844.55,102160.18,154545.41,2.07,0.07,3.72,0.92,19970418,34373.56,0.46,52.61,-45.7,25.78,2.16,41303.0,,,,,,,,,,,,,,,3915万,-4415万,2347万,411万,6316万,2033万,1260万,396万,3272万,,,,,,,,,,,,,,,,29.03,-156.21,4.98,--,61.34,--,-46.31,-3.83,-48.20,,,,,,,,,,,,,,,,4.44亿,11.4亿,4.69亿,4.63亿,5.63亿,12.8亿,5.53亿,7.98亿,9.31亿,,,,,,,,,,,,,,,,38.84,33.05,7.13,57.68,26.78,12.09,17.91,72.24,65.39,
002371,北方华创,专用机械,北京,105.37,3.59,4.58,1006845.0,587435.56,139991.77,188818.47,4.12,0.368,7.56,6.84,20100316,104890.65,2.29,35.59,110.12,40.25,8.03,27930.0,,,,,,,,,,,,,,,2212万,3013万,160万,5118万,2747万,4535万,1536万,1.04亿,4964万,,,,,,,,,,,,,,,,-20.41,-20.23,--,9.62,24.19,50.51,857.58,102.49,80.68,,,,,,,,,,,,,,,,3.36亿,5.84亿,4.15亿,6.31亿,5.04亿,6.73亿,5.42亿,8.52亿,7.06亿,,,,,,,,,,,,,,,,17.48,19.26,59.71,42.51,50.04,15.25,30.85,35.13,40.04,
000985,大庆华科,化工原料,黑龙江,0.0,1.3,1.3,70709.96,30174.26,33681.5,25894.61,2.0,-0.07200000000000001,4.03,3.42,20000726,6001.71,0.46,1.95,-125.07,6.38,-0.83,11266.0,,,,,,,,,,,,,,,1119万,1247万,1707万,-83.0万,2080万,1112万,-743万,300万,-485万,,,,,,,,,,,,,,,,--,273.28,2188.36,-109.29,85.82,-10.81,-143.52,--,-123.34,,,,,,,,,,,,,,,,2.91亿,3.19亿,3.39亿,3.55亿,4.00亿,4.37亿,4.60亿,4.72亿,1.82亿,,,,,,,,,,,,,,,,59.35,58.56,94.85,42.70,37.26,37.11,35.84,33.10,-54.42,
002137,麦达数字,互联网,深圳,38.94,3.65,5.79,218141.38,115124.46,10456.01,96169.61,1.66,0.133,3.09,2.25,20070613,23683.52,0.41,27.89,26.51,19.25,9.64,59259.0,,,,,,,,,,,,,,,1006万,955万,1637万,1933万,2539万,1424万,3227万,3433万,1069万,,,,,,,,,,,,,,,,877.88,-37.94,-11.34,-82.73,152.26,49.11,97.09,77.56,-57.89,,,,,,,,,,,,,,,,2.05亿,2.27亿,1.85亿,2.21亿,2.21亿,3.09亿,2.58亿,3.18亿,2.25亿,,,,,,,,,,,,,,,,221.63,40.69,-9.16,35.13,7.88,36.16,39.76,43.86,1.99,
002199,东晶电子,元器件,浙江,0.0,2.26,2.43,53681.07,19063.5,29112.65,51555.8,2.12,-0.075,1.82,5.75,20071221,-33572.25,-1.38,-18.96,-233.52,10.89,-13.41,9274.0,,,,,,,,,,,,,,,-2589万,1.05亿,101万,-266万,-383万,697万,-646万,-391万,-791万,,,,,,,,,,,,,,,,--,--,--,--,--,-93.36,-742.10,--,--,,,,,,,,,,,,,,,,6916万,6376万,4867万,5111万,6838万,6398万,4851万,4784万,3993万,,,,,,,,,,,,,,,,-22.20,-8.07,-3.71,-30.66,-1.14,0.34,-0.33,-6.38,-41.61,
002852,道道全,食品,湖南,14.9,1.25,2.89,266042.47,184869.02,67470.22,102728.06,3.55,0.736,7.25,2.02,20170310,73913.32,2.56,8.15,40.09,14.42,8.48,22781.0,,,,,,,,,,,,,,,7630万,31.5万,5124万,4331万,5731万,3949万,5376万,9410万,6488万,,,,,,,,,,,,,,,,--,--,-2.41,-43.47,-24.89,12434.02,4.91,117.28,13.21,,,,,,,,,,,,,,,,6.86亿,8.05亿,6.55亿,7.50亿,9.14亿,9.83亿,8.38亿,7.36亿,9.34亿,,,,,,,,,,,,,,,,--,--,17.15,17.08,33.21,22.08,27.95,-1.82,2.14,
002394,联发股份,纺织,江苏,11.11,3.24,3.37,424487.31,267123.97,132764.75,96341.4,2.86,0.78,9.45,1.17,20100423,159850.5,4.75,8.54,14.34,18.09,7.81,19288.0,,,,,,,,,,,,,,,8858万,1.58亿,5993万,8080万,7873万,1.41亿,4483万,8981万,1.16亿,,,,,,,,,,,,,,,,46.08,35.49,2.87,-9.28,-11.12,-10.93,-25.20,11.16,47.72,,,,,,,,,,,,,,,,8.57亿,10.1亿,8.89亿,10.8亿,9.90亿,10.4亿,10.1亿,11.6亿,10.5亿,,,,,,,,,,,,,,,,-6.26,19.08,1.72,8.77,15.49,2.96,13.28,7.16,5.79,
002420,毅昌股份,塑料,广东,0.0,3.92,4.01,297243.72,173223.17,78327.6,80793.75,2.01,-1.053,1.9,1.95,20100601,-48120.09,-1.2,-2.57,-131.62,7.43,-11.63,24023.0,,,,,,,,,,,,,,,2847万,6608万,-2633万,-2605万,-1.30亿,-2.96亿,167万,-3439万,-3.90亿,,,,,,,,,,,,,,,,269.24,133.45,--,--,-556.53,-548.22,--,--,--,,,,,,,,,,,,,,,,15.9亿,19.4亿,13.4亿,13.2亿,10.6亿,19.7亿,13.5亿,11.1亿,11.7亿,,,,,,,,,,,,,,,,67.51,54.74,20.11,19.63,-33.41,1.77,0.21,-15.82,10.40,
300289,利德曼,生物制药,北京,38.16,4.17,4.21,174765.25,87388.72,60803.26,25085.89,0.6,0.145,3.2,2.31,20120216,61986.73,1.47,34.6,8.64,48.97,11.68,17517.0,,,,,,,,,,,,,,,1194万,2228万,1660万,2386万,1583万,1678万,1835万,2000万,2280万,,,,,,,,,,,,,,,,-60.37,-71.51,-7.98,37.21,32.51,-24.66,10.56,-16.19,44.07,,,,,,,,,,,,,,,,1.28亿,1.49亿,1.13亿,1.43亿,1.33亿,1.87亿,1.72亿,1.71亿,1.81亿,,,,,,,,,,,,,,,,-14.14,-36.34,-9.60,8.33,4.19,25.73,51.54,20.02,35.85,
300537,广信材料,染料涂料,江苏,43.56,0.93,1.93,154922.77,62273.16,17524.82,83069.74,4.3,0.191,6.47,1.72,20160830,19795.02,1.03,52.26,-21.79,38.09,8.44,13416.0,,,,,,,,,,,,,,,937万,1200万,844万,1544万,2337万,1409万,1828万,1262万,605万,,,,,,,,,,,,,,,,25.76,-10.17,2.17,20.77,149.45,17.40,116.51,-18.24,-74.10,,,,,,,,,,,,,,,,6642万,7341万,6002万,8875万,1.39亿,1.61亿,1.38亿,1.53亿,1.48亿,,,,,,,,,,,,,,,,4.37,9.57,2.52,22.29,109.19,119.69,129.19,71.92,6.47,
000760,斯太尔,汽车配件,湖北,0.0,6.54,7.72,191354.02,54912.13,30139.72,142629.5,1.85,-0.442,1.92,1.93,19970627,-71259.86,-0.92,49.28,-605.72,5.96,-187.03,67562.0,,,,,,,,,,,,,,,-2561万,1.49亿,-4455万,1.65亿,-5307万,-2.36亿,-3135万,-1.13亿,-1.96亿,,,,,,,,,,,,,,,,--,--,--,--,--,-258.22,--,-168.54,--,,,,,,,,,,,,,,,,3321万,2.42亿,3746万,2566万,5898万,2927万,7238万,4888万,6099万,,,,,,,,,,,,,,,,-35.31,376.46,-6.58,-37.46,77.61,-87.91,93.24,90.53,3.41,
000521,长虹美菱,家用电器,安徽,44.28,8.03,10.45,1609528.5,1290681.38,157656.69,268438.81,2.57,0.063,4.83,0.77,19931018,94085.74,0.9,0.53,-45.4,17.25,0.5,60704.0,,,,,,,,,,,,,,,5530万,5493万,6130万,3077万,2815万,-8775万,5626万,-558万,1495万,,,,,,,,,,,,,,,,1176.55,--,14.14,-45.33,-49.10,-259.75,-8.22,-118.13,-46.87,,,,,,,,,,,,,,,,31.3亿,25.3亿,36.7亿,48.5亿,46.6亿,36.2亿,42.5亿,50.3亿,39.8亿,,,,,,,,,,,,,,,,54.34,17.47,25.29,23.12,48.90,43.04,15.79,3.60,-14.68,
000603,盛达矿业,铅锌,北京,22.89,3.93,6.9,342768.19,119658.8,33118.23,136524.98,1.98,0.36700000000000005,3.9,2.87,19960823,119595.97,1.73,95.13,45.03,30.52,17.04,34474.0,,,,,,,,,,,,,,,6904万,5720万,1173万,8527万,7741万,1.09亿,6716万,4917万,1.37亿,,,,,,,,,,,,,,,,12.34,-3.83,-39.24,50.76,12.12,90.10,472.76,-42.34,76.47,,,,,,,,,,,,,,,,2.08亿,2.34亿,2913万,2.59亿,4.73亿,3.36亿,1.70亿,3.38亿,9.76亿,,,,,,,,,,,,,,,,7.21,11.10,-38.47,31.20,126.79,43.71,483.93,30.84,106.35,
300254,仟源医药,化学制药,山西,53.7,1.62,2.08,148312.3,58339.61,31876.95,42579.93,2.04,0.105,3.91,1.92,20110819,16394.4,0.79,22.91,-8.9,75.94,2.66,14693.0,,,,,,,,,,,,,,,904万,107万,639万,1492万,267万,-231万,732万,1009万,444万,,,,,,,,,,,,,,,,-19.75,--,-3.54,11.28,-70.43,-315.06,14.45,-32.36,66.10,,,,,,,,,,,,,,,,1.91亿,2.22亿,1.85亿,2.36亿,2.48亿,2.70亿,2.71亿,2.70亿,2.82亿,,,,,,,,,,,,,,,,17.00,6.69,32.02,22.40,29.79,21.55,45.99,14.45,13.73,
002796,世嘉科技,专用机械,江苏,112.96,0.37,1.12,201434.66,98324.65,33872.15,116549.3,10.39,0.48,12.69,3.86,20160510,14220.5,1.27,121.94,89.19,14.99,3.8,13000.0,,,,,,,,,,,,,,,,1327万,487万,957万,845万,280万,635万,706万,1226万,2294万,,,,,,,,,,,,,,,,-15.53,-26.70,-37.23,-37.20,-78.88,30.20,-26.24,45.19,718.22,,,,,,,,,,,,,,,,1.37亿,1.10亿,1.58亿,1.64亿,1.44亿,2.70亿,2.76亿,3.49亿,3.86亿,,,,,,,,,,,,,,,,19.56,18.51,16.08,25.12,5.51,144.89,74.35,112.44,167.31
300145,中金环境,专用机械,浙江,10.85,14.79,19.23,1012981.38,361470.81,102603.65,78682.88,0.41,0.261,2.61,1.45,20101209,210334.92,1.09,21.46,13.14,38.99,16.09,24154.0,,,,,,,,,,,,,,,1.41亿,2.15亿,9245万,1.57亿,1.95亿,1.46亿,1.22亿,1.99亿,1.81亿,,,,,,,,,,,,,,,,138.91,51.52,139.34,36.99,38.00,-32.10,32.13,26.91,-6.98,,,,,,,,,,,,,,,,7.16亿,10.3亿,6.53亿,9.24亿,9.96亿,12.4亿,8.86亿,12.1亿,10.3亿,,,,,,,,,,,,,,,,66.36,30.81,77.73,37.55,39.07,19.99,35.75,30.83,3.40,
002013,中航机电,航空,湖北,40.75,31.43,36.09,2888667.5,1885417.38,483195.25,102515.65,0.28,0.14,2.4,3.16,20040705,329791.22,0.91,8.91,28.95,23.94,6.33,62339.0,,,,,,,,,,,,,,,1.18亿,3.12亿,542万,2.49亿,1.35亿,1.89亿,1288万,2.76亿,2.14亿,,,,,,,,,,,,,,,,-38.07,3.60,--,-0.48,2.93,-11.21,137.61,10.84,58.96,,,,,,,,,,,,,,,,17.0亿,30.6亿,16.4亿,32.4亿,24.2亿,19.4亿,19.5亿,35.0亿,23.7亿,,,,,,,,,,,,,,,,12.68,1.86,7.09,7.73,14.85,6.12,18.86,8.05,-1.88,
300485,赛升药业,生物制药,北京,19.66,2.47,4.84,259595.3,171019.47,6179.25,81574.61,1.68,0.44,5.11,2.23,20150626,108604.2,2.24,94.08,5.18,86.18,22.37,21150.0,,,,,,,,,,,,,,,6964万,5695万,4529万,6002万,9452万,8178万,5987万,7194万,7836万,,,,,,,,,,,,,,,,37.72,6.83,-23.05,-17.74,35.72,43.59,32.18,19.87,-17.09,,,,,,,,,,,,,,,,1.65亿,1.47亿,1.08亿,1.56亿,2.20亿,2.66亿,2.70亿,3.03亿,3.67亿,,,,,,,,,,,,,,,,-0.36,-2.23,-20.95,-6.67,33.25,80.62,149.96,94.15,66.56,
002342,巨力索具,机械基件,河北,181.65,8.81,9.6,408170.28,233866.84,135394.19,67299.28,0.7,0.016,2.51,1.56,20100126,66075.63,0.69,18.81,-31.9,17.37,1.24,103229.0,,,,,,,,,,,,,,,197万,5.86万,1412万,603万,273万,-4003万,860万,455万,243万,,,,,,,,,,,,,,,,-66.65,--,26.93,-19.49,38.73,-68433.71,-39.12,-24.48,-10.87,,,,,,,,,,,,,,,,2.86亿,3.55亿,3.27亿,3.99亿,3.34亿,3.56亿,3.35亿,4.37亿,4.88亿,,,,,,,,,,,,,,,,-6.28,14.95,-8.60,9.00,16.76,0.20,2.30,9.65,45.93,
300129,泰胜风能,电气设备,上海,99.01,5.36,7.19,352339.81,240919.66,59583.63,71332.0,0.99,0.03,3.09,1.28,20101019,75110.53,1.04,-33.95,-86.02,18.77,2.6,46984.0,,,,,,,,,,,,,,,5213万,6009万,4035万,6797万,4517万,20.6万,1411万,-226万,962万,,,,,,,,,,,,,,,,16.20,23.79,15.91,-5.69,-13.37,-99.66,-65.04,-103.32,-78.71,,,,,,,,,,,,,,,,3.11亿,6.57亿,1.71亿,5.45亿,5.35亿,3.39亿,2.32亿,2.10亿,3.85亿,,,,,,,,,,,,,,,,-29.74,42.06,-0.65,49.23,72.01,-48.43,35.41,-61.54,-28.07,
002283,天润曲轴,汽车配件,山东,14.12,10.24,11.28,652594.94,302252.94,256014.67,133384.27,1.18,0.209,3.64,1.08,20090821,150433.8,1.33,18.26,4.1,24.36,9.11,50739.0,,,,,,,,,,,,,,,4381万,6985万,5788万,7637万,9237万,1.09亿,8454万,7173万,7282万,,,,,,,,,,,,,,,,35.91,93.18,145.92,33.75,110.83,55.35,46.05,-6.08,-21.17,,,,,,,,,,,,,,,,3.73亿,6.33亿,5.18亿,8.21亿,8.51亿,8.32亿,8.80亿,9.22亿,7.87亿,,,,,,,,,,,,,,,,11.31,27.36,61.02,66.25,128.19,31.35,69.79,12.37,-7.47,
002497,雅化集团,化工原料,四川,32.23,8.15,9.6,475758.19,177114.36,99410.05,36196.05,0.38,0.184,2.81,2.81,20101109,113736.92,1.18,25.62,7.38,32.44,8.34,119000.0,,,,,,,,,,,,,,,1781万,3631万,3109万,9544万,3805万,7376万,5352万,9978万,2343万,,,,,,,,,,,,,,,,28.11,13.69,48.73,62.33,113.62,103.14,72.15,4.55,-38.42,,,,,,,,,,,,,,,,3.93亿,4.70亿,3.66亿,6.62亿,6.59亿,6.71亿,5.59亿,8.06亿,7.55亿,,,,,,,,,,,,,,,,25.32,23.32,36.40,47.68,67.76,42.86,52.84,21.63,14.53,
300727,润禾材料,化工原料,浙江,34.09,0.32,1.27,74336.27,52586.28,12680.78,22060.6,1.74,0.436,4.05,4.89,20171127,13957.24,1.1,50.56,59.63,27.12,11.39,13506.0,,,,,,,,,,,,,,,1164万,1177万,332万,892万,2242万,1353万,1044万,1966万,2523万,,,,,,,,,,,,,,,,--,--,--,--,92.54,15.01,214.59,120.38,12.53,,,,,,,,,,,,,,,,8281万,9713万,7721万,1.03亿,1.43亿,1.39亿,1.34亿,1.84亿,1.68亿,,,,,,,,,,,,,,,,--,--,--,--,72.25,42.85,72.98,79.67,17.45,
300231,银信科技,软件服务,北京,26.29,3.38,4.42,176948.23,128514.65,13193.37,62097.36,1.4,0.22699999999999998,3.11,2.56,20110615,25804.0,0.58,37.21,11.7,29.46,12.09,38660.0,,,,,,,,,,,,,,,3128万,2727万,1827万,4414万,2734万,3325万,1918万,4725万,3383万,,,,,,,,,,,,,,,,60.92,17.90,20.44,4.48,-12.58,21.91,5.00,7.04,23.72,,,,,,,,,,,,,,,,3.05亿,3.63亿,1.75亿,2.31亿,1.99亿,3.29亿,2.51亿,3.35亿,2.42亿,,,,,,,,,,,,,,,,71.47,74.22,-6.97,18.53,-34.73,-9.28,44.05,44.92,21.94,
300629,新劲刚,矿物制品,广东,123.67,0.43,1.0,50301.93,37177.05,8769.03,11352.8,1.14,0.121,3.55,5.61,20170324,12831.8,1.28,-0.03,-8.56,30.14,7.21,7673.0,,,,,,,,,,,,,,,608万,1341万,293万,443万,585万,1143万,276万,491万,441万,,,,,,,,,,,,,,,,--,--,20.64,-9.35,-3.88,-14.77,-5.90,10.68,-24.50,,,,,,,,,,,,,,,,5667万,9142万,4218万,6128万,6411万,8284万,4369万,6851万,5531万,,,,,,,,,,,,,,,,--,--,8.38,5.88,13.13,-9.39,3.59,11.80,-13.73,
002106,莱宝高科,元器件,深圳,24.46,7.04,7.06,512343.25,356225.53,118326.15,203799.8,2.89,0.244,5.37,1.48,20070112,75218.25,1.07,11.24,79.87,11.77,5.47,58051.0,,,,,,,,,,,,,,,4865万,9576万,3542万,2813万,3236万,4499万,-2134万,7654万,1.17亿,,,,,,,,,,,,,,,,--,--,427.66,-53.62,-33.48,-53.02,-160.23,172.10,262.54,,,,,,,,,,,,,,,,9.90亿,10.8亿,7.50亿,9.05亿,11.8亿,11.5亿,8.22亿,11.3亿,12.1亿,,,,,,,,,,,,,,,,133.13,38.00,59.64,11.07,19.35,6.79,9.49,24.73,2.02,
000530,大冷股份,机械基件,辽宁,34.45,5.98,8.43,566201.44,238637.3,86166.25,75813.06,0.9,0.087,3.99,1.0,19931208,74400.53,0.88,3.26,-49.47,16.67,4.86,49353.0,,,,,,,,,,,,,,,6609万,4551万,3498万,6328万,4707万,5543万,2559万,3342万,1442万,,,,,,,,,,,,,,,,89.29,53.61,30.44,44.02,-28.78,21.79,-26.83,-47.18,-69.37,,,,,,,,,,,,,,,,4.94亿,5.68亿,5.05亿,4.98亿,4.61亿,6.16亿,5.15亿,5.14亿,4.82亿,,,,,,,,,,,,,,,,-2.76,28.49,18.53,22.61,-6.60,8.37,2.09,3.25,4.54,
