毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间
12.33%,1.53亿,4.430,-379.8万,20.26亿,-0.800元,-,http://quote.eastmoney.com/sh600847.html,-228.08%,-0.025,18.73%,1.53亿,600847,万里股份,-0.56%,20.26亿,2.98,-0.93%,4.07亿,1994-03-24
57.44%,7.88亿,5.994,3.38亿,215.4亿,1.109元,67.83,http://quote.eastmoney.com/sh600848.html,15.41%,0.302,49.18%,11.20亿,600848,上海临港,5.13%,306.1亿,4.56,25.04%,13.00亿,1994-03-24
15.93%,4.24亿,5.557,2.52亿,94.77亿,4.216元,23.50,http://quote.eastmoney.com/sh600850.html,12.10%,0.713,54.34%,4.24亿,600850,华东电脑,11.25%,94.77亿,4.02,5.11%,49.55亿,1994-03-24
42.87%,7.38亿,2.764,1.04亿,59.72亿,0.313元,70.57,http://quote.eastmoney.com/sh600851.html,8.39%,0.086,20.92%,12.07亿,600851,海欣股份,2.90%,97.65亿,2.93,13.81%,8.01亿,1994-04-04
7.45%,5.37亿,2.318,8745万,23.62亿,0.580元,24.31,http://quote.eastmoney.com/sh600853.html,131.27%,0.136,88.98%,6.44亿,600853,龙建股份,6.70%,28.34亿,1.90,1.25%,67.67亿,1994-04-04
27.93%,5.19亿,3.938,1.04亿,22.86亿,-1.018元,16.54,http://quote.eastmoney.com/sh600854.html,92.96%,0.200,20.06%,5.19亿,600854,春兰股份,5.16%,22.86亿,1.12,17.93%,5.88亿,1994-04-25
21.40%,3.30亿,3.216,997.0万,45.27亿,0.747元,363.08,http://quote.eastmoney.com/sh600855.html,2737.39%,0.028,42.74%,3.52亿,600855,航天长峰,0.99%,48.26亿,4.26,2.84%,9.01亿,1994-04-25
22.14%,13.43亿,3.662,1.83亿,65.16亿,1.101元,27.15,http://quote.eastmoney.com/sh600856.html,-55.74%,0.134,58.47%,13.67亿,600856,中天能源,3.65%,66.28亿,1.32,8.97%,40.25亿,1994-04-25
12.52%,2.24亿,0.879,3104万,21.62亿,-0.699元,52.25,http://quote.eastmoney.com/sh600857.html,10.13%,0.138,76.59%,2.24亿,600857,宁波中百,17.09%,21.62亿,10.97,4.28%,7.26亿,1994-04-25
19.26%,5.18亿,5.841,3610万,31.05亿,2.793元,64.83,http://quote.eastmoney.com/sh600858.html,12.52%,0.069,75.60%,5.20亿,600858,银座股份,1.19%,31.20亿,1.03,0.17%,96.46亿,1994-05-06
21.32%,3.94亿,13.73,9.89亿,64.08亿,4.409元,9.57,http://quote.eastmoney.com/sh600859.html,88.65%,1.274,46.57%,7.76亿,600859,王府井,9.46%,126.2亿,1.18,5.26%,192.0亿,1994-05-06
10.81%,3.22亿,1.290,-4415万,18.61亿,-1.450元,-,http://quote.eastmoney.com/sh600860.html,35.98%,-0.105,47.90%,4.22亿,600860,京城股份,-7.80%,24.39亿,4.48,-7.86%,7.63亿,1994-05-06
29.59%,3.17亿,7.381,3047万,24.27亿,1.890元,59.74,http://quote.eastmoney.com/sh600861.html,-46.45%,0.096,35.36%,3.17亿,600861,北京城乡,1.30%,24.27亿,1.04,2.50%,13.83亿,1994-05-20
29.76%,13.93亿,2.661,2.32亿,112.0亿,0.397元,36.17,http://quote.eastmoney.com/sh600862.html,-12.43%,0.167,49.95%,13.93亿,600862,中航高科,6.45%,112.0亿,3.02,13.27%,20.17亿,1994-05-20
22.07%,58.08亿,1.824,5.38亿,170.8亿,0.536元,23.81,http://quote.eastmoney.com/sh600863.html,-3.43%,0.093,66.03%,58.08亿,600863,内蒙华电,4.99%,170.8亿,1.61,8.32%,99.10亿,1994-05-20
15.30%,15.78亿,6.003,-2.41亿,125.2亿,0.765元,-,http://quote.eastmoney.com/sh600864.html,-174.84%,-0.114,68.81%,21.09亿,600864,哈投股份,-1.83%,167.2亿,1.32,-33.79%,7.79亿,1994-08-09
31.62%,3.76亿,4.689,9935万,27.01亿,2.278元,20.39,http://quote.eastmoney.com/sh600865.html,70.89%,0.264,13.01%,3.76亿,600865,百大集团,5.74%,27.01亿,1.53,18.94%,5.25亿,1994-08-09
25.37%,6.45亿,1.715,3197万,28.98亿,-0.903元,73.84,http://quote.eastmoney.com/sh600866.html,172.04%,0.046,32.97%,7.01亿,600866,星湖科技,3.44%,31.47亿,2.62,4.97%,6.43亿,1994-08-18
71.94%,19.54亿,2.396,6.88亿,286.6亿,0.557元,32.55,http://quote.eastmoney.com/sh600867.html,6.02%,0.338,11.04%,20.34亿,600867,通化东宝,14.57%,298.4亿,6.12,34.16%,20.09亿,1994-08-24
36.55%,18.98亿,1.203,1832万,82.76亿,-0.045元,338.72,http://quote.eastmoney.com/sh600868.html,-84.60%,0.010,2.65%,18.98亿,600868,梅雁吉祥,0.79%,82.76亿,3.62,13.08%,1.70亿,1994-09-12
14.89%,22.19亿,2.242,2.98亿,131.8亿,0.627元,33.19,http://quote.eastmoney.com/sh600869.html,103.99%,0.134,73.00%,22.19亿,600869,智慧能源,5.64%,131.8亿,2.65,2.64%,126.5亿,1995-02-06
10.78%,5.23亿,-0.009,-831.9万,18.94亿,-5.517元,-,http://quote.eastmoney.com/sh600870.html,-52.06%,-0.016,101.57%,5.23亿,600870,*ST厦华,0.00%,18.94亿,-422.24,-26.91%,3121万,1995-02-28
6.15%,120.4亿,0.327,4.40亿,273.4亿,-1.323元,73.46,http://quote.eastmoney.com/sh600871.html,113.31%,0.023,89.78%,189.8亿,600871,*ST油服,8.97%,430.9亿,6.94,1.18%,371.8亿,1995-04-11
39.07%,7.97亿,4.524,4.86亿,252.9亿,2.642元,31.26,http://quote.eastmoney.com/sh600872.html,36.95%,0.761,32.56%,7.97亿,600872,中炬高新,14.63%,252.9亿,7.02,17.03%,31.65亿,1995-01-24
24.58%,30.74亿,2.841,7.29亿,164.1亿,1.032元,17.07,http://quote.eastmoney.com/sh600873.html,4.89%,0.235,50.25%,31.08亿,600873,梅花生物,7.99%,166.0亿,1.88,8.00%,93.00亿,1995-02-17
40.30%,10.87亿,4.007,4.17亿,105.7亿,2.380元,24.94,http://quote.eastmoney.com/sh600874.html,1.72%,0.292,54.49%,14.27亿,600874,创业环保,7.70%,138.7亿,2.43,25.48%,17.30亿,1995-06-30
17.84%,19.97亿,8.967,9.00亿,211.7亿,3.997元,27.29,http://quote.eastmoney.com/sh600875.html,48.01%,0.291,67.01%,30.91亿,600875,东方电气,3.35%,327.6亿,1.18,4.34%,213.3亿,1995-10-10
21.65%,2.62亿,2.221,244.5万,36.23亿,-2.407元,2376.20,http://quote.eastmoney.com/sh600876.html,-93.83%,0.004,66.81%,5.60亿,600876,洛阳玻璃,0.20%,77.48亿,6.23,0.83%,10.10亿,1995-10-31
1.03%,6.87亿,-0.229,-1.61亿,33.88亿,-2.218元,-,http://quote.eastmoney.com/sh600877.html,-607.95%,-0.235,116.56%,6.87亿,600877,ST嘉陵,0.00%,33.88亿,-21.56,-52.08%,3.09亿,1995-10-13
16.65%,24.13亿,4.325,3.43亿,170.9亿,1.482元,42.16,http://quote.eastmoney.com/sh600879.html,8.72%,0.126,51.47%,27.19亿,600879,航天电子,2.96%,192.5亿,1.64,4.09%,90.82亿,1995-11-15
30.09%,10.93亿,3.342,2340万,49.95亿,1.264元,160.16,http://quote.eastmoney.com/sh600880.html,154.79%,0.021,8.45%,10.93亿,600880,博瑞传播,0.64%,49.97亿,1.37,5.73%,4.24亿,1995-11-15
29.60%,32.23亿,4.562,1.05亿,130.2亿,0.890元,93.53,http://quote.eastmoney.com/sh600881.html,-38.45%,0.032,66.50%,32.49亿,600881,亚泰集团,0.70%,131.3亿,0.89,0.61%,99.66亿,1995-11-15
25.76%,4.04亿,2.933,-475.5万,33.87亿,-2.282元,-,http://quote.eastmoney.com/sh600882.html,-49.14%,-0.012,53.75%,4.10亿,600882,广泽股份,-0.40%,34.38亿,2.86,-0.62%,7.69亿,1995-12-06
-0.19%,2.36亿,2.803,1075万,18.18亿,1.150元,126.77,http://quote.eastmoney.com/sh600883.html,-75.29%,0.046,4.96%,2.36亿,600883,博闻科技,1.61%,18.18亿,2.75,43.53%,2471万,1995-12-08
23.10%,11.23亿,9.614,10.54亿,181.8亿,3.483元,12.93,http://quote.eastmoney.com/sh600884.html,125.27%,0.939,49.11%,11.23亿,600884,杉杉股份,9.92%,181.8亿,1.68,18.66%,63.82亿,1996-01-30
38.94%,7.45亿,5.808,5.88亿,200.0亿,3.634元,25.50,http://quote.eastmoney.com/sh600885.html,0.87%,0.790,31.38%,7.45亿,600885,宏发股份,13.44%,200.0亿,4.63,15.81%,50.53亿,1996-02-05
42.76%,67.86亿,4.864,35.95亿,553.1亿,2.683元,11.54,http://quote.eastmoney.com/sh600886.html,21.76%,0.530,68.77%,67.86亿,600886,国投电力,10.64%,553.1亿,1.68,23.09%,302.9亿,1996-01-18
15.05%,8.34亿,4.204,1.49亿,42.85亿,0.762元,22.34,http://quote.eastmoney.com/sh600888.html,41.04%,0.173,66.39%,8.62亿,600888,新疆众和,4.30%,44.30亿,1.22,4.32%,34.87亿,1996-02-15
7.83%,3.07亿,3.889,-8458万,17.96亿,0.802元,-,http://quote.eastmoney.com/sh600889.html,-221.72%,-0.231,30.41%,3.66亿,600889,南京化纤,-6.54%,21.43亿,1.50,-11.52%,7.30亿,1996-03-08
-779.53%,5.79亿,0.450,-3314万,47.26亿,-0.732元,-,http://quote.eastmoney.com/sh600890.html,-29.34%,-0.057,8.14%,5.79亿,600890,中房股份,-11.95%,47.26亿,18.12,-7073.68%,46.84万,1996-03-18
5.58%,3.84亿,4.995,5553万,21.75亿,1.421元,47.21,http://quote.eastmoney.com/sh600891.html,-47.48%,0.090,42.24%,6.18亿,600891,秋林集团,1.82%,34.96亿,1.13,1.06%,52.72亿,1996-03-25
91.52%,5.40亿,3.535,774.5万,39.28亿,0.453元,394.41,http://quote.eastmoney.com/sh600892.html,-91.74%,0.014,19.63%,5.59亿,600892,大晟文化,0.39%,40.73亿,2.06,4.74%,1.40亿,1996-03-15
18.17%,19.48亿,11.61,6.50亿,504.1亿,2.019元,67.13,http://quote.eastmoney.com/sh600893.html,78.25%,0.289,45.83%,22.50亿,600893,航发动力,2.50%,582.3亿,2.23,4.85%,138.5亿,1996-04-08
13.75%,8.60亿,8.048,2.60亿,63.72亿,3.844元,18.37,http://quote.eastmoney.com/sh600894.html,-29.10%,0.303,25.72%,8.60亿,600894,广日股份,3.78%,63.72亿,0.92,6.47%,40.44亿,1996-03-28
-85.14%,5.77亿,1.967,3631万,31.16亿,-1.288元,96.93,http://quote.eastmoney.com/sh600896.html,126.11%,0.042,41.53%,8.69亿,600896,*ST海投,2.15%,46.93亿,2.74,101.17%,4016万,1996-05-03
42.79%,2.98亿,11.68,3.80亿,68.76亿,8.422元,13.58,http://quote.eastmoney.com/sh600897.html,15.69%,1.275,17.38%,2.98亿,600897,厦门空港,10.98%,68.76亿,1.98,29.85%,13.27亿,1996-05-31
4.66%,2.53亿,1.407,-1.03亿,24.32亿,-0.199元,-,http://quote.eastmoney.com/sh600898.html,-389.84%,-0.406,82.41%,2.53亿,600898,国美通讯,-25.36%,24.32亿,6.84,-8.83%,19.82亿,1996-04-18
62.64%,115.1亿,6.465,179.2亿,1895亿,2.102元,12.01,http://quote.eastmoney.com/sh600900.html,0.94%,1.029,54.09%,220.0亿,600900,长江电力,12.91%,3623亿,2.55,45.89%,390.7亿,2003-11-18
0.00%,18.20亿,3.590,9.56亿,139.3亿,0.799元,17.93,http://quote.eastmoney.com/sh600901.html,10.28%,0.320,81.74%,29.87亿,600901,江苏租赁,10.01%,228.5亿,2.13,53.79%,17.77亿,2018-03-01
19.43%,4.51亿,2.855,1.17亿,102.9亿,0.395元,119.22,http://quote.eastmoney.com/sh600903.html,13.93%,0.143,65.13%,8.13亿,600903,贵州燃气,4.98%,185.4亿,7.98,4.32%,23.85亿,2017-11-07
0.00%,27.02亿,3.459,3.58亿,193.5亿,0.585元,35.12,http://quote.eastmoney.com/sh600909.html,-40.68%,0.153,72.28%,36.21亿,600909,华安证券,2.89%,259.3亿,2.07,29.52%,12.19亿,2016-12-06
14.18%,15.56亿,2.518,2.83亿,117.5亿,0.655元,25.73,http://quote.eastmoney.com/sh600917.html,-8.26%,0.220,51.56%,15.56亿,600917,重庆燃气,7.37%,117.5亿,3.00,6.62%,44.03亿,2014-09-30
0.00%,60.08亿,8.892,102.6亿,436.8亿,3.032元,4.82,http://quote.eastmoney.com/sh600919.html,11.67%,1.132,93.74%,115.4亿,600919,江苏银行,10.74%,839.3亿,0.82,39.84%,260.7亿,2016-08-02
0.00%,20.82亿,9.198,44.12亿,180.1亿,3.486元,6.15,http://quote.eastmoney.com/sh600926.html,20.37%,1.055,93.58%,51.30亿,600926,杭州银行,10.05%,443.8亿,0.94,34.60%,127.5亿,2016-10-27
0.00%,4.44亿,4.814,18.00亿,53.11亿,1.936元,22.13,http://quote.eastmoney.com/sh600928.html,10.33%,0.405,91.74%,44.44亿,600928,西安银行,0.00%,531.1亿,2.48,41.86%,43.01亿,2019-03-01
45.74%,1.50亿,2.556,9934万,16.78亿,0.836元,77.53,http://quote.eastmoney.com/sh600929.html,6.92%,0.108,31.15%,9.18亿,600929,湖南盐业,4.60%,102.7亿,4.38,7.10%,16.52亿,2018-03-26
34.30%,2.65亿,4.357,3.66亿,26.05亿,1.141元,17.10,http://quote.eastmoney.com/sh600933.html,4.50%,0.431,20.24%,8.50亿,600933,爱柯迪,10.10%,83.51亿,2.25,19.82%,18.72亿,2017-11-17
20.74%,11.96亿,2.222,1.43亿,58.36亿,0.439元,42.81,http://quote.eastmoney.com/sh600936.html,-19.15%,0.086,54.30%,16.71亿,600936,广西广电,3.86%,81.55亿,2.20,8.48%,16.85亿,2016-08-15
4.72%,4.10亿,3.459,2.09亿,22.98亿,1.080元,36.61,http://quote.eastmoney.com/sh600939.html,-2.87%,0.115,87.19%,18.15亿,600939,重庆建工,3.10%,101.8亿,1.62,0.72%,327.0亿,2017-02-21
0.00%,56.77亿,7.407,9.04亿,701.2亿,0.949元,52.28,http://quote.eastmoney.com/sh600958.html,-65.62%,0.177,77.10%,69.94亿,600958,东方证券,1.74%,863.7亿,1.67,14.50%,65.66亿,2015-03-23
29.20%,38.85亿,4.345,5.44亿,219.1亿,0.587元,38.31,http://quote.eastmoney.com/sh600959.html,-21.75%,0.110,30.57%,49.30亿,600959,江苏有线,3.37%,278.1亿,1.30,12.56%,57.23亿,2015-04-28
15.82%,6.80亿,5.369,6841万,28.97亿,0.877元,44.39,http://quote.eastmoney.com/sh600960.html,-58.01%,0.072,39.85%,9.51亿,600960,渤海汽车,1.51%,40.49亿,0.79,2.20%,25.37亿,2004-04-07
-2.61%,5.27亿,-2.596,-15.71亿,51.53亿,-5.426元,-,http://quote.eastmoney.com/sh600961.html,-3749.50%,-2.979,97.58%,5.27亿,600961,株冶集团,-925.98%,51.53亿,-3.76,-17.53%,89.67亿,2004-08-30
22.76%,2.54亿,3.176,657.4万,25.38亿,0.016元,298.84,http://quote.eastmoney.com/sh600962.html,2397.41%,0.025,39.99%,2.62亿,600962,国投中鲁,0.79%,26.19亿,3.15,1.66%,5.90亿,2004-06-22
22.83%,10.43亿,5.826,3.41亿,48.09亿,0.424元,14.17,http://quote.eastmoney.com/sh600963.html,70.69%,0.244,47.07%,13.98亿,600963,岳阳林纸,4.26%,64.44亿,0.79,6.82%,50.02亿,2004-05-25
35.03%,8.19亿,2.400,1.44亿,88.75亿,0.932元,39.57,http://quote.eastmoney.com/sh600965.html,21.07%,0.206,22.66%,8.19亿,600965,福成股份,7.60%,88.75亿,4.52,13.10%,11.03亿,2004-07-13
20.28%,13.37亿,4.033,5.09亿,49.73亿,1.875元,7.32,http://quote.eastmoney.com/sh600966.html,-16.51%,0.381,66.63%,13.37亿,600966,博汇纸业,9.76%,49.73亿,0.92,7.95%,64.12亿,2004-06-08
10.94%,9.60亿,4.897,3.49亿,113.5亿,1.346元,42.88,http://quote.eastmoney.com/sh600967.html,9.06%,0.207,55.65%,16.90亿,600967,内蒙一机,4.38%,199.7亿,2.41,4.91%,71.61亿,2004-05-18
15.96%,3.70亿,9.349,5795万,26.38亿,1.489元,34.15,http://quote.eastmoney.com/sh600969.html,-19.76%,0.157,69.56%,3.70亿,600969,郴电国际,1.66%,26.38亿,0.76,5.48%,20.66亿,2004-04-08
18.40%,17.37亿,4.756,10.11亿,119.2亿,2.951元,8.85,http://quote.eastmoney.com/sh600970.html,40.86%,0.581,72.05%,17.40亿,600970,中材国际,12.79%,119.3亿,1.44,7.15%,141.7亿,2005-04-12
39.93%,10.00亿,7.343,6.89亿,71.90亿,3.082元,7.83,http://quote.eastmoney.com/sh600971.html,-27.63%,0.689,49.25%,10.00亿,600971,恒源煤电,9.26%,71.90亿,0.98,14.79%,46.63亿,2004-08-17
5.90%,12.22亿,3.036,1.15亿,58.66亿,0.899元,38.34,http://quote.eastmoney.com/sh600973.html,14.26%,0.094,74.93%,12.22亿,600973,宝胜股份,3.11%,58.66亿,1.58,0.49%,240.6亿,2004-08-02
1.79%,6.53亿,1.677,-4345万,64.61亿,0.179元,-,http://quote.eastmoney.com/sh600975.html,-182.61%,-0.067,29.03%,6.53亿,600975,新五丰,-3.82%,64.61亿,5.90,-3.51%,12.15亿,2004-06-09
38.67%,1.53亿,7.376,7287万,26.64亿,3.455元,27.44,http://quote.eastmoney.com/sh600976.html,0.49%,0.475,31.95%,1.53亿,600976,健民集团,6.56%,26.66亿,2.36,4.56%,15.92亿,2004-04-19
22.67%,5.65亿,5.889,12.98亿,92.66亿,2.386元,17.69,http://quote.eastmoney.com/sh600977.html,83.37%,0.695,33.38%,18.67亿,600977,中国电影,11.97%,306.2亿,2.79,20.45%,69.22亿,2016-08-09
33.86%,14.83亿,5.740,5.29亿,73.11亿,2.724元,10.36,http://quote.eastmoney.com/sh600978.html,-24.73%,0.357,50.55%,14.83亿,600978,宜华木业,6.37%,73.11亿,0.86,9.41%,56.08亿,2004-08-24
32.35%,7.18亿,3.863,2.03亿,35.54亿,0.828元,17.35,http://quote.eastmoney.com/sh600979.html,-1.33%,0.214,52.05%,9.48亿,600979,广安爱众,5.40%,46.92亿,1.28,13.61%,15.05亿,2004-09-06
28.62%,1.52亿,3.876,3080万,18.92亿,0.749元,46.98,http://quote.eastmoney.com/sh600980.html,-0.35%,0.198,24.79%,1.55亿,600980,北矿科技,5.36%,19.29亿,3.21,8.74%,3.53亿,2004-05-12
4.65%,7.31亿,2.738,9.79亿,37.05亿,0.978元,8.71,http://quote.eastmoney.com/sh600981.html,176.47%,0.437,75.37%,22.42亿,600981,汇鸿集团,12.67%,113.7亿,1.85,3.61%,283.8亿,2004-06-30
23.23%,5.33亿,5.472,3.54亿,34.85亿,2.515元,10.61,http://quote.eastmoney.com/sh600983.html,725.90%,0.462,47.71%,7.66亿,600983,惠而浦,8.76%,50.13亿,1.20,7.64%,46.40亿,2004-07-27
31.79%,7.86亿,4.026,1.16亿,50.47亿,-0.142元,34.22,http://quote.eastmoney.com/sh600984.html,30.63%,0.141,55.59%,8.28亿,600984,建设机械,3.56%,53.14亿,1.59,7.49%,15.56亿,2004-07-07
17.62%,2.63亿,7.196,24.63亿,31.07亿,2.829元,7.82,http://quote.eastmoney.com/sh600985.html,6.93%,1.134,67.05%,21.72亿,600985,淮北矿业,17.67%,256.8亿,1.64,6.43%,448.3亿,2004-04-28
9.59%,12.72亿,4.772,4.48亿,82.54亿,1.149元,14.40,http://quote.eastmoney.com/sh600986.html,39.86%,0.338,42.79%,13.26亿,600986,科达股份,6.99%,86.03亿,1.36,4.36%,105.6亿,2004-04-26
28.35%,6.35亿,6.515,4.20亿,57.18亿,3.713元,11.98,http://quote.eastmoney.com/sh600987.html,11.61%,0.564,18.93%,7.45亿,600987,航民股份,11.43%,67.09亿,1.38,16.72%,29.51亿,2004-08-09
17.83%,14.26亿,1.970,8471万,64.76亿,0.815元,57.34,http://quote.eastmoney.com/sh600988.html,-44.57%,0.059,42.10%,14.26亿,600988,赤峰黄金,3.05%,64.76亿,2.30,6.24%,15.32亿,2004-04-14
11.44%,1.37亿,13.37,-471.8万,63.18亿,5.710元,-,http://quote.eastmoney.com/sh600990.html,-106.67%,-0.030,66.60%,1.59亿,600990,四创电子,-0.22%,73.57亿,3.46,-0.05%,20.55亿,2004-05-10
12.26%,2.45亿,5.646,1703万,21.35亿,0.952元,93.99,http://quote.eastmoney.com/sh600992.html,23.65%,0.070,41.08%,2.45亿,600992,贵绳股份,1.24%,21.35亿,1.54,1.10%,15.42亿,2004-05-14
44.31%,4.30亿,5.141,1.21亿,65.52亿,3.143元,40.80,http://quote.eastmoney.com/sh600993.html,-48.79%,0.280,19.30%,4.31亿,600993,马应龙,5.36%,65.65亿,2.96,7.12%,15.92亿,2004-05-17
36.22%,4.79亿,4.143,3.29亿,40.05亿,2.450元,9.14,http://quote.eastmoney.com/sh600995.html,47.74%,0.687,27.83%,4.79亿,600995,文山电力,17.84%,40.05亿,2.02,21.39%,15.36亿,2004-06-15
35.58%,2.98亿,4.206,2.52亿,32.39亿,1.429元,26.54,http://quote.eastmoney.com/sh600996.html,-26.89%,0.307,62.68%,10.43亿,600996,贵广网络,5.87%,113.3亿,2.58,12.57%,20.15亿,2016-12-26
15.57%,12.35亿,6.426,9.91亿,81.36亿,2.987元,7.92,http://quote.eastmoney.com/sh600997.html,202.71%,0.624,47.18%,15.88亿,600997,开滦股份,10.17%,104.6亿,1.03,7.51%,154.5亿,2004-06-02
8.15%,16.60亿,7.855,7.71亿,268.6亿,2.579元,29.54,http://quote.eastmoney.com/sh600998.html,-19.22%,0.411,67.77%,18.78亿,600998,九州通,4.14%,303.8亿,2.06,1.22%,637.5亿,2010-11-02
0.00%,49.04亿,9.678,30.72亿,868.4亿,2.549元,28.97,http://quote.eastmoney.com/sh600999.html,-26.36%,0.459,72.58%,66.99亿,600999,招商证券,3.80%,1186亿,1.83,39.39%,77.92亿,2009-11-17
20.06%,55.74亿,2.576,11.08亿,172.8亿,0.822元,12.43,http://quote.eastmoney.com/sh601000.html,6.61%,0.187,27.03%,59.26亿,601000,唐山港,7.45%,183.7亿,1.20,14.82%,71.77亿,2010-07-05
56.33%,16.74亿,3.297,6.58亿,81.34亿,0.965元,9.27,http://quote.eastmoney.com/sh601001.html,0.35%,0.393,60.63%,16.74亿,601001,大同煤业,11.12%,81.34亿,1.47,14.07%,78.87亿,2006-06-23
19.34%,7.93亿,3.170,1.20亿,56.28亿,0.549元,35.31,http://quote.eastmoney.com/sh601002.html,-11.08%,0.151,44.29%,7.93亿,601002,晋亿实业,4.67%,56.28亿,2.24,5.23%,24.48亿,2007-01-26
14.04%,25.63亿,3.581,32.54亿,198.1亿,2.015元,4.57,http://quote.eastmoney.com/sh601003.html,159.27%,1.270,63.00%,25.63亿,601003,柳钢股份,41.56%,198.1亿,2.16,9.45%,344.5亿,2007-02-27
17.10%,83.80亿,2.043,14.80亿,191.1亿,-1.189元,10.30,http://quote.eastmoney.com/sh601005.html,267.79%,0.166,31.33%,89.19亿,601005,重庆钢铁,8.45%,203.3亿,1.12,8.49%,174.4亿,2007-02-28
24.79%,148.7亿,7.036,121.3亿,1262亿,3.595元,7.80,http://quote.eastmoney.com/sh601006.html,7.98%,0.816,20.17%,148.7亿,601006,大秦铁路,11.79%,1262亿,1.21,21.31%,568.6亿,2006-08-01
62.70%,3.00亿,4.849,5995万,28.83亿,2.174元,36.07,http://quote.eastmoney.com/sh601007.html,-17.66%,0.200,27.72%,3.00亿,601007,金陵饭店,4.07%,28.83亿,1.98,10.97%,7.87亿,2007-04-06
23.04%,10.15亿,3.158,822.6万,40.41亿,0.433元,368.41,http://quote.eastmoney.com/sh601008.html,57.16%,0.008,54.44%,10.15亿,601008,连云港,0.26%,40.41亿,1.26,0.33%,9.09亿,2007-04-26
0.00%,84.82亿,8.013,85.74亿,664.2亿,3.175元,4.50,http://quote.eastmoney.com/sh601009.html,15.35%,1.305,93.79%,84.82亿,601009,南京银行,13.65%,664.2亿,0.98,42.90%,201.9亿,2007-07-19
19.89%,18.48亿,2.415,1.96亿,81.13亿,0.748元,31.00,http://quote.eastmoney.com/sh601010.html,-8.70%,0.106,29.01%,18.48亿,601010,文峰股份,4.44%,81.13亿,1.82,4.09%,48.02亿,2011-06-03
26.86%,15.99亿,3.697,2.76亿,104.9亿,0.680元,28.69,http://quote.eastmoney.com/sh601011.html,87.96%,0.172,36.48%,16.11亿,601011,宝泰隆,4.74%,105.7亿,1.77,10.50%,26.04亿,2011-03-09
22.21%,27.82亿,5.342,16.91亿,774.4亿,2.590元,34.46,http://quote.eastmoney.com/sh601012.html,-24.53%,0.606,59.07%,27.91亿,601012,隆基股份,11.36%,777.0亿,5.21,11.50%,146.7亿,2012-04-11
11.43%,11.22亿,4.450,2.03亿,68.00亿,1.021元,28.03,http://quote.eastmoney.com/sh601015.html,20.77%,0.162,48.02%,12.54亿,601015,陕西黑猫,3.70%,75.97亿,1.36,3.65%,73.25亿,2014-11-05
54.97%,41.56亿,1.676,4.64亿,142.1亿,0.360元,20.69,http://quote.eastmoney.com/sh601016.html,63.19%,0.124,64.21%,41.56亿,601016,节能风电,6.80%,142.1亿,2.04,29.80%,17.97亿,2014-09-29
35.21%,4.27亿,4.478,11.21亿,37.65亿,2.324元,12.31,http://quote.eastmoney.com/sh601019.html,16.26%,0.537,34.07%,20.87亿,601019,山东出版,12.08%,184.1亿,1.97,17.10%,65.33亿,2017-11-22
41.90%,2.84亿,3.723,1.88亿,31.57亿,1.762元,23.28,http://quote.eastmoney.com/sh601020.html,-8.83%,0.358,32.09%,5.26亿,601020,华钰矿业,9.90%,58.43亿,2.98,21.23%,8.66亿,2016-03-16
15.77%,9.16亿,14.45,14.12亿,321.4亿,7.508元,17.08,http://quote.eastmoney.com/sh601021.html,18.89%,1.540,49.26%,9.17亿,601021,春秋航空,11.98%,321.6亿,2.43,13.87%,101.8亿,2015-01-21
6.56%,7.83亿,2.697,8683万,44.24亿,0.384元,38.21,http://quote.eastmoney.com/sh601028.html,18.46%,0.111,17.27%,7.83亿,601028,玉龙股份,4.20%,44.24亿,2.09,6.54%,11.98亿,2011-11-07
8.79%,5.94亿,4.933,-3.97亿,32.78亿,1.351元,-,http://quote.eastmoney.com/sh601038.html,-640.78%,-0.403,60.70%,9.86亿,601038,一拖股份,-7.85%,54.42亿,1.12,-8.57%,48.34亿,2012-08-08
19.11%,21.59亿,2.388,5.17亿,62.83亿,0.627元,11.40,http://quote.eastmoney.com/sh601058.html,185.29%,0.191,58.55%,27.01亿,601058,赛轮轮胎,8.32%,78.61亿,1.22,5.12%,102.8亿,2011-06-30
0.00%,4.00亿,6.222,21.85亿,103.6亿,2.070元,48.11,http://quote.eastmoney.com/sh601066.html,-27.95%,0.404,75.66%,76.46亿,601066,中信建投,5.36%,1980亿,4.16,28.14%,78.11亿,2018-06-20
8.56%,2.96亿,2.857,2.51亿,23.41亿,1.438元,69.92,http://quote.eastmoney.com/sh601068.html,0.94%,0.085,72.37%,29.59亿,601068,中铝国际,0.84%,234.1亿,2.77,1.86%,210.4亿,2018-08-31
24.40%,6.36亿,2.580,-3320万,96.10亿,0.652元,-,http://quote.eastmoney.com/sh601069.html,31.72%,-0.052,34.25%,6.36亿,601069,西部黄金,-2.00%,96.10亿,5.86,-6.31%,5.26亿,2015-01-22
16.72%,1.66亿,2.636,1.06亿,10.49亿,0.697元,29.87,http://quote.eastmoney.com/sh601086.html,13.74%,0.159,33.56%,6.66亿,601086,国芳集团,5.89%,42.09亿,2.40,4.89%,21.61亿,2017-09-29
