毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
16.44%,6.29亿,5.439,4.41亿,61.01亿,2.890元,9.41,http://quote.eastmoney.com/sz000065.html,26.78%,0.773,62.02%,7.70亿,sz000065,北方国际,11.47%,74.64亿,1.78,7.07%,65.21亿,1998-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.32%,24.91亿,2.057,2.08亿,209.2亿,0.634元,88.93,http://quote.eastmoney.com/sz000066.html,-30.47%,0.071,53.61%,29.36亿,sz000066,中国长城,3.26%,246.6亿,4.08,3.79%,62.71亿,1997-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.95%,10.07亿,0.603,-4847万,66.14亿,-1.739元,-,http://quote.eastmoney.com/sz000068.html,-489.78%,-0.048,69.05%,10.07亿,sz000068,华控赛格,-7.67%,66.14亿,10.89,-36.28%,1.36亿,1997-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.88%,69.98亿,6.5760000000000005,50.90亿,482.8亿,4.562元,8.34,http://quote.eastmoney.com/sz000069.html,7.60%,0.62,74.36%,82.04亿,sz000069,华侨城A,9.54%,566.1亿,1.05,21.92%,245.5亿,1997-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.93%,6.00亿,3.387,1.64亿,92.63亿,1.123元,44.17,http://quote.eastmoney.com/sz000070.html,-4.40%,0.262,64.12%,6.27亿,sz000070,特发信息,8.00%,96.75亿,4.56,4.67%,40.27亿,2000-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.62%,18.57亿,2.262,4.32亿,87.08亿,0.363元,22.50,http://quote.eastmoney.com/sz000078.html,5.08%,0.156,79.95%,27.63亿,sz000078,海王生物,7.54%,129.6亿,2.07,2.21%,278.2亿,1998-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.04%,19.42亿,3.469,2.98亿,125.1亿,1.532元,19.66,http://quote.eastmoney.com/sz000088.html,5.13%,0.24600000000000002,24.75%,19.42亿,sz000088,盐田港,4.66%,125.1亿,1.86,111.18%,2.93亿,1997-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.52%,20.51亿,5.63,5.76亿,193.2亿,2.876元,25.15,http://quote.eastmoney.com/sz000089.html,14.56%,0.281,14.86%,20.51亿,sz000089,深圳机场,5.06%,193.2亿,1.67,22.04%,26.63亿,1998-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.82%,14.37亿,4.379,1.75亿,85.95亿,1.397元,36.94,http://quote.eastmoney.com/sz000090.html,-67.91%,0.121,78.58%,14.37亿,sz000090,天健集团,2.65%,85.95亿,1.37,3.69%,46.43亿,1999-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.40%,5.11亿,4.694,9611万,57.83亿,2.310元,41.07,http://quote.eastmoney.com/sz000096.html,-19.95%,0.207,6.30%,5.28亿,sz000096,广聚能源,3.97%,59.77亿,2.41,7.96%,12.48亿,2000-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.35%,6.06亿,4.993,8801万,47.27亿,1.923元,40.29,http://quote.eastmoney.com/sz000099.html,4.79%,0.145,42.37%,6.06亿,sz000099,中信海直,2.95%,47.27亿,1.56,9.79%,9.89亿,2000-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.79%,127.9亿,2.206,24.90亿,498.7亿,0.717元,15.92,http://quote.eastmoney.com/sz000100.html,30.62%,0.184,68.52%,135.5亿,sz000100,TCL集团,8.65%,528.4亿,1.77,3.50%,822.4亿,2004-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.32%,5.76亿,3.89,2.06亿,74.78亿,1.824元,29.69,http://quote.eastmoney.com/sz000150.html,35.44%,0.32799999999999996,69.96%,6.27亿,sz000150,宜华健康,8.71%,81.44亿,3.34,14.00%,16.74亿,2000-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.72%,2.67亿,3.319,6600万,35.16亿,0.332元,44.36,http://quote.eastmoney.com/sz000151.html,0.48%,0.223,59.37%,2.96亿,sz000151,中成股份,6.69%,39.04亿,3.97,7.54%,8.76亿,2000-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.24%,3.12亿,4.0760000000000005,5644万,21.09亿,1.181元,28.04,http://quote.eastmoney.com/sz000153.html,-6.48%,0.18100000000000002,57.03%,3.12亿,sz000153,丰原药业,4.50%,21.10亿,1.66,2.53%,22.31亿,2000-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.79%,9.37亿,2.334,-1549万,43.67亿,-1.408元,-,http://quote.eastmoney.com/sz000155.html,-109.01%,-0.012,47.94%,12.70亿,sz000155,川能动力,-0.51%,59.18亿,2.00,1.74%,29.01亿,2000-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.23%,12.80亿,7.345,4.83亿,139.8亿,1.749元,24.32,http://quote.eastmoney.com/sz000156.html,2.18%,0.337,27.73%,14.33亿,sz000156,华数传媒,4.60%,156.5亿,1.49,20.12%,23.99亿,2000-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.37%,62.92亿,4.806,13.03亿,269.9亿,1.896元,19.28,http://quote.eastmoney.com/sz000157.html,1.60%,0.16699999999999998,56.15%,78.09亿,sz000157,中联重科,3.41%,335.0亿,0.89,6.12%,210.4亿,2000-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.94%,16.24亿,3.609,3972万,115.5亿,0.714元,221.90,http://quote.eastmoney.com/sz000158.html,-39.28%,0.024,52.90%,16.53亿,sz000158,常山北明,0.66%,117.5亿,1.97,0.68%,55.52亿,2000-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.99%,4.81亿,4.409,2683万,25.38亿,2.390元,70.94,http://quote.eastmoney.com/sz000159.html,150.42%,0.055999999999999994,22.41%,4.81亿,sz000159,国际实业,1.28%,25.38亿,1.20,4.80%,4.81亿,2000-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.66%,12.18亿,3.1689999999999996,6.50亿,72.24亿,0.563元,27.56,http://quote.eastmoney.com/sz000301.html,-38.06%,0.161,43.68%,40.29亿,sz000301,东方盛虹,8.63%,238.9亿,1.87,4.85%,134.0亿,2000-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.26%,64.43亿,12.58,179.0亿,3001亿,8.746元,12.86,http://quote.eastmoney.com/sz000333.html,19.35%,2.717,64.16%,65.89亿,sz000333,美的集团,22.65%,3069亿,3.70,9.28%,2058亿,2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.64%,42.44亿,4.53,60.01亿,443.1亿,3.655元,10.35,http://quote.eastmoney.com/sz000338.html,30.37%,0.7559999999999999,69.92%,79.34亿,sz000338,潍柴动力,16.47%,828.3亿,2.30,6.81%,1182亿,2007-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.78%,10.08亿,7.647,1.55亿,118.6亿,5.306元,57.23,http://quote.eastmoney.com/sz000400.html,-48.42%,0.154,43.30%,10.08亿,sz000400,许继电气,2.03%,118.6亿,1.54,4.77%,41.60亿,1997-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.87%,13.47亿,8.443,14.15亿,210.7亿,3.178元,11.17,http://quote.eastmoney.com/sz000401.html,111.70%,1.05,63.84%,13.48亿,sz000401,冀东水泥,13.03%,210.8亿,1.85,10.21%,221.2亿,1996-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.30%,29.88亿,9.948,10.41亿,236.9亿,5.927元,17.08,http://quote.eastmoney.com/sz000402.html,-27.91%,0.348,76.18%,29.89亿,sz000402,金融街,3.53%,237.0亿,0.80,14.07%,86.90亿,1996-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.41%,2.71亿,2.3409999999999997,8039万,74.09亿,0.700元,69.43,http://quote.eastmoney.com/sz000403.html,91.56%,0.295,52.51%,2.73亿,sz000403,振兴生化,13.50%,74.41亿,11.66,12.29%,6.34亿,1996-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.55%,6.93亿,4.506,6268万,34.30亿,1.228元,41.22,http://quote.eastmoney.com/sz000404.html,-47.75%,0.09,58.02%,6.96亿,sz000404,长虹华意,1.97%,34.45亿,1.10,2.14%,67.58亿,1996-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.84%,7.46亿,2.574,9036万,34.37亿,0.273元,33.68,http://quote.eastmoney.com/sz000407.html,12.31%,0.10300000000000001,56.23%,8.80亿,sz000407,胜利股份,4.07%,40.57亿,1.79,4.50%,31.50亿,1996-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.71%,4.47亿,3.665,7.53亿,57.70亿,1.901元,25.65,http://quote.eastmoney.com/sz000408.html,11.57%,0.37799999999999995,12.19%,19.94亿,sz000408,藏格控股,10.85%,257.6亿,3.53,41.06%,18.35亿,1996-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.89%,4.06亿,1.9380000000000002,5146万,20.28亿,-0.341元,37.23,http://quote.eastmoney.com/sz000409.html,140.40%,0.10099999999999999,52.37%,5.11亿,sz000409,*ST地矿,6.05%,25.55亿,2.58,14.06%,9.68亿,1996-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.60%,7.40亿,0.902,-1.75亿,60.26亿,-2.024元,-,http://quote.eastmoney.com/sz000410.html,77.58%,-0.22899999999999998,96.07%,7.65亿,sz000410,沈阳机床,-22.56%,62.31亿,9.02,-5.04%,42.05亿,1996-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.51%,2.07亿,4.4110000000000005,7485万,28.17亿,3.134元,28.25,http://quote.eastmoney.com/sz000411.html,23.97%,0.361,78.20%,2.07亿,sz000411,英特集团,8.51%,28.19亿,3.08,1.15%,152.7亿,1996-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.75%,48.64亿,5.528,13.15亿,325.4亿,0.685元,21.86,http://quote.eastmoney.com/sz000413.html,24.60%,0.23,51.78%,57.30亿,sz000413,东旭光电,4.19%,383.4亿,1.21,7.85%,172.6亿,1996-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.96%,35.48亿,5.7410000000000005,24.36亿,166.4亿,1.592元,8.93,http://quote.eastmoney.com/sz000415.html,30.05%,0.39399999999999996,86.59%,61.85亿,sz000415,渤海租赁,7.26%,290.1亿,0.82,8.72%,293.7亿,1996-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.83%,5.32亿,1.629,1573万,28.23亿,0.490元,134.63,http://quote.eastmoney.com/sz000416.html,-41.42%,0.03,2.42%,5.32亿,sz000416,民生控股,1.79%,28.24亿,3.26,238.47%,749.7万,1996-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.63%,7.79亿,4.765,1.72亿,40.74亿,2.361元,17.83,http://quote.eastmoney.com/sz000417.html,-32.14%,0.22,57.05%,7.80亿,sz000417,合肥百货,4.62%,40.79亿,1.10,2.70%,78.83亿,1996-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.19%,4.39亿,12.31,13.47亿,238.9亿,8.701元,19.15,http://quote.eastmoney.com/sz000418.html,17.85%,2.13,53.43%,6.32亿,sz000418,小天鹅A,18.15%,343.9亿,4.42,8.63%,174.2亿,1997-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.35%,5.43亿,5.507999999999999,1.10亿,27.98亿,1.865元,19.05,http://quote.eastmoney.com/sz000419.html,16.63%,0.203,36.86%,5.44亿,sz000419,通程控股,5.10%,27.99亿,0.93,4.82%,27.72亿,1996-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.97%,16.63亿,1.479,1.28亿,43.07亿,-0.323元,29.91,http://quote.eastmoney.com/sz000420.html,54.44%,0.065,60.71%,19.71亿,sz000420,吉林化纤,4.49%,51.04亿,1.75,6.86%,19.45亿,1996-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.58%,5.73亿,4.419,1.19亿,30.01亿,2.453元,18.91,http://quote.eastmoney.com/sz000421.html,31.65%,0.20800000000000002,68.11%,5.73亿,sz000421,南京公用,4.75%,30.01亿,1.19,7.02%,24.27亿,1996-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.16%,8.98亿,0.198,3.35亿,34.30亿,-3.532元,7.69,http://quote.eastmoney.com/sz000422.html,127.19%,0.373,91.12%,8.98亿,sz000422,*ST宜化,36.11%,34.30亿,19.31,3.90%,101.6亿,1996-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.35%,6.54亿,16.01,12.25亿,299.5亿,13.171元,18.34,http://quote.eastmoney.com/sz000423.html,-1.73%,1.8730000000000002,14.16%,6.54亿,sz000423,东阿阿胶,12.06%,299.5亿,2.86,27.95%,43.84亿,1996-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.92%,69.94亿,3.187,15.08亿,290.2亿,1.433元,16.17,http://quote.eastmoney.com/sz000425.html,93.85%,0.193,52.51%,78.34亿,sz000425,徐工机械,6.38%,325.1亿,1.30,4.44%,340.8亿,1996-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.25%,13.30亿,3.111,5.67亿,90.74亿,0.869元,16.85,http://quote.eastmoney.com/sz000426.html,41.39%,0.304,40.00%,18.69亿,sz000426,兴业矿业,9.95%,127.4亿,2.19,31.78%,17.85亿,1996-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.72%,10.19亿,2.753,-2.06亿,32.40亿,0.262元,-,http://quote.eastmoney.com/sz000428.html,-38.64%,-0.20199999999999999,61.79%,10.19亿,sz000428,华天酒店,-7.61%,32.40亿,1.16,-40.26%,7.05亿,1996-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.76%,4.69亿,4.585,12.20亿,40.46亿,1.776元,8.07,http://quote.eastmoney.com/sz000429.html,-4.49%,0.802,40.03%,20.91亿,sz000429,粤高速A,13.50%,180.4亿,1.88,58.98%,23.87亿,1998-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.36%,3.32亿,3.9760000000000004,5477万,20.20亿,0.750元,33.76,http://quote.eastmoney.com/sz000430.html,-22.46%,0.135,34.88%,4.05亿,sz000430,张家界,3.47%,24.65亿,1.53,14.85%,3.66亿,1996-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.89%,16.58亿,6.04,24.81亿,113.4亿,3.154元,6.01,http://quote.eastmoney.com/sz000488.html,-8.50%,0.8540000000000001,74.76%,29.05亿,sz000488,晨鸣纸业,8.76%,198.7亿,1.13,10.71%,234.9亿,2000-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.20%,4.41亿,4.4319999999999995,3.51亿,25.87亿,2.495元,7.38,http://quote.eastmoney.com/sz000498.html,-14.63%,0.597,77.13%,11.20亿,sz000498,山东路桥,8.38%,65.75亿,1.32,3.43%,103.7亿,1997-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.90%,6.77亿,10.37,7.83亿,77.43亿,6.129元,8.42,http://quote.eastmoney.com/sz000501.html,-10.58%,1.018,62.29%,7.69亿,sz000501,鄂武商A,10.30%,87.90亿,1.10,6.05%,129.3亿,1992-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.41%,1.83亿,0.9129999999999999,4199万,14.91亿,-0.248元,26.84,http://quote.eastmoney.com/sz000502.html,172.28%,0.22699999999999998,52.64%,1.85亿,sz000502,绿景控股,27.99%,15.03亿,8.90,314.42%,1313万,1992-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-112.44%,8.99亿,1.453,-1.13亿,183.2亿,0.558元,-,http://quote.eastmoney.com/sz000503.html,26.66%,-0.126,2.60%,8.99亿,sz000503,国新健康,-8.58%,183.2亿,14.03,-248.49%,4662万,1992-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
