毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间,净利润_2007-12-31,净利润_2008-12-31,净利润_2009-09-30,净利润_2009-12-31,净利润_2010-06-30,净利润_2010-09-30,净利润_2010-12-31,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-09-30,净利润_2013-12-31,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2007-12-31,净利润同比增长_2008-12-31,净利润同比增长_2009-09-30,净利润同比增长_2009-12-31,净利润同比增长_2010-06-30,净利润同比增长_2010-09-30,净利润同比增长_2010-12-31,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-09-30,净利润同比增长_2013-12-31,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2007-12-31,营收_2008-12-31,营收_2009-09-30,营收_2009-12-31,营收_2010-06-30,营收_2010-09-30,营收_2010-12-31,营收_2011-12-31,营收_2012-12-31,营收_2013-09-30,营收_2013-12-31,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2007-12-31,营收增长同比_2008-12-31,营收增长同比_2009-09-30,营收增长同比_2009-12-31,营收增长同比_2010-06-30,营收增长同比_2010-09-30,营收增长同比_2010-12-31,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-09-30,营收增长同比_2013-12-31,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
48.40%,4000万,4.352,7560万,8.79亿,1.357元,35.48,http://quote.eastmoney.com/sh603283.html,-9.29%,0.465,45.76%,1.63亿,sh603283,赛腾股份,11.31%,35.76亿,5.05,11.72%,6.45亿,2017-12-25,,,,,,,,,,,,,,,,--,,,,--,-1539万,4916万,4957万,1233万,2005万,3365万,2190万,,,,,,,,,,,,,,,,,--,,,,--,--,--,--,--,--,-31.56,-55.82,,,,,,,,,,,,,,,,,--,,,,--,3830万,1.83亿,2.47亿,2.15亿,2.05亿,2.38亿,2.02亿,,,,,,,,,,,,,,,,,--,,,,--,--,--,--,--,436.30,29.85,-18.25,
29.68%,4575万,4.859,1528万,7.74亿,1.423元,73.13,http://quote.eastmoney.com/sh603286.html,-24.35%,0.17300000000000001,25.24%,8808万,sh603286,日盈电子,3.55%,14.89亿,3.48,6.23%,2.45亿,2017-06-27,,,,,,,,,,,,,,,,,,,554万,1150万,716万,967万,335万,1355万,726万,550万,354万,,,,,,,,,,,,,,,,,,,,--,--,12.69,12.27,-39.51,17.82,1.32,-43.18,5.55,,,,,,,,,,,,,,,,,,,,5618万,9695万,6560万,7653万,7173万,1.04亿,7039万,8969万,8503万,,,,,,,,,,,,,,,,,,,,--,--,26.12,8.77,27.67,7.03,7.30,17.19,18.54,
46.47%,27.00亿,4.667,31.31亿,2026亿,2.687元,48.52,http://quote.eastmoney.com/sh603288.html,23.33%,1.16,23.96%,27.00亿,sh603288,海天味业,24.94%,2026亿,16.07,24.64%,127.1亿,2014-02-11,,,,,,,,,,,,,,,,,,,5.54亿,8.04亿,9.77亿,8.46亿,7.16亿,9.93亿,12.0亿,10.5亿,8.83亿,,,,,,,,,,,,,,,,,,,,9.40,20.23,20.65,25.15,29.30,23.50,23.11,23.52,23.40,,,,,,,,,,,,,,,,,,,,27.9亿,35.0亿,40.1亿,34.3亿,34.1亿,37.4亿,46.9亿,40.3亿,39.9亿,,,,,,,,,,,,,,,,,,,,12.72,10.28,17.11,24.88,22.09,6.87,17.04,17.48,17.12,
28.78%,1.36亿,3.52,7042万,16.05亿,1.191元,33.55,http://quote.eastmoney.com/sh603289.html,11.46%,0.264,28.78%,2.67亿,sh603289,泰瑞机器,7.74%,31.50亿,3.36,12.53%,5.62亿,2017-10-31,,,,,,,,,,,,,,,,,,,--,3010万,1687万,2242万,2389万,2034万,2034万,2328万,2680万,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,-32.42,20.58,3.85,12.16,,,,,,,,,,,,,,,,,,,,--,1.58亿,1.40亿,1.86亿,1.84亿,1.94亿,1.78亿,2.24亿,1.59亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,22.82,27.75,20.74,-13.59,
38.83%,2100万,11.91,9309万,11.03亿,3.857元,35.53,http://quote.eastmoney.com/sh603297.html,14.78%,1.1079999999999999,13.31%,8400万,sh603297,永新光学,19.55%,44.10亿,4.41,22.08%,4.22亿,2018-09-10,,,,,,,,,,,,--,,,,--,,,,--,,,3286万,2560万,,--,4189万,,,,,,,,,,,,,--,,,,--,,,,--,,,--,--,,--,27.48,,,,,,,,,,,,,--,,,,--,,,,--,,,1.37亿,1.32亿,,--,1.60亿,,,,,,,,,,,,,--,,,,--,,,,--,,,--,--,,--,16.38,
20.45%,1.71亿,6.035,4.30亿,24.26亿,3.028元,15.35,http://quote.eastmoney.com/sh603298.html,15.56%,0.695,30.14%,6.19亿,sh603298,杭叉集团,11.80%,88.00亿,2.36,7.31%,64.61亿,2016-12-27,,,,,,,,,,,,,,,,,,,8427万,8979万,1.18亿,1.63亿,9078万,1.02亿,1.20亿,1.96亿,1.14亿,,,,,,,,,,,,,,,,,,,,--,--,10.19,34.43,7.72,14.15,1.61,19.86,25.99,,,,,,,,,,,,,,,,,,,,12.6亿,14.5亿,16.0亿,19.1亿,16.6亿,18.4亿,18.5亿,24.9亿,21.2亿,,,,,,,,,,,,,,,,,,,,--,--,23.84,39.66,31.44,26.65,15.84,30.52,27.54,
26.82%,5.59亿,5.667000000000001,1.17亿,38.27亿,0.866元,34.07,http://quote.eastmoney.com/sh603299.html,-2.84%,0.151,52.87%,7.76亿,sh603299,苏盐井神,5.40%,53.06亿,1.21,5.78%,20.38亿,2015-12-31,,,,,,,,,,,,,,,,,,,-207万,1798万,2865万,4798万,4361万,5790万,3096万,6210万,2375万,,,,,,,,,,,,,,,,,,,,-138.99,-1.55,354.97,6332.06,--,221.99,8.08,29.44,-45.53,,,,,,,,,,,,,,,,,,,,4.41亿,6.97亿,5.95亿,6.75亿,6.45亿,6.85亿,6.53亿,7.21亿,6.64亿,,,,,,,,,,,,,,,,,,,,-3.74,30.22,14.35,36.94,46.07,-1.70,9.80,6.75,2.94,
68.72%,4.55亿,3.272,8001万,27.59亿,0.899元,27.61,http://quote.eastmoney.com/sh603300.html,112.22%,0.165,33.60%,4.85亿,sh603300,华铁科技,5.47%,29.46亿,1.86,23.57%,6.61亿,2015-05-29,,,,,,,,,,,,,,,,,,,1249万,1930万,2288万,551万,931万,-552万,1609万,2381万,4011万,,,,,,,,,,,,,,,,,,,,-32.72,36.11,33.21,4.01,-25.45,-128.63,-29.69,332.06,330.71,,,,,,,,,,,,,,,,,,,,1.46亿,1.55亿,1.49亿,1.72亿,1.83亿,1.90亿,1.73亿,2.05亿,2.83亿,,,,,,,,,,,,,,,,,,,,87.03,60.64,103.01,64.67,25.02,22.44,16.16,18.98,55.04,
30.17%,2500万,10.79,8526万,8.83亿,2.670元,31.08,http://quote.eastmoney.com/sh603301.html,18.58%,0.853,42.62%,10000万,sh603301,振德医疗,10.11%,35.33亿,3.28,8.30%,10.28亿,2018-04-12,,,,,,,,,,,,,,,,--,,,,--,2203万,2427万,2560万,4987万,1971万,3240万,3315万,,,,,,,,,,,,,,,,,--,,,,--,--,--,--,--,-10.54,33.47,29.51,,,,,,,,,,,,,,,,,--,,,,--,2.93亿,3.18亿,3.36亿,3.59亿,2.80亿,3.85亿,3.63亿,,,,,,,,,,,,,,,,,--,,,,--,--,--,--,--,-4.34,20.97,8.06,
36.90%,0.000,2.21,1.26亿,-,1.015元,16.66,http://quote.eastmoney.com/sh603302.html,51.40%,0.35100000000000003,27.88%,3.60亿,sh603302,鑫广绿环,16.10%,28.07亿,3.52,23.21%,5.44亿,0001-01-01,,,,,,,,--,--,,--,--,,,,--,,,4071万,7024万,,--,3440万,,,,,,,,,,,,,--,--,,--,--,,,,--,,,--,--,,--,-15.50,,,,,,,,,,,,,--,--,,--,--,,,,--,,,1.79亿,2.53亿,,--,1.75亿,,,,,,,,,,,,,--,--,,--,--,,,,--,,,--,--,,--,-2.49,,,,,
40.55%,6326万,3.353,2.30亿,22.10亿,1.219元,45.64,http://quote.eastmoney.com/sh603305.html,42.35%,0.574,31.33%,4.01亿,sh603305,旭升股份,18.49%,139.9亿,10.42,27.89%,8.25亿,2017-07-10,,,,,,,,,,,,,,,,,,,5721万,6665万,5315万,5728万,5110万,6059万,5465万,7813万,9717万,,,,,,,,,,,,,,,,,,,,--,--,92.92,--,-10.67,-9.10,2.82,36.39,90.14,,,,,,,,,,,,,,,,,,,,1.56亿,1.81亿,1.70亿,1.81亿,1.87亿,2.01亿,2.15亿,2.78亿,3.32亿,,,,,,,,,,,,,,,,,,,,--,--,80.11,--,19.96,11.29,26.52,53.64,77.22,
40.79%,3.07亿,7.169,2.14亿,49.40亿,2.620元,17.63,http://quote.eastmoney.com/sh603306.html,14.77%,0.684,10.40%,3.13亿,sh603306,华懋科技,9.74%,50.36亿,2.24,28.84%,7.43亿,2014-09-26,,,,,,,,,,,,,,,,,,,6282万,8224万,7229万,5225万,6212万,9140万,7887万,7003万,6533万,,,,,,,,,,,,,,,,,,,,94.09,20.29,5.27,7.16,-1.12,11.14,9.11,34.02,5.17,,,,,,,,,,,,,,,,,,,,2.18亿,2.89亿,2.38亿,2.06亿,2.34亿,3.12亿,2.63亿,2.46亿,2.33亿,,,,,,,,,,,,,,,,,,,,42.95,41.31,5.86,30.75,7.11,7.85,10.64,19.56,-0.21,
34.44%,4.00亿,6.635,6966万,43.04亿,1.748元,50.25,http://quote.eastmoney.com/sh603308.html,3.52%,0.161,59.39%,4.34亿,sh603308,应流股份,2.35%,46.67亿,1.62,5.39%,12.81亿,2014-01-22,,,,,,,,,,,,,,,,,,,999万,322万,3137万,2467万,1125万,-711万,3280万,2416万,1270万,,,,,,,,,,,,,,,,,,,,-45.89,-47.95,43.13,26.11,12.67,-320.77,4.57,-2.06,12.83,,,,,,,,,,,,,,,,,,,,3.79亿,2.34亿,3.54亿,3.70亿,3.30亿,3.21亿,4.07亿,4.18亿,4.56亿,,,,,,,,,,,,,,,,,,,,10.73,-18.73,2.14,17.14,-12.85,36.89,15.02,12.98,38.20,
32.83%,2.00亿,4.521,4225万,24.42亿,1.787元,43.35,http://quote.eastmoney.com/sh603309.html,-19.39%,0.21100000000000002,16.69%,2.00亿,sh603309,维力医疗,4.68%,24.42亿,2.70,7.24%,5.00亿,2015-03-02,,,,,,,,,,,,,,,,,,,2507万,1885万,1485万,2490万,1265万,1215万,616万,1920万,1689万,,,,,,,,,,,,,,,,,,,,-6.82,-11.62,5.10,17.46,-49.54,-35.53,-58.52,-22.91,33.49,,,,,,,,,,,,,,,,,,,,1.37亿,1.51亿,1.16亿,1.72亿,1.60亿,1.82亿,1.30亿,1.86亿,1.83亿,,,,,,,,,,,,,,,,,,,,-6.58,-4.95,15.68,35.18,16.43,20.85,11.87,8.25,15.03,
32.38%,2.10亿,3.58,6219万,25.14亿,1.397元,30.32,http://quote.eastmoney.com/sh603311.html,-21.30%,0.29600000000000004,23.01%,2.10亿,sh603311,金海环境,8.46%,25.14亿,3.34,14.39%,4.32亿,2015-05-18,,,,,,,,,,,,,,,,,,,1480万,1047万,2271万,2783万,2849万,139万,2051万,2826万,1342万,,,,,,,,,,,,,,,,,,,,58.66,2.42,15.31,7.77,92.44,-86.76,-9.68,1.56,-52.91,,,,,,,,,,,,,,,,,,,,1.15亿,1.23亿,1.32亿,1.54亿,1.18亿,1.18亿,1.45亿,1.53亿,1.35亿,,,,,,,,,,,,,,,,,,,,33.17,19.77,13.77,15.18,2.88,-4.57,9.48,-0.93,14.00,
30.10%,8235万,6.843,1.10亿,19.64亿,1.780元,39.15,http://quote.eastmoney.com/sh603313.html,-23.84%,0.457,41.05%,2.42亿,sh603313,梦百合,6.96%,57.64亿,3.49,5.55%,21.04亿,2016-10-13,,,,,,,,,,,,,,,,,,,6123万,5850万,6735万,4580万,3182万,1087万,457万,3353万,7231万,,,,,,,,,,,,,,,,,,,,7.89,47.75,31.15,56.27,-48.03,-81.42,-93.21,-26.79,127.25,,,,,,,,,,,,,,,,,,,,4.46亿,5.02亿,4.81亿,5.62亿,6.16亿,6.80亿,6.11亿,6.72亿,8.21亿,,,,,,,,,,,,,,,,,,,,28.80,27.74,30.20,38.67,38.03,35.41,26.95,19.55,33.42,
17.12%,2.20亿,4.486000000000001,854.3万,35.10亿,0.640元,308.17,http://quote.eastmoney.com/sh603315.html,-64.51%,0.039,30.88%,2.20亿,sh603315,福鞍股份,0.82%,35.10亿,3.56,3.34%,2.43亿,2015-04-24,,,,,,,,,,,,,,,,,,,700万,-7.27万,236万,768万,1404万,-1518万,274万,118万,462万,,,,,,,,,,,,,,,,,,,,-49.18,-100.52,-80.30,-50.48,100.44,--,16.33,-84.67,-67.07,,,,,,,,,,,,,,,,,,,,8330万,6143万,5781万,6269万,9121万,1.02亿,9556万,6657万,8069万,,,,,,,,,,,,,,,,,,,,-20.16,-41.59,-29.26,-47.54,9.50,65.96,65.32,6.20,-11.54,
24.16%,1.05亿,4.0760000000000005,4213万,9.48亿,1.302元,32.64,http://quote.eastmoney.com/sh603316.html,-7.54%,0.207,47.18%,2.03亿,sh603316,诚邦股份,5.17%,18.34亿,2.21,7.94%,5.30亿,2017-06-19,,,,,,,,,,,,,,,,,,,1199万,2173万,1583万,1770万,1323万,2293万,1378万,2073万,761万,,,,,,,,,,,,,,,,,,,,--,--,89.12,-2.04,10.27,5.49,-12.93,17.11,-42.44,,,,,,,,,,,,,,,,,,,,1.22亿,2.23亿,1.28亿,2.09亿,1.84亿,2.23亿,1.38亿,2.36亿,1.57亿,,,,,,,,,,,,,,,,,,,,--,--,28.37,11.75,50.53,-0.03,8.07,12.94,-14.45,
31.08%,4.02亿,2.557,1072万,59.12亿,0.211元,414.94,http://quote.eastmoney.com/sh603318.html,-79.31%,0.027000000000000003,51.22%,4.03亿,sh603318,派思股份,1.04%,59.29亿,5.75,3.24%,3.31亿,2015-04-24,,,,,,,,,,,,,,,,,,,138万,2097万,242万,2339万,2598万,306万,916万,1810万,-1654万,,,,,,,,,,,,,,,,,,,,-71.23,261.09,--,82.56,1786.81,-85.39,277.86,-22.64,-163.66,,,,,,,,,,,,,,,,,,,,6690万,1.23亿,6858万,1.78亿,1.83亿,1.34亿,1.63亿,1.30亿,3807万,,,,,,,,,,,,,,,,,,,,8.73,0.34,14.93,25.70,173.06,9.50,137.07,-27.07,-79.16,
14.56%,3250万,6.131,3586万,7.22亿,2.753元,46.45,http://quote.eastmoney.com/sh603320.html,-13.53%,0.359,14.43%,10000万,sh603320,迪贝电气,5.94%,22.21亿,3.62,7.37%,4.86亿,2017-05-02,,,,,,,,,,,,,,,,,,,,1541万,1506万,1551万,1090万,1006万,1006万,1336万,1243万,697万,,,,,,,,,,,,,,,,,,,,--,--,--,29.39,-34.74,-33.17,-13.85,14.06,-30.65,,,,,,,,,,,,,,,,,,,,1.35亿,1.49亿,1.77亿,1.66亿,1.61亿,1.57亿,1.67亿,1.62亿,1.48亿,,,,,,,,,,,,,,,,,,,,--,--,--,25.41,19.68,5.40,-5.29,-2.72,-8.00
26.13%,1.16亿,3.324,4605万,9.98亿,1.066元,43.00,http://quote.eastmoney.com/sh603321.html,-27.48%,0.15,33.58%,3.07亿,sh603321,梅轮电梯,4.57%,26.40亿,2.59,9.06%,5.08亿,2017-09-15,,,,,,,,,,,,,,,,,,,1824万,3297万,586万,3863万,1902万,1314万,722万,2833万,1050万,,,,,,,,,,,,,,,,,,,,--,--,--,--,4.27,-60.16,23.23,-26.67,-44.77,,,,,,,,,,,,,,,,,,,,1.59亿,2.72亿,9512万,2.86亿,1.74亿,1.77亿,1.08亿,2.39亿,1.61亿,,,,,,,,,,,,,,,,,,,,--,--,--,--,9.22,-34.91,13.40,-16.32,-7.23,
21.22%,4536万,4.3919999999999995,1100万,16.96亿,1.309元,285.63,http://quote.eastmoney.com/sh603322.html,17.70%,0.098,66.87%,1.12亿,sh603322,超讯通信,2.24%,41.88亿,8.51,3.60%,9.25亿,2016-07-28,,,,,,,,,,,,,,,,,,,672万,1408万,-771万,460万,1245万,1204万,-676万,946万,830万,,,,,,,,,,,,,,,,,,,,-35.46,-41.68,-1054.81,-47.07,85.29,-14.49,--,105.76,-33.34,,,,,,,,,,,,,,,,,,,,1.75亿,2.77亿,1.63亿,2.30亿,2.53亿,3.03亿,2.16亿,3.35亿,3.74亿,,,,,,,,,,,,,,,,,,,,28.68,12.91,21.36,21.29,44.53,9.42,32.28,46.08,47.96,
37.01%,6437万,3.491,6688万,7.39亿,0.937元,29.09,http://quote.eastmoney.com/sh603326.html,65.30%,0.29600000000000004,32.38%,2.26亿,sh603326,我乐家居,8.73%,25.94亿,3.29,8.97%,7.46亿,2017-06-16,,,,,,,,,,,,,,,,,,,2620万,4185万,-176万,1415万,2807万,4330万,-389万,2379万,4698万,,,,,,,,,,,,,,,,,,,,--,--,--,102.44,7.11,3.48,--,68.11,67.39,,,,,,,,,,,,,,,,,,,,1.86亿,2.60亿,1.20亿,2.19亿,2.53亿,3.23亿,1.51亿,2.77亿,3.18亿,,,,,,,,,,,,,,,,,,,,--,--,103.28,27.92,36.05,24.28,25.98,26.67,25.49,
30.08%,9.92亿,4.303,4.79亿,115.4亿,1.996元,18.18,http://quote.eastmoney.com/sh603328.html,14.57%,0.48,18.24%,9.98亿,sh603328,依顿电子,9.93%,116.0亿,2.70,19.82%,24.15亿,2014-07-01,,,,,,,,,,,,,,,,,,,1.66亿,1.71亿,1.19亿,1.34亿,1.65亿,1.35亿,8586万,1.73亿,2.20亿,,,,,,,,,,,,,,,,,,,,17.20,24.68,0.32,0.72,-0.68,-20.82,-27.62,29.24,32.98,,,,,,,,,,,,,,,,,,,,8.06亿,7.80亿,7.15亿,8.51亿,8.95亿,8.25亿,7.36亿,7.73亿,9.06亿,,,,,,,,,,,,,,,,,,,,-1.10,6.94,8.07,23.81,11.12,5.72,2.99,-9.22,1.22,
9.77%,6468万,5.566,4696万,11.95亿,1.753元,38.96,http://quote.eastmoney.com/sh603329.html,-8.26%,0.35600000000000004,29.02%,1.32亿,sh603329,上海雅仕,6.41%,24.39亿,3.32,3.96%,11.83亿,2017-12-29,,,,,,,,,,,,,,,,--,,,,--,1622万,1944万,1553万,2665万,1541万,2239万,915万,,,,,,,,,,,,,,,,,--,,,,--,--,--,--,--,-4.96,15.17,-41.05,,,,,,,,,,,,,,,,,--,,,,--,3.87亿,3.24亿,4.60亿,5.29亿,3.86亿,3.33亿,4.64亿,,,,,,,,,,,,,,,,,--,,,,--,--,--,--,--,-0.03,2.86,0.77,
28.16%,3152万,7.972,3140万,7.39亿,1.945元,43.65,http://quote.eastmoney.com/sh603330.html,95.39%,0.40299999999999997,31.24%,7800万,sh603330,上海天洋,5.11%,18.28亿,2.94,8.21%,4.08亿,2017-02-13,,,,,,,,,,,,,,,,,,,1281万,1376万,430万,411万,766万,1430万,559万,1343万,1238万,,,,,,,,,,,,,,,,,,,,--,--,-71.35,-65.85,-40.16,3.99,30.05,226.94,61.56,,,,,,,,,,,,,,,,,,,,1.05亿,1.08亿,9139万,1.09亿,1.20亿,1.35亿,1.28亿,1.40亿,1.41亿,,,,,,,,,,,,,,,,,,,,--,--,2.62,16.78,14.85,25.10,39.67,28.42,16.93,
27.13%,3181万,5.577000000000001,5789万,5.37亿,1.854元,28.28,http://quote.eastmoney.com/sh603331.html,13.45%,0.44799999999999995,32.95%,1.29亿,sh603331,百达精工,8.36%,21.83亿,3.03,10.07%,5.79亿,2017-07-05,,,,,,,,,,,,,,,,,,,1409万,1472万,1947万,1647万,1508万,1188万,1927万,2113万,1749万,,,,,,,,,,,,,,,,,,,,--,--,49.71,19.80,7.01,-19.28,-1.06,28.32,15.96,,,,,,,,,,,,,,,,,,,,1.29亿,1.60亿,1.65亿,1.83亿,1.73亿,2.07亿,1.93亿,2.10亿,1.76亿,,,,,,,,,,,,,,,,,,,,--,--,38.41,29.22,34.45,29.34,17.23,14.77,1.81,
15.80%,6868万,4.65,5502万,12.15亿,2.103元,41.81,http://quote.eastmoney.com/sh603336.html,6.29%,0.317,14.04%,1.73亿,sh603336,宏辉果蔬,6.93%,30.67亿,3.80,10.26%,5.36亿,2016-11-24,,,,,,,,,,,,,,,,,,,1672万,1569万,1892万,1600万,1683万,1157万,1482万,1870万,2149万,,,,,,,,,,,,,,,,,,,,--,-16.39,29.99,17.22,0.70,-26.30,-21.69,16.87,27.67,,,,,,,,,,,,,,,,,,,,1.91亿,1.84亿,1.60亿,1.73亿,1.91亿,1.61亿,1.61亿,1.82亿,1.93亿,,,,,,,,,,,,,,,,,,,,--,6.24,27.73,-1.90,0.01,-12.65,0.87,5.23,1.26,
28.25%,8106万,7.903,3.71亿,35.01亿,4.163元,26.87,http://quote.eastmoney.com/sh603337.html,58.26%,1.206,38.85%,3.08亿,sh603337,杰克股份,16.40%,132.8亿,5.47,11.49%,32.27亿,2017-01-19,,,,,,,,,,,,,,,,,,,6224万,6057万,8138万,5845万,9445万,8977万,1.17亿,1.03亿,1.51亿,,,,,,,,,,,,,,,,,,,,60.52,54.77,53.46,31.14,51.75,48.20,43.42,76.72,59.62,,,,,,,,,,,,,,,,,,,,4.57亿,4.33亿,7.18亿,6.64亿,7.33亿,6.71亿,10.7亿,9.81亿,11.8亿,,,,,,,,,,,,,,,,,,,,32.87,33.70,37.50,49.10,60.46,55.18,48.97,47.74,60.37,
40.66%,2.48亿,10.22,3.96亿,175.4亿,4.128元,33.21,http://quote.eastmoney.com/sh603338.html,74.11%,1.599,25.72%,2.48亿,sh603338,浙江鼎力,16.07%,175.4亿,6.93,29.87%,13.26亿,2015-03-25,,,,,,,,,,,,,,,,,,,4937万,4119万,6717万,8236万,7795万,5568万,7011万,1.35亿,1.91亿,,,,,,,,,,,,,,,,,,,,29.75,60.22,133.06,48.67,57.88,35.15,4.38,64.13,144.75,,,,,,,,,,,,,,,,,,,,1.81亿,1.97亿,2.53亿,3.00亿,3.13亿,2.73亿,3.11亿,4.74亿,5.40亿,,,,,,,,,,,,,,,,,,,,43.64,54.22,103.39,55.87,73.46,38.41,23.04,58.25,72.55,
27.98%,5782万,7.605,1.43亿,10.48亿,3.874元,20.05,http://quote.eastmoney.com/sh603339.html,22.75%,0.6779999999999999,18.70%,2.11亿,sh603339,四方科技,9.34%,38.19亿,2.38,16.62%,8.59亿,2016-05-19,,,,,,,,,,,,,,,,,,,3241万,4220万,4021万,2896万,4722万,5580万,2828万,5345万,6112万,,,,,,,,,,,,,,,,,,,,-10.58,28.01,43.02,33.32,45.69,32.24,-29.66,84.56,29.45,,,,,,,,,,,,,,,,,,,,1.69亿,2.05亿,2.06亿,2.34亿,2.53亿,3.16亿,2.36亿,2.91亿,3.32亿,,,,,,,,,,,,,,,,,,,,-17.10,18.29,33.38,59.73,49.04,53.92,14.69,24.23,31.58,
26.30%,1.23亿,8.466000000000001,1.96亿,42.96亿,4.456元,28.84,http://quote.eastmoney.com/sh603345.html,41.22%,0.909,51.03%,2.16亿,sh603345,安井食品,10.97%,75.55亿,4.13,6.68%,29.41亿,2017-02-22,,,,,,,,,,,,,,,,,,,2573万,5006万,4501万,5859万,3550万,6333万,5425万,8810万,5410万,,,,,,,,,,,,,,,,,,,,99.07,15.20,-2.55,5.69,38.00,26.51,20.53,50.37,52.37,,,,,,,,,,,,,,,,,,,,6.52亿,9.05亿,8.04亿,8.37亿,7.97亿,10.5亿,9.56亿,9.91亿,9.93亿,,,,,,,,,,,,,,,,,,,,16.61,25.33,11.23,16.86,22.15,15.58,18.93,18.36,24.61,
28.38%,5500万,9.273,1.05亿,13.43亿,2.576元,32.16,http://quote.eastmoney.com/sh603348.html,10.20%,0.569,30.85%,2.20亿,sh603348,文灿股份,6.50%,53.70亿,2.63,8.80%,11.94亿,2018-04-26,,,,,,,,,,,,,,,,,,--,,--,3387万,3650万,2499万,5995万,4176万,1832万,4501万,,,,,,,,,,,,,,,,,,,--,,--,--,--,--,--,23.31,-49.81,80.08,,,,,,,,,,,,,,,,,,,--,,--,3.08亿,4.15亿,3.43亿,4.92亿,3.49亿,4.17亿,4.28亿,,,,,,,,,,,,,,,,,,,--,,--,--,--,--,--,13.34,0.45,24.87,
31.26%,1667万,16.88,8410万,10.46亿,2.111元,37.31,http://quote.eastmoney.com/sh603351.html,1.78%,1.262,24.59%,6667万,sh603351,威尔药业,14.98%,41.83亿,3.72,14.02%,6.00亿,2019-01-30,,,,,,,,,,,,--,,,,--,,,,--,,--,2214万,2480万,,--,2295万,,,,,,,,,,,,,--,,,,--,,,,--,,--,--,--,,--,3.67,,,,,,,,,,,,,--,,,,--,,,,--,,--,1.84亿,1.79亿,,--,1.92亿,,,,,,,,,,,,,--,,,,--,,,,--,,--,--,--,,--,4.52,
24.28%,4.01亿,6.734,3.38亿,101.3亿,3.250元,22.46,http://quote.eastmoney.com/sh603355.html,23.37%,0.8440000000000001,32.39%,4.01亿,sh603355,莱克电气,9.93%,101.3亿,3.75,7.92%,42.62亿,2015-05-13,,,,,,,,,,,,,,,,,,,1.14亿,1.67亿,1.46亿,7957万,4906万,9122万,7259万,1.32亿,1.34亿,,,,,,,,,,,,,,,,,,,,40.03,42.19,32.85,-28.36,-56.95,-45.30,-50.17,65.62,173.24,,,,,,,,,,,,,,,,,,,,11.6亿,13.4亿,13.5亿,12.3亿,14.4亿,16.8亿,15.1亿,13.2亿,14.4亿,,,,,,,,,,,,,,,,,,,,16.19,33.45,44.08,30.51,25.00,25.61,11.76,6.65,-0.28,
19.24%,9024万,5.056,4979万,13.26亿,1.631元,29.50,http://quote.eastmoney.com/sh603356.html,2.34%,0.373,25.49%,1.33亿,sh603356,华菱精工,9.86%,19.59亿,2.91,7.44%,6.79亿,2018-01-24,,,,,,,,,,,,,,,,,,--,,--,794万,2387万,1685万,1102万,1134万,1999万,1846万,,,,,,,,,,,,,,,,,,,--,,--,--,--,--,--,42.68,-16.22,9.61,,,,,,,,,,,,,,,,,,,--,,--,1.08亿,1.67亿,2.01亿,2.05亿,1.52亿,2.46亿,2.80亿,,,,,,,,,,,,,,,,,,,--,,--,--,--,--,--,40.85,47.38,38.92,
