序号,code,name,现价,涨跌幅(%),涨跌,换手(%),成交量,市盈率,昨收,开盘价,最高价,最低价
519,HK1447,新福港,3.08,0.00,0.00,0.01,5.80万,8.68,3.080,3.080,3.080,3.070
520,HK1002,威铖国际,0.13,0.00,0.00,0.00,--,23.48,0.134,0,0,0
521,HK1322,创达科技控股,0.23,0.00,0.00,0.00,--,0.67,0.231,0,0,0
522,HK1151,依利安达,11.46,0.00,0.00,0.00,--,9.43,11.460,0,0,0
523,HK1236,国农控股,1.19,0.00,0.00,0.00,--,--,1.190,0,0,0
524,HK1150,米兰站,0.16,0.00,0.00,0.00,--,--,0.162,0,0,0
525,HK1152,正乾金融控股,0.40,0.00,0.00,0.00,6000,--,0.400,0.300,0.400,0.300
526,HK1231,新矿资源,0.79,0.00,0.00,0.00,--,--,0.790,0,0,0
527,HK1225,隆成金融,0.13,0.00,0.00,0.00,--,--,0.127,0,0,0
528,HK1226,中国投融资,0.07,0.00,0.00,0.06,142.00万,--,0.075,0.073,0.075,0.073
529,HK1228,奇峰国际,1.46,0.00,0.00,0.00,--,--,1.460,0,0,0
530,HK1237,中科生物,0.09,0.00,0.00,0.03,78.00万,--,0.092,0.100,0.106,0.092
531,HK1149,中国安芯,0.39,0.00,0.00,0.00,--,66.38,0.385,0,0,0
532,HK1247,米格国际控股,0.17,0.00,0.00,0.09,84.20万,--,0.170,0.170,0.172,0.170
533,HK0164,中国宝力科技,0.00,0.00,0.00,0.00,--,--,0.630,0,0,0
534,HK0149,中国农产品交易,0.05,0.00,0.00,0.01,65.00万,--,0.047,0.047,0.047,0.044
535,HK1139,华多利集团,0.24,0.00,0.00,0.00,--,--,0.238,0,0,0
536,HK1241,双桦控股,0.37,0.00,0.00,0.00,--,--,0.370,0,0,0
537,HK1146,中国服饰控股,0.24,0.00,0.00,0.00,--,12.30,0.236,0,0,0
538,HK1142,西伯利亚矿业,0.10,0.00,0.00,0.00,--,--,0.098,0,0,0
539,HK1224,中渝置地,1.80,0.00,0.00,0.56,2195.10万,21.38,1.800,1.820,1.860,1.720
540,HK1155,星辰通信,0.29,0.00,0.00,0.00,--,1.49,0.290,0,0,0
541,HK1198,皇朝家俬,0.66,0.00,0.00,0.04,87.80万,25.58,0.660,0.650,0.660,0.650
542,HK1174,太平洋恩利,0.15,0.00,0.00,0.00,--,24.33,0.146,0,0,0
543,HK1203,广南(集团),0.89,0.00,0.00,0.01,9.80万,14.11,0.890,0.870,0.900,0.870
544,HK1183,澳能建设,1.35,0.00,0.00,0.07,87.80万,--,1.350,1.350,1.350,1.300
545,HK1197,中国恒石,1.95,0.00,0.00,0.00,--,7.75,1.950,0,0,0
546,HK1190,航标控股,0.09,0.00,0.00,0.00,--,--,0.089,0,0,0
547,HK1187,汉唐国际控股,2.61,0.00,0.00,0.00,--,--,2.610,0,0,0
548,HK0155,中国源畅,0.18,0.00,0.00,0.00,--,--,0.180,0,0,0
549,HK1205,中信资源,0.85,0.00,0.00,0.03,249.50万,6.32,0.850,0.860,0.860,0.840
550,HK1170,信星集团,2.05,0.00,0.00,0.03,19.40万,5.57,2.050,2.040,2.050,2.020
551,HK1221,SinoHotels,3.50,0.00,0.00,0.00,--,17.79,3.500,0,0,0
552,HK1223,新沣集团,1.11,0.00,0.00,0.07,214.00万,78.72,1.110,1.110,1.120,1.100
553,HK1160,大唐投资国际,1.76,0.00,0.00,0.00,--,--,1.760,0,0,0
554,HK1217,中国创新投资,0.02,0.00,0.00,0.00,--,7.24,0.021,0,0,0
555,HK1213,万保刚集团,1.45,0.00,0.00,0.00,--,--,1.450,0,0,0
556,HK1210,克莉丝汀,0.45,0.00,0.00,0.00,--,--,0.450,0,0,0
557,HK1168,百仕达控股,0.78,0.00,0.00,0.05,188.00万,25.08,0.780,0.780,0.780,0.730
558,HK1253,中国绿地博大绿泽,0.90,0.00,0.00,0.00,4000,15.01,0.900,0.900,0.900,0.900
559,HK1255,港大零售,2.97,0.00,0.00,0.00,--,--,2.970,0,0,0
560,HK1073,浩伦农科,0.24,0.00,0.00,0.00,--,--,0.245,0,0,0
561,HK1302,先健科技,2.08,0.00,0.00,0.19,821.40万,45.66,2.080,2.120,2.120,2.020
562,HK1303,汇力资源,0.48,0.00,0.00,0.00,--,--,0.485,0,0,0
563,HK1076,博华太平洋,0.08,0.00,0.00,0.00,362.00万,17.33,0.078,0.078,0.078,0.076
564,HK1079,松景科技,0.84,0.00,0.00,0.47,617.40万,--,0.840,0.820,0.840,0.820
565,HK1289,盛力达科技,1.84,0.00,0.00,0.03,1.00万,5.90,1.840,0,0,0
566,HK1090,大明国际,2.50,0.00,0.00,0.00,2.80万,34.75,2.500,2.400,2.500,2.400
567,HK1082,香港教育国际,0.46,0.00,0.00,0.00,--,21.50,0.460,0,0,0
568,HK1310,香港宽频,12.20,0.00,0.00,0.11,114.76万,25.31,12.200,12.200,12.260,12.000
569,HK1064,中华国际,0.29,0.00,0.00,0.00,--,9.67,0.290,0,0,0
570,HK1323,NewtreeGroup,0.57,0.00,0.00,0.63,1497.80万,91.94,0.570,0.570,0.570,0.550
571,HK1327,时间由你,0.04,0.00,0.00,0.06,200.00万,--,0.035,0.035,0.035,0.035
572,HK1329,首创钜大,1.75,0.00,0.00,0.00,1.20万,36.49,1.750,1.890,1.890,1.750
573,HK1063,新确科技,0.02,0.00,0.00,0.08,1262.00万,--,0.018,0.018,0.018,0.017
574,HK1192,泰山石化,0.07,0.00,0.00,0.22,1080.25万,--,0.069,0.067,0.072,0.065
575,HK1318,格菱控股,0.63,0.00,0.00,0.00,--,22.98,0.630,0,0,0
576,HK0137,金辉集团,0.83,0.00,0.00,0.00,--,1.15,0.830,0,0,0
577,HK1288,农业银行,3.76,0.00,0.00,0.43,1.32亿,4.42,3.760,3.740,3.790,3.700
578,HK1285,嘉士利集团,2.02,0.00,0.00,0.00,--,6.56,2.020,0,0,0
579,HK1269,首控集团,5.27,0.00,0.00,0.05,263.80万,--,5.270,5.270,5.280,5.180
580,HK1123,中港照相,0.36,0.00,0.00,0.01,12.20万,11.18,0.360,0.360,0.360,0.360
581,HK1120,雅视光学,2.05,0.00,0.00,0.00,--,--,2.050,0,0,0
582,HK0146,TaiPingCarpet,1.49,0.00,0.00,0.00,--,1.63,1.490,0,0,0
583,HK1124,沿海家园,0.26,0.00,0.00,0.02,66.20万,4.62,0.255,0.255,0.255,0.255
584,HK1127,狮子山集团,1.35,0.00,0.00,0.00,--,7.04,1.350,0,0,0
585,HK1125,丽丰控股,10.96,0.00,0.00,0.00,6800,4.97,10.960,10.960,10.960,10.960
586,HK1262,蜡笔小新食品,0.60,0.00,0.00,0.12,154.70万,--,0.600,0.590,0.600,0.580
587,HK1118,高力集团,0.86,0.00,0.00,0.01,3.00万,11.39,0.860,0.860,0.860,0.860
588,HK1272,大唐环境,2.72,0.00,0.00,0.00,--,7.82,2.720,0,0,0
589,HK1116,MayerHoldings,0.12,0.00,0.00,0.00,--,--,0.123,0,0,0
590,HK1103,大生农业金融,0.07,0.00,0.00,0.47,2946.00万,--,0.075,0.080,0.082,0.072
591,HK1100,飞达控股,1.24,0.00,0.00,0.00,--,6.51,1.240,0,0,0
592,HK1280,汇银智慧社区,0.35,0.00,0.00,0.00,--,--,0.355,0,0,0
593,HK1277,力量能源,0.48,0.00,0.00,0.01,74.20万,6.25,0.480,0.480,0.480,0.470
594,HK1273,香港信贷,0.65,0.00,0.00,0.02,8.00万,5.37,0.650,0.650,0.650,0.650
595,HK1117,现代牧业,1.25,0.00,0.00,0.02,118.99万,--,1.250,1.250,1.260,1.230
596,HK1335,顺泰控股,0.22,0.00,0.00,0.00,4.40万,--,0.223,0.223,0.240,0.223
597,HK0092,ChampionTech,0.43,0.00,0.00,0.00,136,--,0.435,0,0,0
598,HK0031,航天控股,0.67,0.00,0.00,0.12,384.51万,4.25,0.670,0.660,0.670,0.640
599,HK0032,港通控股,13.30,0.00,0.00,0.02,6.05万,4.20,13.300,13.260,13.420,13.260
600,HK3639,亿达中国,2.65,0.00,0.00,0.00,--,5.82,2.650,0,0,0
601,HK0029,达力集团,7.45,0.00,0.00,0.00,--,10.63,7.450,0,0,0
602,HK3666,国际天食,0.29,0.00,0.00,0.00,9.60万,5.35,0.295,0.305,0.305,0.290
603,HK3600,现代牙科,1.85,0.00,0.00,0.03,25.90万,11.86,1.850,1.910,1.920,1.850
604,HK3398,华鼎控股,0.36,0.00,0.00,0.01,17.20万,5.12,0.365,0.360,0.365,0.360
605,HK3335,DBA电讯,2.03,0.00,0.00,0.00,--,40.40,2.030,0,0,0
606,HK3328,交通银行,5.56,0.00,0.00,0.09,3046.69万,4.12,5.560,5.560,5.570,5.510
607,HK3369,秦港股份,1.81,0.00,0.00,0.10,80.60万,6.04,1.810,1.820,1.820,1.780
608,HK3382,天津港发展,0.94,0.00,0.00,0.02,111.40万,7.46,0.940,0.950,0.950,0.930
609,HK3395,PERSTA,1.66,0.00,0.00,0.23,63.70万,--,1.660,1.670,1.740,1.660
610,HK3678,弘业期货,1.08,0.00,0.00,0.00,--,8.03,1.080,0,0,0
611,HK3698,徽商银行,3.40,0.00,0.00,0.01,15.90万,4.30,3.400,3.350,3.400,3.350
612,HK3878,ViconHoldings,2.14,0.00,0.00,0.01,2.60万,38.42,2.140,2.180,2.180,2.140
613,HK3869,弘和仁爱医疗,18.00,0.00,0.00,0.00,--,--,18.000,0,0,0
614,HK3886,康健国际医疗,0.69,0.00,0.00,0.00,--,--,0.690,0,0,0
615,HK3893,易纬集团,0.09,0.00,0.00,0.02,40.00万,--,0.089,0.089,0.089,0.089
616,HK3903,瀚华金控,0.51,0.00,0.00,0.00,--,7.09,0.510,0,0,0
617,HK3866,青岛银行,6.21,0.00,0.00,0.00,500,11.02,6.210,6.210,6.210,6.210
618,HK3833,新疆新鑫矿业,0.98,0.00,0.00,0.02,15.20万,--,0.980,0.980,0.990,0.970
619,HK3728,正利控股,0.32,0.00,0.00,0.00,--,15.99,0.315,0,0,0
620,HK3777,中国光纤,0.70,0.00,0.00,0.00,--,7.93,0.700,0,0,0
621,HK3816,KFM金德,0.42,0.00,0.00,0.00,--,7.19,0.420,0,0,0
622,HK3823,德普科技,0.07,0.00,0.00,0.00,--,--,0.068,0,0,0
623,HK3322,永嘉集团,0.71,0.00,0.00,0.00,2.00万,44.38,0.710,0.710,0.710,0.710
624,HK3301,融信中国,9.00,0.00,0.00,0.19,302.85万,6.15,9.000,8.900,9.010,8.720
625,HK2389,北控医疗健康,0.39,0.00,0.00,0.02,124.20万,11.10,0.385,0.385,0.385,0.375
626,HK2386,中石化炼化工程,8.05,0.00,0.00,0.63,925.90万,25.82,8.050,7.980,8.210,7.970
627,HK2399,虎都,8.60,0.00,0.00,0.02,9.10万,155.94,8.600,8.500,8.600,8.420
628,HK2468,创益太阳能,0.63,0.00,0.00,0.00,--,--,0.630,0,0,0
629,HK2663,应力控股,0.49,0.00,0.00,0.09,55.00万,11.21,0.490,0.485,0.490,0.480
630,HK2379,中天国际,0.78,0.00,0.00,0.00,--,3.19,0.780,0,0,0
631,HK2369,酷派集团,0.72,0.00,0.00,0.00,--,--,0.720,0,0,0
632,HK0054,合和实业,27.30,0.00,0.00,0.01,9.90万,5.62,27.300,27.300,27.500,27.250
633,HK2342,京信通信,1.08,0.00,0.00,0.12,293.40万,96.43,1.080,1.090,1.090,1.050
634,HK2363,通达宏泰,1.45,0.00,0.00,0.34,63.67万,9.17,1.450,1.440,1.470,1.430
635,HK2366,星美文化旅游,0.47,0.00,0.00,0.00,--,--,0.465,0,0,0
636,HK2668,百德国际,0.23,0.00,0.00,0.00,--,4.08,0.226,0,0,0
637,HK0050,香港小轮(集团),8.68,0.00,0.00,0.01,1.75万,8.95,8.680,8.690,8.690,8.680
638,HK2889,镍资源国际,0.24,0.00,0.00,0.00,--,--,0.244,0,0,0
639,HK2880,大连港,1.10,0.00,0.00,0.00,19.18万,--,1.100,1.100,1.100,1.080
640,HK2898,龙润茶,0.38,0.00,0.00,0.00,--,--,0.380,0,0,0
641,HK2906,中国华仁医疗－旧,0.38,0.00,0.00,0.00,--,--,0.380,0,0,0
642,HK2963,三宝科技（一千）,9.12,0.00,0.00,0.00,--,11.54,9.120,0,0,0
643,HK2878,SolomonSystech,0.28,0.00,0.00,0.01,30.60万,--,0.280,0.280,0.280,0.270
644,HK2788,精熙国际,1.24,0.00,0.00,0.00,--,22.67,1.240,0,0,0
645,HK2683,华新手袋国际控股,0.86,0.00,0.00,0.01,4.20万,6.06,0.860,0.860,0.890,0.850
646,HK2700,格林国际控股,0.16,0.00,0.00,0.00,--,--,0.160,0,0,0
647,HK2708,艾伯科技,1.70,0.00,0.00,1.23,491.80万,12.49,1.700,1.690,1.720,1.680
648,HK2738,华津国际控股,2.89,0.00,0.00,0.01,4.00万,15.61,2.890,2.890,2.890,2.890
649,HK3963,融众金融,0.60,0.00,0.00,0.00,--,--,0.600,0,0,0
650,HK3968,招商银行,29.55,0.00,0.00,0.29,1312.12万,6.57,29.550,29.300,29.850,29.300
651,HK6160,百济神州-B,0.00,0.00,0.00,0.00,--,--,108.000,0,0,0
652,HK6139,金茂酒店-SS,4.64,0.00,0.00,0.00,3000,35.18,4.640,4.640,4.640,4.640
653,HK6163,彭顺国际,2.09,0.00,0.00,0.02,5.00万,--,2.090,2.090,2.090,2.090
654,HK6168,中国优通,1.19,0.00,0.00,0.04,89.00万,--,1.190,1.190,1.190,1.160
655,HK6182,乙德投资控股,0.46,0.00,0.00,0.36,287.20万,127.78,0.460,0.460,0.460,0.460
656,HK6136,康达环保,1.13,0.00,0.00,0.01,18.80万,4.70,1.130,1.110,1.150,1.100
657,HK6133,维太移动,0.29,0.00,0.00,0.01,5.60万,--,0.295,0.275,0.320,0.275
658,HK6080,荣智控股,0.54,0.00,0.00,0.02,15.60万,36.00,0.540,0.530,0.540,0.530
659,HK6108,新锐医药,0.42,0.00,0.00,0.00,--,--,0.425,0,0,0
660,HK6122,九台农商银行,4.40,0.00,0.00,1.14,866.00万,11.40,4.400,0,0,0
661,HK6128,泛亚国际,3.73,0.00,0.00,0.14,59.00万,--,3.730,3.750,3.800,3.670
662,HK6188,迪信通,2.30,0.00,0.00,0.00,--,4.00,2.300,0,0,0
663,HK6190,九江银行,10.60,0.00,0.00,0.00,2800,9.51,10.600,10.600,10.620,10.600
664,HK6866,佐力小贷,0.65,0.00,0.00,0.00,--,4.17,0.650,0,0,0
665,HK6863,辉山乳业,0.42,0.00,0.00,0.00,--,3.62,0.420,0,0,0
666,HK6893,衍生集团,1.04,0.00,0.00,0.05,53.80万,2080.00,1.040,1.040,1.060,1.020
667,K80737,合和公路基建-R,3.72,0.00,0.00,0.00,--,16.00,3.724,0,0,0
668,K84602,ICBCCNHPREF1-R,0.00,0.00,0.00,0.00,--,--,0,0,0,0
669,HK6838,盈利时,2.14,0.00,0.00,0.01,7.40万,9.19,2.140,2.150,2.150,2.140
670,HK6833,兴科蓉医药,0.34,0.00,0.00,0.00,--,--,0.335,0,0,0
671,HK6196,郑州银行,3.96,0.00,0.00,0.00,1.00万,4.13,3.960,3.960,3.960,3.960
672,HK0007,香港金融集团,0.98,0.00,0.00,0.12,491.60万,0.45,0.980,0.990,0.990,0.970
673,HK6822,科劲国际,1.26,0.00,0.00,0.00,--,6.15,1.260,0,0,0
674,HK6828,北京燃气蓝天,0.50,0.00,0.00,0.26,3230.40万,--,0.500,0.495,0.500,0.495
675,HK6068,睿见教育,6.73,0.00,0.00,0.19,392.60万,38.85,6.730,6.640,6.910,6.560
676,HK6030,中信证券,14.88,0.00,0.00,0.48,1100.20万,13.53,14.880,15.000,15.060,14.700
677,HK4337,星巴克－Ｔ,0.00,0.00,0.00,0.00,--,--,0,0,0,0
678,HK4336,应用材料－Ｔ,0.00,0.00,0.00,0.00,--,--,0,0,0,0
679,HK4338,微软－Ｔ,0.00,0.00,0.00,0.00,--,--,0,0,0,0
680,HK4601,BOC2014PREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
681,HK4603,ICBCUSDPREF1,0.00,0.00,0.00,0.00,4.00万,--,0,0,0,0
682,HK4335,英特尔－Ｔ,0.00,0.00,0.00,0.00,--,--,0,0,0,0
683,HK4333,思科－Ｔ,0.00,0.00,0.00,0.00,--,--,0,0,0,0
684,HK3988,中国银行,3.61,0.00,0.00,0.22,1.85亿,4.51,3.610,3.590,3.620,3.570
685,HK0018,东方报业集团,0.93,0.00,0.00,0.01,16.40万,14.11,0.930,0.920,0.930,0.920
686,HK3997,电讯首科,3.30,0.00,0.00,0.00,2000,16.73,3.300,3.300,3.300,3.300
687,HK4332,AMGEN-T,0.00,0.00,0.00,0.00,--,--,0,0,0,0
688,HK4604,ICBCEURPREF1,0.00,0.00,0.00,0.00,--,--,0,0,0,0
689,HK4605,BOCOM15USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
690,HK4613,ZZBNK17USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
691,HK4612,PSBC17USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
692,HK4614,CMB17USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
693,HK4615,BOJZ17USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
694,HK4616,BCQ17USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
695,HK4611,BQD17USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
696,HK4610,CZB17USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
697,HK4606,CCB15USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
698,HK4607,CINDA16USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
699,HK4608,HSBNK16USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
700,HK4609,CMBC16USDPREF,0.00,0.00,0.00,0.00,--,--,0,0,0,0
701,HK0055,中星集团控股,0.46,0.00,0.00,0.10,25.12万,2.40,0.455,0.450,0.455,0.440
702,HK2336,海亮国际,0.32,0.00,0.00,0.01,14.00万,96.97,0.320,0.320,0.320,0.320
703,HK0093,TermbrayInd,0.45,0.00,0.00,0.00,3.20万,10.59,0.450,0.450,0.450,0.450
704,HK1726,HKEHoldings,0.42,0.00,0.00,0.23,185.00万,--,0.425,0.425,0.430,0.415
705,HK0933,光汇石油,1.50,0.00,0.00,0.00,--,18.43,1.500,0,0,0
706,HK1738,飞尚无烟煤,1.30,0.00,0.00,0.00,2500,8.34,1.300,1.300,1.300,1.300
707,HK1746,万顺集团控股,0.27,0.00,0.00,0.70,698.80万,--,0.265,0.260,0.270,0.255
708,HK0096,Yusei,1.80,0.00,0.00,0.00,--,7.29,1.800,0,0,0
709,HK1720,普天通信集团,2.83,0.00,0.00,0.07,75.20万,35.23,2.830,2.860,2.860,2.760
710,HK1698,博士蛙国际,1.68,0.00,0.00,0.00,--,155.70,1.680,0,0,0
711,HK1697,山东国信,2.76,0.00,0.00,0.01,3.40万,5.23,2.760,2.750,2.760,2.750
712,HK1709,云裳衣,0.57,0.00,0.00,0.03,30.70万,36.31,0.570,0.550,0.570,0.550
713,HK0100,白马户外媒体,5.83,0.00,0.00,0.00,--,10.82,5.830,0,0,0
714,HK0099,王氏国际,2.75,0.00,0.00,0.00,--,2.75,2.750,0,0,0
715,HK0090,琥珀能源,0.86,0.00,0.00,0.00,--,9.56,0.860,0,0,0
716,HK1775,精英汇集团,0.84,0.00,0.00,0.67,334.80万,--,0.840,0.840,0.880,0.810
717,HK1886,汇源果汁,2.02,0.00,0.00,0.00,--,41.73,2.020,0,0,0
718,HK1884,eprint集团,0.62,0.00,0.00,0.00,--,15.46,0.620,0,0,0
719,HK1900,中国智能交通,0.29,0.00,0.00,0.01,20.00万,24.61,0.295,0.290,0.295,0.290
720,HK1916,江西银行,6.40,0.00,0.00,0.09,125.20万,8.75,6.400,6.400,6.420,5.580
721,HK0082,第一视频,0.48,0.00,0.00,0.00,--,--,0.480,0,0,0
722,HK1883,中信国际电讯,2.18,0.00,0.00,0.01,32.06万,8.76,2.180,2.200,2.200,2.180
723,HK1863,中国龙天集团,1.37,0.00,0.00,0.00,--,34.32,1.370,0,0,0
724,HK1799,新特能源,7.84,0.00,0.00,0.00,--,6.41,7.840,0,0,0
725,HK1812,晨鸣纸业,6.52,0.00,0.00,0.14,75.95万,4.21,6.520,6.540,6.680,6.450
726,HK1819,富贵鸟,3.88,0.00,0.00,0.00,--,--,3.880,0,0,0
727,HK1823,华昱高速,0.70,0.00,0.00,0.00,--,18.23,0.700,0,0,0
728,HK0102,凯升控股,0.80,0.00,0.00,0.04,61.80万,86.02,0.800,0.780,0.800,0.780
729,HK1682,华隆金控,0.54,0.00,0.00,0.00,--,37.76,0.540,0,0,0
730,HK1583,亲亲食品,2.29,0.00,0.00,0.00,300,--,2.290,0,0,0
731,HK1581,进升集团控股,0.39,0.00,0.00,0.14,149.00万,70.00,0.385,0.400,0.410,0.380
732,HK1588,畅捷通,11.20,0.00,0.00,0.22,12.30万,8.53,11.200,11.200,11.400,11.200
733,HK1599,城建设计,3.50,0.00,0.00,0.03,11.60万,7.49,3.500,3.570,3.570,3.430
734,HK1606,国银租赁,1.50,0.00,0.00,0.00,--,7.36,1.500,0,0,0
735,HK1580,大森控股,0.52,0.00,0.00,0.10,88.00万,6.58,0.520,0.510,0.520,0.510
736,HK1578,天津银行,4.60,0.00,0.00,0.00,--,5.90,4.600,0,0,0
737,HK1565,成实外教育,4.53,0.00,0.00,0.01,21.00万,37.78,4.530,4.520,4.580,4.510
738,HK1566,华夏动漫,2.76,0.00,0.00,0.07,63.40万,138.00,2.760,2.760,2.760,2.730
739,HK1570,伟业控股,3.85,0.00,0.00,0.00,--,21.42,3.850,0,0,0
740,HK1577,汇鑫小贷,1.34,0.00,0.00,0.00,--,8.60,1.340,0,0,0
741,HK1612,永胜医疗,0.59,0.00,0.00,0.00,--,28.64,0.590,0,0,0
742,HK1619,天合化工,1.17,0.00,0.00,0.00,--,42.43,1.170,0,0,0
743,HK1663,汉港控股,0.25,0.00,0.00,0.29,711.20万,100.03,0.250,0.260,0.260,0.250
744,HK1662,义合控股,1.60,0.00,0.00,0.00,--,26.67,1.600,0,0,0
745,HK1669,环球信贷集团,0.88,0.00,0.00,0.01,2.80万,5.57,0.880,0.880,0.880,0.880
746,HK0105,凯联国际酒店,23.80,0.00,0.00,0.01,5.00万,54.09,23.800,0,0,0
747,HK1679,瑞斯康集团,2.00,0.00,0.00,0.12,94.00万,96.43,2.000,2.000,2.020,2.000
748,HK1661,智美体育,0.72,0.00,0.00,0.05,82.90万,10.01,0.720,0.720,0.720,0.710
749,HK1652,福森药业,2.08,0.00,0.00,0.09,73.10万,10.84,2.080,2.070,2.090,2.030
750,HK1623,海隆控股,0.99,0.00,0.00,0.29,493.20万,11.76,0.990,1.020,1.040,0.970
751,HK1627,安保工程控股,0.60,0.00,0.00,0.01,25.20万,6.86,0.600,0.590,0.600,0.580
752,HK1633,上谕集团,0.49,0.00,0.00,0.00,--,--,0.495,0,0,0
753,HK1636,中国金属利用,4.77,0.00,0.00,0.02,59.60万,49.73,4.770,4.800,4.800,4.770
754,HK1962,训修实业,1.70,0.00,0.00,0.00,--,7.08,1.700,0,0,0
755,HK1963,重庆银行,4.85,0.00,0.00,0.04,60.15万,2.69,4.850,4.860,4.900,4.790
756,HK2223,卡撒天娇,0.93,0.00,0.00,0.06,16.00万,8.89,0.930,0.900,0.930,0.900
757,HK2221,创业集团控股,3.49,0.00,0.00,0.00,--,--,3.490,0,0,0
758,HK2227,守益控股,0.74,0.00,0.00,0.01,5.20万,15.07,0.740,0.730,0.740,0.730
759,HK2228,中国节能海东青,0.60,0.00,0.00,0.00,--,6.56,0.600,0,0,0
760,HK2229,长港敦信,0.51,0.00,0.00,0.00,--,9.72,0.510,0,0,0
761,HK2211,大健康国际,0.09,0.00,0.00,0.03,104.60万,--,0.089,0.088,0.089,0.087
762,HK2203,泰邦集团,0.95,0.00,0.00,0.00,--,16.75,0.950,0,0,0
763,HK2178,百勤油服,0.32,0.00,0.00,0.02,41.87万,--,0.320,0.325,0.350,0.320
764,HK2182,天长集团,0.46,0.00,0.00,0.03,20.00万,10.53,0.455,0.435,0.455,0.430
765,HK2188,泰坦能源技术,0.92,0.00,0.00,0.03,28.40万,4.33,0.920,0.910,0.930,0.910
766,HK2193,万景控股,0.77,0.00,0.00,0.02,7.60万,46.11,0.770,0.750,0.770,0.740
767,HK2266,黎氏企业,0.90,0.00,0.00,0.02,7.60万,--,0.900,0.870,0.900,0.840
768,HK2278,海蓝控股,4.40,0.00,0.00,0.00,--,4.37,4.400,0,0,0
769,HK2322,仁瑞投资,0.63,0.00,0.00,0.01,48.00万,--,0.630,0.620,0.630,0.610
770,HK2317,味丹国际,0.77,0.00,0.00,0.00,6.00万,7.88,0.770,0.770,0.770,0.770
771,HK0057,震雄集团,1.89,0.00,0.00,0.00,2.00万,11.67,1.890,1.890,1.890,1.890
772,HK0056,联合地产(香港),1.78,0.00,0.00,0.00,17.00万,3.04,1.780,1.770,1.790,1.770
773,HK2330,中国上城,0.19,0.00,0.00,0.00,--,5.35,0.188,0,0,0
774,HK0060,香港食品投资,1.00,0.00,0.00,0.01,2.60万,3.90,1.000,1.000,1.000,1.000
775,HK2299,百宏实业,10.60,0.00,0.00,0.00,3.00万,36.84,10.600,10.600,10.700,10.600
776,HK2281,兴泸水务,1.38,0.00,0.00,0.01,1.40万,7.19,1.380,1.380,1.380,1.380
777,HK0065,弘海高新资源,0.47,0.00,0.00,0.00,6.00万,--,0.475,0.480,0.480,0.475
778,HK2289,创美药业,8.10,0.00,0.00,0.01,3000,16.30,8.100,8.250,8.250,8.250
779,HK2293,百本医护,1.53,0.00,0.00,0.00,--,15.55,1.530,0,0,0
780,HK0067,旭光高新材料,1.25,0.00,0.00,0.00,--,521.51,1.250,0,0,0
781,HK2123,金盾控股,0.22,0.00,0.00,0.00,--,--,0.224,0,0,0
782,HK0078,RegalInt'l,4.48,0.00,0.00,0.02,18.40万,4.53,4.480,4.440,4.530,4.400
783,HK2010,瑞年国际,0.20,0.00,0.00,0.00,--,--,0.200,0,0,0
784,HK2016,浙商银行,4.00,0.00,0.00,0.00,1000,5.85,4.000,4.000,4.000,4.000
785,HK0077,进智公共交通,1.22,0.00,0.00,0.00,--,--,1.220,0,0,0
786,HK2020,安踏体育,38.50,0.00,0.00,0.41,1104.37万,27.45,38.500,37.750,39.550,37.500
787,HK1998,飞克国际,0.38,0.00,0.00,0.00,--,12.83,0.380,0,0,0
788,HK1991,大洋集团,0.46,0.00,0.00,0.13,110.40万,121.05,0.460,0.455,0.475,0.450
789,HK1980,天鸽互动,5.21,0.00,0.00,0.05,65.94万,13.19,5.210,5.300,5.300,5.150
790,HK1982,南旋控股,1.23,0.00,0.00,0.07,148.20万,8.03,1.230,1.230,1.250,1.220
791,HK1989,松龄护老集团,0.70,0.00,0.00,0.01,12.80万,38.89,0.700,0.700,0.700,0.700
792,HK1990,兴华港口,0.98,0.00,0.00,0.00,1.99万,908.24,0.980,0.980,0.980,0.980
793,HK0076,南海石油,0.04,0.00,0.00,0.05,229.43万,--,0.035,0.034,0.035,0.034
794,HK2028,映美控股,0.78,0.00,0.00,0.00,--,30.98,0.780,0,0,0
795,HK2112,优库资源,1.71,0.00,0.00,0.05,74.00万,95.15,1.710,1.710,1.710,1.690
796,HK2111,超盈国际控股,2.90,0.00,0.00,0.01,15.60万,9.85,2.900,2.900,2.950,2.900
797,HK2113,东盈控股,0.61,0.00,0.00,0.17,133.50万,55.45,0.610,0.590,0.610,0.590
798,HK2118,天山发展控股,2.37,0.00,0.00,0.01,11.00万,18.61,2.370,2.390,2.410,2.360
