code,exp2015,exp2016,exp2017,exp2018,income2015,income2016,income2017,income2018,net2015,net2016,net2017,net2018,sale2015,sale2016,sale2017,sale2018
PXMG,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
PXS,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
PYDS,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,366.28万_-2.69%,289.03万_-21.09%,562.11万_94.48%,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,124.69万_150.63%,117.21万_-6.00%,237.87万_102.94%,0_0
PYPL,0_0,2.15亿_--,2.67亿_24.19%,2.89亿_8.24%,0_0,29.81亿_--,37.44亿_25.60%,42.26亿_12.87%,0_0,2.15亿_--,2.67亿_24.19%,2.89亿_8.24%,0_0,7.17亿_--,8.70亿_21.34%,10.02亿_15.17%
PYX,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7.39亿_--,7.32亿_-0.95%,6.10亿_-16.67%,6.44亿_5.57%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3081.30万_--,3656.00万_18.65%,3507.80万_-4.05%,4631.40万_32.03%
PZA,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
PZZA,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4.17亿_--,4.40亿_5.52%,4.68亿_6.36%,3.74亿_-20.09%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.04亿_--,4531.40万_-77.79%,4982.20万_9.95%,7019.60万_40.89%
QAI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QAT,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QCLN,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QCOM,13.57亿_--,12.29亿_-9.43%,13.98亿_13.75%,13.88亿_-0.72%,54.56亿_--,61.84亿_13.34%,59.04亿_-4.53%,58.04亿_-1.69%,13.57亿_--,12.29亿_-9.43%,13.98亿_13.75%,13.88亿_-0.72%,5.95亿_--,5.68亿_-4.54%,7.41亿_30.46%,6.89亿_-7.02%
QD,0_0,2728.20万_--,3710.90万_36.02%,0_0,0_0,7.16亿_--,14.91亿_108.24%,0_0,0_0,2728.20万_--,3710.90万_36.02%,0_0,0_0,1.54亿_--,1.59亿_3.25%,0_0
QDEL,993.90万_--,750.80万_-24.46%,1067.40万_42.17%,1264.10万_18.43%,5241.20万_--,5280.80万_0.76%,1.15亿_117.77%,1.33亿_15.65%,993.90万_--,750.80万_-24.46%,1067.40万_42.17%,1264.10万_18.43%,1295.80万_--,1366.50万_5.46%,3508.20万_156.73%,3867.90万_10.25%
QDF,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QEFA,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QEP,-270万_--,-90万_66.67%,0.00元_100.00%,0.00元_NaN%,4.66亿_--,3.98亿_-14.59%,4.24亿_6.53%,4.10亿_-3.30%,-270万_--,-90万_66.67%,0.00元_100.00%,0.00元_NaN%,2.59亿_--,2.42亿_-6.56%,2.40亿_-0.83%,2.41亿_0.42%
QGEN,0_0,0_0,4094.40万_--,4066.70万_-0.68%,0_0,0_0,3.97亿_--,4.03亿_1.51%,0_0,0_0,4094.40万_--,4066.70万_-0.68%,0_0,0_0,1.67亿_--,1.26亿_-24.55%
QHC,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5.58亿_--,5.15亿_-7.71%,5.15亿_0.00%,4.59亿_-10.87%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.83亿_--,2.95亿_4.24%,2.72亿_-7.80%,2.40亿_-11.76%
QID,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QIWI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QLD,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QLYS,851.90万_--,923.80万_8.44%,1157.60万_25.31%,1507.30万_30.21%,4444.50万_--,5222.40万_17.50%,6291.50万_20.47%,7420.00万_17.94%,851.90万_--,923.80万_8.44%,1157.60万_25.31%,1507.30万_30.21%,1878.60万_--,2232.30万_18.83%,2720.50万_21.87%,2865.90万_5.34%
QNST,409.50万_--,393.00万_-4.03%,306.10万_-22.11%,343.00万_12.05%,7091.20万_--,7911.30万_11.57%,8153.20万_3.06%,1.12亿_37.37%,409.50万_--,393.00万_-4.03%,306.10万_-22.11%,343.00万_12.05%,746.80万_--,697.80万_-6.56%,627.40万_-10.09%,727.70万_15.99%
QQEW,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QQQ,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QQQX,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QRTEA,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,33.70亿_3.63%,31.62亿_-6.17%,33.44亿_5.76%,43.76亿_30.86%,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5.82亿_24.36%,5.09亿_-12.54%,5.42亿_6.48%,6.88亿_26.94%
QRVO,0_0,1.07亿_--,1.16亿_8.41%,1.11亿_-4.31%,0_0,6.08亿_--,6.43亿_5.76%,6.65亿_3.42%,0_0,1.07亿_--,1.16亿_8.41%,1.11亿_-4.31%,0_0,1.27亿_--,1.33亿_4.72%,1.23亿_-7.52%
QSR,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,12.34亿_--,13.85亿_12.24%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,9730.00万_--,2.97亿_205.24%
QTEC,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QTNA,954.50万_--,1369.10万_43.44%,1604.80万_17.22%,1905.40万_18.73%,2541.20万_--,3749.20万_47.54%,4127.50万_10.09%,6256.70万_51.59%,954.50万_--,1369.10万_43.44%,1604.80万_17.22%,1905.40万_18.73%,292.70万_--,527.70万_80.29%,855.50万_62.12%,916.10万_7.08%
QTNT,564.30万_--,665.90万_18.00%,1358.50万_104.01%,1325.80万_-2.41%,390.20万_--,504.50万_29.29%,552.60万_9.53%,613.70万_11.06%,564.30万_--,665.90万_18.00%,1358.50万_104.01%,1325.80万_-2.41%,561.70万_--,3477.10万_519.03%,3000.70万_-13.70%,3397.70万_13.23%
QTS,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QTT,0_0,0_0,839.93万_--,1.27亿_1412.03%,0_0,0_0,2.50亿_--,12.48亿_399.20%,0_0,0_0,839.93万_--,1.27亿_1412.03%,0_0,0_0,2.53亿_--,14.13亿_458.50%
QTWO,660.70万_--,850.80万_28.77%,1067.30万_25.45%,1551.70万_45.39%,3040.80万_--,4215.50万_38.63%,5170.30万_22.65%,6717.70万_29.93%,660.70万_--,850.80万_28.77%,1067.30万_25.45%,1551.70万_45.39%,1405.40万_--,1832.90万_30.42%,2052.30万_11.97%,2709.90万_32.04%
QUAD,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,13.14亿_--,11.98亿_-8.83%,11.64亿_-2.84%,11.82亿_1.55%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.02亿_--,1.84亿_-8.91%,1.70亿_-7.61%,1.51亿_-11.18%
QUAL,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
QUIK,349.00万_--,238.00万_-31.81%,245.80万_3.28%,242.20万_-1.46%,363.00万_--,294.50万_-18.87%,298.10万_1.22%,323.30万_8.45%,349.00万_--,238.00万_-31.81%,245.80万_3.28%,242.20万_-1.46%,246.10万_--,232.20万_-5.65%,251.90万_8.48%,230.20万_-8.61%
QUOT,1169.60万_--,1208.40万_3.32%,1186.00万_-1.85%,1015.10万_-14.41%,6941.30万_--,7542.20万_8.66%,9309.30万_23.43%,1.07亿_14.94%,1169.60万_--,1208.40万_3.32%,1186.00万_-1.85%,1015.10万_-14.41%,3622.60万_--,3595.00万_-0.76%,3810.30万_5.99%,3725.50万_-2.23%
QURE,0_0,1997.90万_--,1820.90万_-8.86%,1871.70万_2.79%,0_0,913.10万_--,258.40万_-71.70%,160.80万_-37.77%,0_0,1997.90万_--,1820.90万_-8.86%,1871.70万_2.79%,0_0,575.40万_--,728.30万_26.57%,721.00万_-1.00%
QYLD,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
R,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,16.73亿_--,17.00亿_1.61%,19.31亿_13.59%,22.58亿_16.93%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.98亿_--,1.72亿_-13.13%,2.56亿_48.84%,2.18亿_-14.84%
RA,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RACE,1.41亿_--,1.71亿_21.28%,1.75亿_2.34%,1.61亿_-8.00%,7.44亿_--,8.36亿_12.37%,8.40亿_0.48%,8.45亿_0.60%,1.41亿_--,1.71亿_21.28%,1.75亿_2.34%,1.61亿_-8.00%,1.06亿_--,6391.00万_-39.71%,7427.00万_16.21%,8707.60万_17.24%
RAD,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,59.03亿_--,53.94亿_-8.62%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,12.53亿_--,11.82亿_-5.67%
RADA,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RAIL,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.03亿_--,1.36亿_-33.00%,7924.10万_-41.73%,8783.50万_10.85%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1119.00万_--,909.00万_-18.77%,930.10万_2.32%,722.20万_-22.35%
RAMP,1908.00万_--,1675.80万_-12.17%,2347.80万_40.10%,2397.90万_2.13%,2.06亿_--,2.25亿_9.22%,2.25亿_0.00%,2.45亿_8.89%,1908.00万_--,1675.80万_-12.17%,2347.80万_40.10%,2397.90万_2.13%,5855.30万_--,8117.20万_38.63%,8615.40万_6.14%,9167.10万_6.40%
RARE,4456.50万_--,5074.60万_13.87%,6152.70万_21.25%,7161.80万_16.40%,0.00元_--,5000.00元_INF%,241.40万_48180.00%,1626.10万_573.61%,4456.50万_--,5074.60万_13.87%,6152.70万_21.25%,7161.80万_16.40%,1159.30万_--,1980.80万_70.86%,3772.00万_90.43%,3447.60万_-8.60%
RARX,462.40万_--,938.70万_103.01%,1264.50万_34.71%,1535.70万_21.45%,82.10万_--,0.00元_-100.00%,0.00元_NaN%,250.00万_INF%,462.40万_--,938.70万_103.01%,1264.50万_34.71%,1535.70万_21.45%,68.40万_--,160.60万_134.80%,267.70万_66.69%,380.20万_42.02%
RAVN,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RBA,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.35亿_--,7.07亿_423.70%,2.92亿_-58.70%,3.56亿_21.92%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7785.40万_--,8443.50万_8.45%,1.09亿_29.09%,1.13亿_3.67%
RBBN,1926.60万_2.42%,1983.60万_2.96%,4041.00万_103.72%,3640.60万_-9.91%,7632.60万_-0.61%,6757.20万_-11.47%,1.46亿_116.07%,1.67亿_14.38%,1926.60万_2.42%,1983.60万_2.96%,4041.00万_103.72%,3640.60万_-9.91%,2813.30万_-10.07%,2694.10万_-4.24%,5520.20万_104.90%,5358.90万_-2.92%
RBC,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,8.21亿_--,8.82亿_7.43%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,1.40亿_--,1.50亿_7.14%
RBS,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RBZ,0_0,0_0,0.00元_--,0_0,0_0,0_0,0.00元_--,0_0,0_0,0_0,0.00元_--,0_0,0_0,0_0,0.00元_--,0_0
RC,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,839.10万_--,672.90万_-19.81%
RCI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RCII,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,8.08亿_--,6.94亿_-14.11%,6.46亿_-6.92%,6.69亿_3.56%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,-12.96亿_--,-11.28亿_12.96%,-4.92亿_56.38%,-4.61亿_6.30%
RCKT,591.90万_531.70%,-1649.8万_-378.73%,491.80万_129.81%,2368.00万_381.50%,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,591.90万_531.70%,-1649.8万_-378.73%,491.80万_129.81%,2368.00万_381.50%,230.90万_197.94%,-556.8万_-341.14%,173.70万_131.20%,286.50万_64.94%
RCL,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,19.02亿_--,19.10亿_0.42%,20.04亿_4.92%,23.32亿_16.37%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4.79亿_--,4.90亿_2.30%,5.51亿_12.45%,6.08亿_10.34%
RCM,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,1.06亿_--,1.40亿_32.08%,2.63亿_87.86%,0_0,0.00元_--,0.00元_NaN%,0.00元_NaN%,0_0,1570.00万_--,1470.00万_-6.37%,2880.00万_95.92%
RCON,172.48万_--,109.94万_-36.26%,105.18万_-4.33%,85.92万_-18.31%,586.10万_--,575.28万_-1.85%,1604.17万_178.85%,1487.98万_-7.24%,172.48万_--,109.94万_-36.26%,105.18万_-4.33%,85.92万_-18.31%,2315.39万_--,785.15万_-66.09%,1292.50万_64.62%,984.77万_-23.81%
RCS,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RCUS,0_0,0_0,1214.60万_--,1143.60万_-5.85%,0_0,0_0,125.00万_--,156.20万_24.96%,0_0,0_0,1214.60万_--,1143.60万_-5.85%,0_0,0_0,244.80万_--,361.00万_47.47%
RDC,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,5.36亿_--,3.52亿_-34.33%,2.97亿_-15.62%,1.79亿_-39.73%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.30亿_--,1.27亿_-2.31%,1.33亿_4.72%,1.13亿_-15.04%
RDFN,0_0,884.90万_--,1128.70万_27.55%,1369.20万_21.31%,0_0,6678.20万_--,9575.40万_43.38%,1.24亿_29.50%,0_0,884.90万_--,1128.70万_27.55%,1369.20万_21.31%,0_0,1785.90万_--,2025.30万_13.41%,2502.30万_23.55%
RDHL,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RDIV,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RDN,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RDNT,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,2.16亿_16.13%,2.25亿_4.17%,2.36亿_4.89%,0_0,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,1677.50万_19.27%,1706.90万_1.75%,1647.70万_-3.47%,0_0
RDS.A,8.46亿_--,2.80亿_-66.90%,2.60亿_-7.14%,3.14亿_20.77%,601.76亿_--,670.92亿_11.49%,881.24亿_31.35%,1046.26亿_18.73%,8.46亿_--,2.80亿_-66.90%,2.60亿_-7.14%,3.14亿_20.77%,83.71亿_--,94.70亿_13.13%,87.49亿_-7.61%,94.06亿_7.51%
RDS.B,8.46亿_--,2.80亿_-66.90%,2.60亿_-7.14%,3.14亿_20.77%,601.76亿_--,670.92亿_11.49%,881.24亿_31.35%,1046.26亿_18.73%,8.46亿_--,2.80亿_-66.90%,2.60亿_-7.14%,3.14亿_20.77%,83.71亿_--,94.70亿_13.13%,87.49亿_-7.61%,94.06亿_7.51%
RDUS,2222.60万_--,2557.90万_15.09%,2290.00万_-10.47%,2393.20万_4.51%,0.00元_--,0.00元_NaN%,766.30万_INF%,3442.40万_349.22%,2222.60万_--,2557.90万_15.09%,2290.00万_-10.47%,2393.20万_4.51%,1158.50万_--,2746.30万_137.06%,5073.40万_84.74%,4389.80万_-13.47%
RDVY,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RDWR,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RDY,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RE,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RECN,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.49亿_--,1.53亿_2.68%,1.49亿_-2.61%,1.84亿_23.49%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4334.10万_--,4513.10万_4.13%,4936.60万_9.38%,5865.00万_18.81%
REDU,0_0,--_--,--_--,--_--,0_0,1.93亿_--,2.72亿_40.93%,3.54亿_30.15%,0_0,--_--,--_--,--_--,0_0,8714.50万_--,2.72亿_212.12%,1.44亿_-47.06%
REET,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
REFR,49.21万_--,25.71万_-47.75%,20.11万_-21.78%,20.33万_1.09%,37.87万_--,27.78万_-26.64%,27.94万_0.58%,37.08万_32.71%,49.21万_--,25.71万_-47.75%,20.11万_-21.78%,20.33万_1.09%,171.28万_--,141.02万_-17.67%,74.77万_-46.98%,81.47万_8.96%
REG,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1937.30万_--,1663.20万_-14.15%,1800.60万_8.26%,1354.40万_-24.78%
REGI,507.30万_--,-826.8万_-262.98%,-811.9万_1.80%,-1129.8万_-39.16%,3.88亿_--,5.58亿_43.81%,5.76亿_3.23%,5.19亿_-9.90%,507.30万_--,-826.8万_-262.98%,-811.9万_1.80%,-1129.8万_-39.16%,2212.90万_--,2685.90万_21.37%,2182.60万_-18.74%,2538.10万_16.29%
REGL,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
REGN,4.61亿_--,4.79亿_3.90%,5.28亿_10.23%,6.01亿_13.83%,11.55亿_--,12.94亿_12.03%,15.82亿_22.26%,19.28亿_21.87%,4.61亿_--,4.79亿_3.90%,5.28亿_10.23%,6.01亿_13.83%,2.95亿_--,3.26亿_10.51%,4.10亿_25.77%,4.91亿_19.76%
REI,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,736.24万_--,983.07万_33.53%,2330.87万_137.10%,2756.19万_18.25%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,586.81万_--,494.54万_-15.72%,1002.38万_102.69%,1387.42万_38.41%
RELX,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
REM,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
REMX,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
REN,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,2849.80万_-56.78%,6266.80万_119.90%,8567.40万_36.71%,0_0,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,2320.10万_-50.29%,2573.00万_10.90%,4730.40万_83.85%,0_0
REPH,502.10万_--,1010.30万_101.21%,896.30万_-11.28%,1003.80万_11.99%,1675.30万_--,1736.40万_3.65%,1904.40万_9.68%,1778.30万_-6.62%,502.10万_--,1010.30万_101.21%,896.30万_-11.28%,1003.80万_11.99%,517.10万_--,412.50万_-20.23%,908.20万_120.17%,808.20万_-11.01%
RES,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2.68亿_--,2.21亿_-17.54%,4.27亿_93.21%,3.77亿_-11.71%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.03亿_--,8419.40万_-18.26%,8003.50万_-4.94%,8256.90万_3.17%
RESI,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,233.80万_--,518.40万_121.73%
RESN,105.00万_--,259.60万_147.24%,308.90万_18.99%,408.60万_32.28%,0.00元_--,18.70万_INF%,17.10万_-8.56%,12.80万_-25.15%,105.00万_--,259.60万_147.24%,308.90万_18.99%,408.60万_32.28%,142.50万_--,283.10万_98.67%,270.50万_-4.45%,304.60万_12.61%
RETA,832.50万_--,1177.20万_41.41%,2044.30万_73.66%,2530.90万_23.80%,1250.10万_--,1262.60万_1.00%,996.40万_-21.08%,845.20万_-15.17%,832.50万_--,1177.20万_41.41%,2044.30万_73.66%,2530.90万_23.80%,476.10万_--,496.50万_4.28%,604.90万_21.83%,806.60万_33.34%
REV,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,5.22亿_4.19%,8.01亿_53.45%,7.87亿_-1.75%,0_0,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,0_0,2.50亿_0.81%,3.68亿_47.20%,3.92亿_6.52%,0_0
REVG,36.20万_--,103.70万_186.46%,80.00万_-22.85%,160.00万_100.00%,4.63亿_--,5.45亿_17.71%,6.84亿_25.50%,6.60亿_-3.51%,36.20万_--,103.70万_186.46%,80.00万_-22.85%,160.00万_100.00%,2902.80万_--,4435.10万_52.79%,5310.00万_19.73%,5410.00万_1.88%
REXR,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,0.00元_--,0.00元_NaN%,0_0,0_0,555.80万_--,629.70万_13.30%
REZ,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
REZI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RF,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RFI,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RFP,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,8.94亿_--,8.89亿_-0.56%,8.98亿_1.01%,9.32亿_3.79%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.06亿_--,8100.00万_-23.58%,9900.00万_22.22%,9100.00万_-8.08%
RGA,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RGEN,143.10万_--,203.90万_42.49%,306.90万_50.51%,315.20万_2.70%,2144.90万_--,2559.90万_19.35%,4161.20万_62.55%,5194.20万_24.82%,143.10万_--,203.90万_42.49%,306.90万_50.51%,315.20万_2.70%,647.30万_--,856.70万_32.35%,1614.40万_88.44%,1734.50万_7.44%
RGLD,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7358.00万_--,9413.00万_27.93%,1.09亿_15.80%,1.16亿_6.42%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3288.50万_--,4369.50万_32.87%,4975.40万_13.87%,5322.50万_6.98%
RGLS,1279.40万_22.15%,1497.90万_17.08%,1046.50万_-30.14%,0_0,1086.00万_157.41%,1.80万_-99.83%,1.80万_0.00%,0_0,1279.40万_22.15%,1497.90万_17.08%,1046.50万_-30.14%,0_0,542.70万_65.56%,478.20万_-11.89%,325.90万_-31.85%,0_0
RGNX,480.80万_--,1605.90万_234.01%,1417.00万_-11.76%,2432.90万_71.69%,444.80万_--,169.60万_-61.87%,204.00万_20.28%,4077.70万_1898.87%,480.80万_--,1605.90万_234.01%,1417.00万_-11.76%,2432.90万_71.69%,424.10万_--,574.20万_35.39%,480.80万_-16.27%,1114.40万_131.78%
RGR,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,1.52亿_--,1.62亿_6.58%,1.18亿_-27.16%,1.21亿_2.54%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,2225.90万_--,2184.40万_-1.86%,1919.90万_-12.11%,1676.90万_-12.66%
RGS,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,4.63亿_--,-5122.9万_-111.06%,3.21亿_726.60%,2.95亿_-8.10%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,7216.50万_--,2346.90万_-67.48%,5278.70万_124.92%,5600.10万_6.09%
RGSE,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0,0_0
RH,--_--,0.00元_--,0.00元_NaN%,--_--,5.83亿_--,6.47亿_10.98%,5.87亿_-9.27%,6.70亿_14.14%,--_--,0.00元_--,0.00元_NaN%,--_--,1.43亿_--,1.57亿_9.79%,1.70亿_8.28%,1.90亿_11.76%
RHE,--_--,0_0,0_0,0_0,601.50万_--,0_0,0_0,0_0,--_--,0_0,0_0,0_0,449.10万_--,0_0,0_0,0_0
RHI,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,13.05亿_--,12.65亿_-3.07%,13.46亿_6.40%,14.82亿_10.10%,0.00元_--,0.00元_NaN%,0.00元_NaN%,0.00元_NaN%,3.96亿_--,3.95亿_-0.25%,4.25亿_7.59%,4.67亿_9.88%
