,fz_2007-12-31,fz_2008-12-31,fz_2009-12-31,fz_2010-12-31,fz_2011-12-31,fz_2012-12-31,fz_2013-12-31,fz_2014-12-31,fz_2015-12-31,fz_2016-12-31,fz_2017-12-31,lrl_2007-12-31,lrl_2008-12-31,lrl_2009-12-31,lrl_2010-12-31,lrl_2011-12-31,lrl_2012-12-31,lrl_2013-12-31,lrl_2014-12-31,lrl_2015-12-31,lrl_2016-12-31,lrl_2017-12-31,roe_2007-12-31,roe_2008-12-31,roe_2009-12-31,roe_2010-12-31,roe_2011-12-31,roe_2012-12-31,roe_2013-12-31,roe_2014-12-31,roe_2015-12-31,roe_2016-12-31,roe_2017-12-31,zz_2007-12-31,zz_2008-12-31,zz_2009-12-31,zz_2010-12-31,zz_2011-12-31,zz_2012-12-31,zz_2013-12-31,zz_2014-12-31,zz_2015-12-31,zz_2016-12-31,zz_2017-12-31
sz002389,,,28.11%,7.85%,14.86%,7.64%,13.09%,23.65%,8.04%,11.72%,18.70%,,,20.73%,24.68%,26.58%,18.19%,8.26%,7.81%,12.43%,11.65%,13.54%,,,26.93%,11.10%,13.37%,5.06%,2.28%,2.80%,4.09%,3.63%,12.56%,,,0.77次,0.46次,0.44次,0.26次,0.25次,0.30次,0.28次,0.32次,0.25次
sz002056,,,12.80%,26.89%,26.13%,36.46%,32.48%,31.04%,31.09%,31.86%,30.26%,,,11.99%,12.10%,2.57%,-7.49%,8.50%,10.40%,8.16%,9.36%,9.61%,,,6.93%,14.09%,2.55%,-7.83%,9.95%,12.24%,9.61%,11.81%,13.59%,,,0.50次,0.92次,0.89次,0.70次,0.76次,0.80次,0.80次,0.86次,0.97次
sz300383,,,17.86%,15.79%,13.75%,19.00%,31.73%,19.09%,26.86%,27.74%,35.67%,,,20.85%,24.18%,24.43%,22.86%,21.83%,21.90%,19.30%,14.29%,10.90%,,,53.33%,29.38%,23.10%,24.67%,24.29%,15.12%,15.51%,7.77%,7.00%,,,1.87次,0.87次,0.81次,0.89次,0.81次,0.66次,0.49次,0.44次,0.42次
sz300608,,,,,,65.56%,62.92%,50.02%,51.85%,49.92%,32.22%,,,,,,3.06%,7.12%,8.56%,7.72%,8.09%,8.84%,,,,,,9.65%,21.57%,20.10%,15.81%,16.13%,11.13%,,,,,,2.07次,1.09次,1.08次,1.00次,0.97次,0.87次
sh600375,,,68.36%,60.16%,54.65%,60.67%,49.78%,58.64%,69.27%,71.72%,73.41%,,,3.13%,6.74%,7.37%,3.77%,3.80%,-7.67%,-26.77%,1.92%,1.09%,,,16.04%,39.16%,22.00%,6.31%,7.33%,-9.85%,-30.48%,2.84%,2.05%,,,1.60次,2.10次,1.72次,0.70次,0.86次,0.58次,0.40次,0.44次,0.59次
sz300079,,,23.56%,6.04%,3.95%,5.05%,4.83%,7.88%,20.41%,12.56%,17.18%,,,34.38%,42.60%,46.41%,51.30%,37.14%,34.12%,22.31%,16.42%,3.33%,,,28.35%,9.73%,9.25%,11.14%,5.28%,6.53%,7.47%,6.96%,1.04%,,,0.60次,0.25次,0.19次,0.21次,0.14次,0.18次,0.28次,0.36次,0.33次
sz002747,,,,,31.17%,37.51%,34.43%,36.36%,32.72%,21.86%,49.56%,,,,,13.18%,10.71%,11.98%,8.32%,10.77%,11.24%,9.46%,,,,,36.95%,20.82%,22.70%,16.30%,11.75%,8.41%,6.27%,,,,,3.44次,1.24次,1.18次,1.20次,0.81次,0.52次,0.42次
sh603630,,,,,,36.99%,37.13%,24.99%,20.88%,22.21%,9.68%,,,,,,10.70%,11.62%,13.50%,14.50%,14.25%,14.07%,,,,,,31.84%,23.86%,24.69%,22.68%,19.53%,9.46%,,,,,,2.69次,1.29次,1.26次,1.20次,1.07次,0.66次
sz000045,,,38.54%,18.69%,24.26%,30.72%,19.42%,22.20%,26.77%,16.49%,16.03%,,,7.79%,6.38%,6.86%,-9.58%,4.17%,-9.38%,0.69%,-7.28%,4.99%,,,8.88%,4.74%,3.60%,-6.06%,2.31%,-5.06%,0.39%,-4.10%,2.23%,,,0.71次,0.52次,0.41次,0.46次,0.48次,0.43次,0.42次,0.34次,0.35次
sh600329,,,51.24%,45.60%,46.78%,48.45%,51.07%,45.81%,32.36%,32.36%,30.15%,,,9.54%,9.24%,6.07%,8.93%,6.00%,5.35%,6.47%,6.60%,8.32%,,,18.54%,17.74%,13.36%,21.96%,15.45%,13.85%,13.54%,10.38%,11.05%,,,0.81次,0.93次,1.10次,1.20次,1.24次,1.32次,1.23次,0.99次,0.88次
sh600683,,,69.27%,75.13%,81.88%,84.26%,90.58%,92.68%,89.82%,87.94%,84.74%,,,16.17%,17.62%,5.54%,4.85%,3.30%,5.54%,7.30%,12.60%,15.23%,,,8.73%,16.04%,6.72%,4.81%,4.01%,1.35%,5.99%,14.01%,14.29%,,,0.20次,0.21次,0.14次,0.08次,0.05次,0.13次,0.29次,0.21次,0.22次
sh603355,,,,,64.80%,58.47%,56.90%,49.62%,31.22%,41.59%,37.28%,,,,,8.89%,9.85%,8.64%,8.13%,9.08%,11.44%,6.40%,,,,,29.44%,36.08%,28.23%,25.72%,17.32%,18.13%,11.77%,,,,,2.67次,1.42次,1.38次,1.48次,1.19次,0.99次,1.11次
sz002474,,,19.81%,4.66%,6.18%,11.50%,14.54%,19.56%,27.51%,33.83%,44.67%,,,23.81%,25.33%,27.58%,21.83%,10.40%,3.67%,2.48%,3.56%,4.23%,,,30.12%,17.65%,10.08%,9.81%,4.73%,1.65%,1.16%,1.80%,2.31%,,,0.92次,0.42次,0.34次,0.41次,0.39次,0.37次,0.35次,0.35次,0.31次
sh603456,,,61.24%,59.82%,58.64%,55.55%,52.50%,28.30%,24.57%,14.41%,14.69%,,,10.37%,13.26%,12.52%,11.95%,12.72%,10.66%,13.82%,6.74%,8.55%,,,32.46%,38.28%,29.44%,25.97%,25.42%,13.93%,11.63%,4.40%,5.65%,,,1.07次,1.12次,0.95次,0.93次,0.90次,0.68次,0.52次,0.52次,0.56次
sz002076,,,20.63%,24.31%,29.30%,25.23%,28.68%,31.38%,29.90%,39.01%,52.50%,,,3.32%,3.49%,4.55%,3.44%,4.07%,3.79%,6.48%,3.26%,3.43%,,,2.81%,3.15%,5.24%,3.63%,3.98%,4.19%,6.23%,4.11%,5.39%,,,0.70次,0.69次,0.85次,0.75次,0.69次,0.75次,0.78次,0.52次,0.53次
sz300221,,,49.71%,51.48%,28.74%,24.98%,35.06%,42.10%,39.97%,42.64%,34.37%,,,8.93%,8.62%,7.41%,3.78%,1.24%,2.11%,3.45%,10.72%,8.63%,,,26.56%,28.01%,11.05%,5.03%,1.77%,3.46%,5.57%,18.48%,11.08%,,,1.50次,1.56次,1.12次,0.97次,0.99次,0.97次,0.92次,1.00次,1.02次
sz000413,,,36.22%,36.38%,30.55%,75.59%,34.97%,48.06%,49.44%,50.73%,52.64%,,,-52.84%,5.19%,11.62%,30.94%,43.95%,42.42%,29.95%,18.99%,11.18%,,,-13.75%,0.01%,5.23%,46.32%,9.43%,14.13%,14.99%,7.28%,7.09%,,,0.16次,0.21次,0.28次,0.64次,0.17次,0.20次,0.23次,0.18次,0.30次
sz000066,,,70.01%,67.44%,68.83%,73.85%,77.85%,78.59%,77.94%,76.74%,50.28%,,,2.86%,1.00%,0.62%,0.12%,-0.98%,-0.06%,-0.27%,0.31%,7.32%,,,27.41%,8.43%,3.04%,-8.02%,1.05%,2.18%,-1.39%,1.25%,9.12%,,,1.51次,2.76次,2.33次,2.22次,1.99次,1.92次,1.84次,1.72次,0.34次
sh600804,,,26.11%,17.98%,45.10%,56.44%,64.73%,67.73%,70.14%,68.85%,68.77%,,,13.99%,10.63%,8.02%,8.12%,7.01%,7.67%,9.06%,8.58%,9.39%,,,11.77%,4.72%,4.54%,5.68%,10.10%,11.63%,14.04%,12.98%,11.43%,,,0.64次,0.51次,0.40次,0.33次,0.55次,0.50次,0.47次,0.45次,0.37次
sh600165,,,68.60%,72.64%,47.66%,57.12%,57.55%,61.50%,73.69%,73.02%,55.62%,,,0.30%,-3.25%,0.38%,2.33%,0.59%,-8.49%,4.38%,-6.74%,3.30%,,,1.01%,-11.64%,0.28%,4.21%,1.07%,-11.07%,4.89%,-21.89%,4.60%,,,1.00次,0.95次,0.88次,0.81次,0.69次,0.54次,0.34次,0.77次,0.44次
sh600637,,,60.58%,53.34%,14.39%,19.10%,24.67%,28.42%,23.53%,21.97%,20.71%,,,1.26%,4.91%,26.63%,24.55%,25.08%,23.84%,16.68%,16.44%,14.74%,,,2.86%,8.55%,20.11%,18.27%,19.79%,19.18%,14.49%,11.42%,8.28%,,,0.65次,0.69次,0.44次,0.58次,0.58次,0.51次,0.89次,0.54次,0.44次
sh600747,,,55.48%,62.88%,55.90%,52.28%,36.52%,17.54%,19.73%,20.56%,16.85%,,,5.96%,-26.97%,5.49%,-49.89%,10.00%,2.95%,-4.37%,-5.75%,30.66%,,,1.45%,-20.34%,2.05%,-16.15%,6.14%,1.11%,-3.93%,-4.93%,1.59%,,,0.38次,0.26次,0.27次,0.15次,0.31次,0.24次,0.74次,0.68次,0.04次
sz300174,,,37.79%,31.10%,8.29%,13.12%,14.91%,17.73%,30.17%,40.62%,49.75%,,,16.38%,18.28%,14.59%,6.81%,1.45%,2.04%,7.58%,9.65%,7.66%,,,30.70%,32.06%,7.77%,4.63%,1.08%,1.63%,5.73%,7.96%,8.70%,,,1.18次,1.16次,0.71次,0.61次,0.64次,0.67次,0.79次,0.66次,0.70次
sz300385,,,78.03%,57.98%,51.85%,50.23%,48.27%,30.55%,46.54%,47.89%,45.86%,,,8.88%,11.31%,13.83%,15.23%,13.52%,10.96%,12.14%,14.87%,9.30%,,,38.80%,36.30%,25.71%,22.39%,17.67%,9.24%,8.38%,12.05%,7.38%,,,1.61次,0.92次,0.88次,0.72次,0.66次,0.52次,0.49次,0.46次,0.43次
sz002184,,,17.64%,24.08%,27.21%,32.83%,33.02%,42.84%,51.79%,41.98%,41.07%,,,4.08%,2.57%,1.94%,0.30%,2.62%,4.24%,5.12%,1.58%,1.66%,,,6.01%,4.26%,2.85%,0.31%,4.26%,7.37%,9.85%,1.37%,1.31%,,,1.22次,1.34次,1.19次,1.06次,1.14次,1.09次,1.00次,0.85次,0.95次
sh603078,,,,,,38.55%,47.36%,40.76%,33.42%,31.26%,15.25%,,,,,,8.98%,7.28%,18.60%,19.02%,20.70%,15.15%,,,,,,9.96%,7.69%,25.46%,20.45%,19.59%,9.09%,,,,,,1.31次,0.61次,0.76次,0.66次,0.63次,0.49次
sz300338,,,24.12%,28.60%,33.21%,10.72%,11.00%,12.91%,18.38%,20.92%,29.11%,,,14.55%,18.88%,20.53%,19.16%,16.64%,15.58%,0.66%,1.14%,17.05%,,,15.59%,23.43%,20.42%,12.02%,6.55%,6.58%,0.50%,0.78%,8.63%,,,1.47次,0.75次,0.68次,0.48次,0.34次,0.36次,0.31次,0.36次,0.49次
sz000632,,,78.35%,80.03%,81.43%,72.34%,74.41%,75.81%,80.97%,79.19%,79.20%,,,0.94%,0.50%,0.33%,0.33%,0.42%,0.07%,0.78%,0.81%,0.92%,,,3.91%,2.90%,2.04%,1.88%,1.14%,0.97%,0.99%,1.34%,1.95%,,,0.81次,1.16次,1.25次,1.08次,0.99次,0.75次,0.71次,0.71次,0.97次
sz002343,,,36.67%,16.54%,13.31%,17.07%,23.28%,20.40%,63.03%,65.44%,49.84%,,,11.04%,9.40%,7.11%,6.39%,4.84%,4.26%,23.63%,16.65%,24.72%,,,28.16%,8.99%,7.12%,6.21%,4.43%,4.57%,21.55%,23.26%,25.31%,,,1.41次,1.17次,0.95次,0.85次,0.83次,0.91次,0.37次,0.53次,0.36次
sz300196,,,46.35%,39.33%,12.43%,23.45%,29.24%,25.81%,33.28%,23.50%,20.98%,,,14.09%,13.74%,14.03%,15.24%,11.69%,13.37%,14.82%,15.32%,9.94%,,,19.58%,24.78%,9.03%,10.63%,11.38%,14.21%,17.92%,14.90%,8.65%,,,0.71次,0.94次,0.65次,0.56次,0.70次,0.75次,0.80次,0.67次,0.66次
sz300201,,,35.04%,40.80%,14.46%,27.47%,34.30%,37.20%,40.26%,47.11%,42.46%,,,18.16%,17.63%,9.77%,7.86%,1.37%,2.83%,3.02%,6.13%,10.23%,,,23.26%,18.84%,4.73%,3.89%,0.85%,2.50%,3.40%,8.33%,11.21%,,,0.78次,0.66次,0.45次,0.37次,0.42次,0.55次,0.69次,0.73次,0.59次
sh603577,,,,,68.36%,63.40%,58.23%,47.35%,44.94%,43.23%,44.46%,,,,,2.67%,7.22%,8.38%,7.61%,10.27%,9.72%,5.93%,,,,,5.19%,16.66%,16.94%,11.34%,12.72%,12.51%,5.58%,,,,,1.18次,0.79次,0.79次,0.69次,0.67次,0.56次,0.52次
sz300654,,,,,,,51.94%,55.08%,50.24%,46.39%,33.21%,,,,,,,10.67%,6.37%,8.82%,8.27%,8.28%,,,,,,,17.19%,12.30%,17.05%,13.48%,10.44%,,,,,,,1.78次,0.89次,0.92次,0.84次,0.69次
sh603660,,,,,30.89%,39.56%,35.46%,44.76%,37.26%,24.55%,28.69%,,,,,11.95%,11.17%,10.54%,5.26%,9.75%,12.03%,14.80%,,,,,30.75%,25.51%,22.70%,11.05%,21.34%,23.98%,21.46%,,,,,2.66次,1.46次,1.35次,1.20次,1.28次,1.16次,1.06次
sz002557,,,57.02%,53.04%,18.80%,19.64%,30.29%,34.13%,36.01%,28.17%,33.00%,,,6.50%,7.54%,8.18%,10.74%,8.58%,9.39%,11.03%,10.22%,8.93%,,,30.07%,33.77%,10.64%,11.24%,9.91%,11.01%,11.94%,12.26%,10.74%,,,1.57次,1.96次,1.26次,0.86次,0.83次,0.76次,0.75次,0.80次,0.81次
sz002610,,,60.54%,50.13%,48.32%,63.83%,69.88%,71.71%,79.49%,65.01%,66.12%,,,8.73%,8.01%,12.80%,-3.93%,0.72%,3.28%,3.70%,3.96%,2.30%,,,43.91%,35.41%,25.18%,-4.37%,0.69%,5.73%,4.73%,2.92%,2.01%,,,1.52次,1.90次,0.85次,0.44次,0.49次,0.47次,0.31次,0.27次,0.29次
