,净利润_2009-12-31,净利润_2010-12-31,净利润_2011-06-30,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-12-31,净利润_2014-09-30,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2009-12-31,净利润同比增长_2010-12-31,净利润同比增长_2011-06-30,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-12-31,净利润同比增长_2014-09-30,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2009-12-31,营收_2010-12-31,营收_2011-06-30,营收_2011-12-31,营收_2012-12-31,营收_2013-12-31,营收_2014-09-30,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2009-12-31,营收增长同比_2010-12-31,营收增长同比_2011-06-30,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-12-31,营收增长同比_2014-09-30,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
sz002099,,,,,,,,,,,,,,,,-2.09亿,1.16亿,1.27亿,4179万,5697万,4477万,2.31亿,2.07亿,1.22亿,,,,,,,,,,,,,,,,-417.07,-12.50,-25.66,-67.91,--,-61.51,81.75,395.75,114.13,,,,,,,,,,,,,,,,5.29亿,5.84亿,6.44亿,4.94亿,5.87亿,6.11亿,7.55亿,6.98亿,6.55亿,,,,,,,,,,,,,,,,-10.05,-8.95,-0.13,-20.17,10.98,4.54,17.32,41.39,11.47
sz300424,,,,,,,,,,,,,,,1689万,2294万,183万,1991万,1908万,2587万,197万,2879万,1317万,,,,,,,,,,,,,,,,-18.33,2.38,90.07,4.37,13.00,12.80,7.45,44.64,-30.97,,,,,,,,,,,,,,,,9719万,1.58亿,7958万,1.15亿,1.10亿,1.69亿,7598万,2.12亿,2.07亿,,,,,,,,,,,,,,,,28.44,15.04,25.46,8.58,12.68,7.15,-4.52,84.28,89.44,
sh601607,,,,,,,,,,,,,,,7.25亿,7.39亿,9.99亿,9.26亿,7.63亿,8.32亿,10.2亿,10.1亿,13.4亿,,,,,,,,,,,,,,,,12.39,5.88,12.37,9.81,5.35,12.56,2.07,9.46,75.33,,,,,,,,,,,,,,,,308亿,302亿,331亿,326亿,333亿,318亿,364亿,395亿,417亿,,,,,,,,,,,,,,,,9.72,14.25,13.16,7.33,7.89,5.18,9.83,20.96,25.47,
sz000888,,,,,,,,,,,,,,,8532万,4649万,1652万,4626万,8872万,4511万,1839万,5165万,9880万,,,,,,,,,,,,,,,,-1.61,-14.98,3.02,6.71,3.99,-2.98,11.33,11.64,11.36,,,,,,,,,,,,,,,,3.40亿,2.19亿,2.53亿,2.70亿,3.35亿,2.20亿,2.64亿,2.60亿,3.23亿,,,,,,,,,,,,,,,,-8.42,-3.05,4.91,12.20,-1.46,0.51,4.32,-3.73,-3.71,
sz002908,,,,,,,,,,,,,,,--,2493万,561万,1696万,1534万,1961万,774万,1700万,837万,,,,,,,,,,,,,,,,--,--,--,--,--,-21.34,38.07,0.28,-45.45,,,,,,,,,,,,,,,,--,1.33亿,6897万,8727万,1.02亿,1.68亿,7720万,9124万,9618万,,,,,,,,,,,,,,,,--,--,--,--,--,26.58,11.94,4.55,-5.86,
sz002288,,,,,,,,,,,,,,,139万,-8197万,1114万,1230万,392万,1950万,1539万,2091万,440万,,,,,,,,,,,,,,,,-79.18,--,33.30,--,276.07,--,38.14,69.99,12.35,,,,,,,,,,,,,,,,2.43亿,3.70亿,2.84亿,3.43亿,3.68亿,4.44亿,2.99亿,4.12亿,3.04亿,,,,,,,,,,,,,,,,-5.16,8.41,35.74,60.82,51.30,20.07,5.39,20.22,-17.50,
sz002735,,,,,,,,,,,,,,,1002万,1492万,816万,1113万,1166万,770万,652万,999万,1490万,,,,,,,,,,,,,,,,69.10,62.16,74.65,48.35,16.33,-48.39,-20.07,-10.17,27.75,,,,,,,,,,,,,,,,1.17亿,1.53亿,1.19亿,1.43亿,1.53亿,1.84亿,1.33亿,1.50亿,2.89亿,,,,,,,,,,,,,,,,2.58,28.98,27.69,29.01,30.98,20.02,12.39,4.89,88.53,
sh600958,,,,,,,,,,,,,,,5.92亿,4.38亿,8.44亿,9.11亿,8.74亿,9.25亿,4.36亿,2.79亿,1.88亿,,,,,,,,,,,,,,,,1681.00,-69.02,99.55,5.88,47.48,111.05,-48.34,-69.33,-78.45,,,,,,,,,,,,,,,,18.8亿,21.1亿,21.3亿,25.0亿,24.3亿,34.7亿,19.4亿,23.3亿,22.9亿,,,,,,,,,,,,,,,,112.94,-40.64,54.16,65.29,29.65,64.71,-8.67,-6.66,-5.86,
sz002876,,,,,,,,,,,,,,,2237万,2915万,2051万,1011万,2519万,2640万,1337万,1500万,-566万,,,,,,,,,,,,,,,,--,--,--,--,12.60,-9.42,-34.81,48.32,-122.46,,,,,,,,,,,,,,,,2.30亿,2.26亿,1.68亿,1.95亿,2.47亿,2.07亿,1.60亿,2.57亿,2.28亿,,,,,,,,,,,,,,,,--,--,--,--,7.68,-8.62,-4.72,31.52,-7.63,
sh600660,,,,,,,,,,,,,,,7.19亿,9.69亿,6.93亿,6.93亿,7.57亿,10.1亿,5.63亿,13.1亿,13.9亿,,,,,,,,,,,,,,,,13.48,28.05,18.83,-20.65,5.40,3.75,-18.80,88.37,83.99,,,,,,,,,,,,,,,,40.1亿,50.3亿,42.0亿,45.2亿,46.9亿,53.2亿,47.5亿,53.4亿,50.4亿,,,,,,,,,,,,,,,,29.06,29.72,17.68,12.42,16.96,5.67,13.11,18.18,7.51,
sz000417,,,,,,,,,,,,,,,4641万,5217万,1.12亿,6438万,7636万,-3970万,1.13亿,5022万,790万,,,,,,,,,,,,,,,,10.31,16.65,16.58,-26.95,64.53,-176.10,1.21,-21.99,-89.65,,,,,,,,,,,,,,,,21.8亿,23.8亿,30.9亿,23.1亿,24.2亿,25.6亿,32.2亿,23.5亿,23.1亿,,,,,,,,,,,,,,,,5.58,-4.46,4.50,4.01,11.29,7.83,4.24,1.93,-4.85,
sz002745,,,,,,,,,,,,,,,1.61亿,1.59亿,1.33亿,1.74亿,1.34亿,2.29亿,1.66亿,3.18亿,1.17亿,,,,,,,,,,,,,,,,839.02,2294.02,162.70,69.90,-17.20,43.50,24.94,83.45,-12.39,,,,,,,,,,,,,,,,16.0亿,18.4亿,15.4亿,20.9亿,22.3亿,23.1亿,20.2亿,49.7亿,53.6亿,,,,,,,,,,,,,,,,80.23,84.59,87.36,64.82,39.85,25.82,31.70,137.92,139.78,
sz300278,,,,,,,,,,,,,,,1387万,4020万,3847万,2685万,-175万,-257万,1285万,1083万,-1873万,,,,,,,,,,,,,,,,-37.16,121.41,4.87,4.40,-112.60,-106.40,-66.59,-59.67,--,,,,,,,,,,,,,,,,4.81亿,6.77亿,8.04亿,8.51亿,6.34亿,6.77亿,4.45亿,7.63亿,7.42亿,,,,,,,,,,,,,,,,12.58,52.06,35.17,66.63,31.89,0.09,-44.66,-10.31,17.03,
sh600995,,,,,,,,,,,,,,,2849万,1188万,9481万,1.04亿,2310万,-6569万,1.87亿,9588万,4542万,,,,,,,,,,,,,,,,30.56,--,11.41,208.13,-18.92,-652.92,97.51,-8.23,96.63,,,,,,,,,,,,,,,,3.93亿,4.74亿,5.86亿,4.67亿,4.78亿,5.03亿,5.58亿,5.18亿,4.60亿,,,,,,,,,,,,,,,,-13.60,4.69,15.73,0.93,21.64,6.20,-4.92,11.04,-3.77,
sz002109,,,,,,,,,,,,,,,1026万,5524万,5702万,4305万,2949万,7686万,6434万,6083万,6437万,,,,,,,,,,,,,,,,--,--,--,49.80,187.58,39.14,12.84,41.31,118.25,,,,,,,,,,,,,,,,5.28亿,5.26亿,5.14亿,4.19亿,4.48亿,5.12亿,5.57亿,4.93亿,5.11亿,,,,,,,,,,,,,,,,-4.11,-14.67,45.48,-33.46,-15.16,-2.60,8.36,17.62,14.04,
sh603901,,,,,,,,,,,,,,,2706万,1837万,1713万,2189万,1819万,863万,1402万,3066万,2455万,,,,,,,,,,,,,,,,39.79,3.62,9.79,-20.81,-32.77,-53.01,-18.14,40.02,34.92,,,,,,,,,,,,,,,,2.38亿,3.21亿,2.48亿,3.26亿,3.81亿,4.22亿,3.02亿,4.51亿,4.05亿,,,,,,,,,,,,,,,,6.86,30.08,29.95,27.46,60.16,31.43,21.56,38.33,6.32,
sz000657,,,,,,,,,,,,,,,1706万,-876万,2414万,3452万,6673万,269万,5748万,1615万,2980万,,,,,,,,,,,,,,,,--,--,--,7.28,291.15,--,138.14,-53.23,-55.34,,,,,,,,,,,,,,,,12.7亿,12.9亿,14.0亿,16.6亿,17.8亿,16.9亿,17.5亿,20.7亿,21.2亿,,,,,,,,,,,,,,,,28.45,-32.40,22.21,12.19,40.30,30.65,24.52,24.23,18.60,
sz002396,,,,,,,,,,,,,,,1.38亿,1.43亿,-1859万,7042万,2.19亿,2.01亿,-668万,1.24亿,2.85亿,,,,,,,,,,,,,,,,17.93,15.56,--,44.76,59.40,40.34,--,76.10,30.00,,,,,,,,,,,,,,,,14.6亿,23.5亿,7.96亿,15.9亿,22.2亿,31.0亿,13.1亿,22.1亿,26.7亿,,,,,,,,,,,,,,,,17.85,21.01,11.62,36.83,51.97,31.78,64.03,39.06,20.19,
sz300415,,,,,,,,,,,,,,,2300万,3488万,5199万,8144万,2005万,7055万,4930万,7227万,533万,,,,,,,,,,,,,,,,185.43,78.22,319.17,111.14,210.98,102.28,-5.17,-11.26,-73.42,,,,,,,,,,,,,,,,3.82亿,4.19亿,4.12亿,5.17亿,1.82亿,5.44亿,4.72亿,6.42亿,1.07亿,,,,,,,,,,,,,,,,34.33,39.80,54.01,38.16,40.21,29.77,14.56,24.11,-41.13,
sh600138,,,,,,,,,,,,,,,1.21亿,4484万,8666万,2.60亿,1.54亿,7051万,9881万,3.06亿,1.42亿,,,,,,,,,,,,,,,,-0.30,415.69,9.54,8.84,28.07,57.26,14.02,17.63,-8.19,,,,,,,,,,,,,,,,27.6亿,25.9亿,20.4亿,27.2亿,29.5亿,33.1亿,25.1亿,30.6亿,33.6亿,,,,,,,,,,,,,,,,-10.78,-4.41,-14.04,4.57,6.91,27.61,22.82,12.50,13.95,
sh600747,,,,,,,,,,,,,,,-1479万,-4541万,-932万,-974万,6664万,-1638万,606万,-2043万,1208万,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,-81.87,,,,,,,,,,,,,,,,1.24亿,-11.4亿,2456万,1.15亿,7.41亿,-7.76亿,2525万,7.40亿,5.84亿,,,,,,,,,,,,,,,,-91.12,53.57,-94.04,-86.94,496.49,31.80,2.80,546.23,-21.22,
sz002286,,,,,,,,,,,,,,,963万,924万,1410万,2220万,649万,683万,1427万,2276万,679万,,,,,,,,,,,,,,,,28.48,109.84,5.85,29.42,-32.61,-26.07,1.21,2.50,4.73,,,,,,,,,,,,,,,,3.72亿,3.84亿,3.75亿,4.21亿,4.03亿,3.94亿,3.87亿,4.32亿,4.37亿,,,,,,,,,,,,,,,,23.84,38.21,36.31,21.87,8.14,2.53,3.07,2.52,8.44,
sz300409,,,,,,,,,,,,,,,3531万,1843万,1691万,5140万,4272万,4108万,6508万,7564万,7162万,,,,,,,,,,,,,,,,218.31,1743.69,80.18,35.19,20.99,122.93,284.78,47.14,67.65,,,,,,,,,,,,,,,,2.49亿,2.39亿,1.38亿,2.95亿,6.76亿,5.86亿,7.43亿,9.35亿,9.35亿,,,,,,,,,,,,,,,,44.17,72.51,46.24,32.96,172.12,145.57,437.64,216.60,38.29,
sh601212,,,,,,,,,,,,,,,9936万,2610万,2352万,1.11亿,9442万,1004万,3431万,-1.31亿,-1.49亿,,,,,,,,,,,,,,,,--,-81.64,-45.35,34.11,-4.97,-61.51,45.88,-217.93,-257.77,,,,,,,,,,,,,,,,192亿,79.9亿,55.9亿,213亿,220亿,77.4亿,105亿,119亿,184亿,,,,,,,,,,,,,,,,--,-35.34,17.40,-11.18,14.46,-3.08,87.17,-44.09,-16.44,
sh600320,,,,,,,,,,,,,,,4328万,5685万,6637万,4906万,5555万,1.29亿,8359万,7853万,3281万,,,,,,,,,,,,,,,,-31.50,52.93,23.69,-16.32,28.35,127.30,25.95,60.06,-40.93,,,,,,,,,,,,,,,,65.9亿,59.6亿,42.2亿,63.9亿,45.9亿,66.5亿,46.9亿,53.8亿,47.2亿,,,,,,,,,,,,,,,,6.63,-9.21,-8.90,-10.78,-30.36,11.69,11.04,-15.82,2.79,
sz000411,,,,,,,,,,,,,,,1946万,2719万,2125万,2093万,1819万,2311万,2308万,2676万,2501万,,,,,,,,,,,,,,,,-3.39,101.17,15.62,-4.00,-6.52,-15.02,8.60,27.85,37.45,,,,,,,,,,,,,,,,44.2亿,44.8亿,45.1亿,46.8亿,47.5亿,49.7亿,51.2亿,49.7亿,51.7亿,,,,,,,,,,,,,,,,12.21,14.06,9.04,11.01,7.26,10.95,13.54,6.35,8.93,
sz002328,,,,,,,,,,,,,,,1879万,2362万,1830万,3107万,2136万,2132万,1866万,3735万,1684万,,,,,,,,,,,,,,,,4.75,26.34,7.32,-13.54,13.68,-9.73,1.96,20.21,-21.18,,,,,,,,,,,,,,,,11.3亿,8.04亿,6.38亿,12.0亿,10.8亿,10.3亿,9.80亿,10.0亿,7.96亿,,,,,,,,,,,,,,,,23.07,-13.82,-22.40,0.07,-4.47,27.56,53.54,-16.56,-26.50,
sh603032,,,,,,,,,,,,,,,843万,829万,330万,914万,891万,575万,15.9万,209万,329万,,,,,,,,,,,,,,,,--,7.95,-35.90,-68.34,5.59,-30.69,-95.20,-77.11,-63.10,,,,,,,,,,,,,,,,7977万,5552万,4858万,4906万,5873万,4097万,3231万,3297万,3687万,,,,,,,,,,,,,,,,--,-22.88,-18.15,-20.15,-26.38,-26.21,-33.49,-32.79,-37.23,
sz300502,,,,,,,,,,,,,,,3203万,2479万,2988万,3278万,3396万,1447万,-364万,-1152万,2057万,,,,,,,,,,,,,,,,60.37,7.48,39.10,21.45,6.05,-41.63,-112.17,-135.13,-39.43,,,,,,,,,,,,,,,,1.71亿,2.04亿,1.92亿,2.39亿,2.31亿,2.15亿,1.78亿,1.59亿,1.98亿,,,,,,,,,,,,,,,,19.91,23.68,30.90,24.06,35.59,5.45,-7.32,-33.70,-14.37,
sh603320,,,,,,,,,,,,,,,842万,1541万,1506万,1551万,1090万,1006万,1006万,1336万,1243万,,,,,,,,,,,,,,,,--,--,--,--,29.39,-34.74,-33.17,-13.85,14.06,,,,,,,,,,,,,,,,1.33亿,1.35亿,1.49亿,1.77亿,1.66亿,1.61亿,1.57亿,1.67亿,1.62亿,,,,,,,,,,,,,,,,--,--,--,--,25.41,19.68,5.40,-5.29,-2.72,
sh601111,,,,,,,,,,,,,,,37.7亿,-4.13亿,14.7亿,18.6亿,49.5亿,-10.4亿,26.3亿,8.40亿,34.7亿,,,,,,,,,,,,,,,,61.68,-183.62,-39.79,81.94,31.39,--,79.23,-54.82,-29.95,,,,,,,,,,,,,,,,319亿,272亿,290亿,284亿,344亿,296亿,316亿,326亿,386亿,,,,,,,,,,,,,,,,2.22,7.41,9.78,7.56,9.14,4.18,9.11,14.87,12.31,
sh603737,,,,,,,,,,,,,,,1820万,8136万,-1284万,5321万,4968万,8592万,-780万,6686万,7012万,,,,,,,,,,,,,,,,34.46,16.23,--,11.12,173.05,5.61,--,25.65,41.13,,,,,,,,,,,,,,,,4.83亿,7.27亿,3.35亿,6.72亿,7.10亿,9.02亿,3.89亿,9.37亿,9.73亿,,,,,,,,,,,,,,,,36.41,24.50,57.54,28.05,46.98,24.00,15.94,39.41,37.05,
sh600676,,,,,,,,,,,,,,,5740万,9930万,8437万,8245万,5231万,2.27亿,8258万,1.17亿,1053万,,,,,,,,,,,,,,,,-32.33,14.40,9.07,12.01,-8.88,128.46,-2.12,41.88,-79.87,,,,,,,,,,,,,,,,21.5亿,23.5亿,19.4亿,22.6亿,22.7亿,28.5亿,21.8亿,24.1亿,25.8亿,,,,,,,,,,,,,,,,18.30,13.16,0.22,11.03,5.67,21.29,12.52,6.66,13.66,
sz002522,,,,,,,,,,,,,,,2573万,2901万,1911万,2245万,2437万,207万,1148万,1352万,1237万,,,,,,,,,,,,,,,,60.95,2.28,-5.71,-20.92,-5.28,-92.87,-39.91,-39.80,-49.26,,,,,,,,,,,,,,,,1.27亿,1.59亿,1.47亿,1.60亿,1.56亿,1.71亿,2.26亿,2.57亿,2.95亿,,,,,,,,,,,,,,,,-4.97,30.71,23.62,19.68,23.41,7.63,53.49,60.35,88.36,
sz300640,,,,,,,,,,,,,,,1005万,1803万,1034万,976万,926万,629万,737万,514万,1536万,,,,,,,,,,,,,,,,--,--,36.57,10.91,-7.89,-65.12,-28.73,-47.41,65.85,,,,,,,,,,,,,,,,8934万,8390万,1.07亿,1.33亿,1.14亿,1.17亿,1.33亿,1.19亿,1.69亿,,,,,,,,,,,,,,,,--,--,17.35,49.42,27.91,39.33,24.52,-10.44,48.11,
sh601088,,,,,,,,,,,,,,,74.8亿,54.1亿,122亿,121亿,113亿,93.9亿,116亿,113亿,123亿,,,,,,,,,,,,,,,,46.22,--,165.57,131.37,51.54,73.69,-4.92,-6.09,8.53,,,,,,,,,,,,,,,,461亿,583亿,611亿,595亿,620亿,662亿,630亿,644亿,667亿,,,,,,,,,,,,,,,,2.83,38.03,54.97,51.21,34.59,13.52,3.14,8.32,7.56,
sz002848,,,,,,,,,,,,,,,-352万,2954万,270万,1689万,-1858万,1285万,-2477万,-637万,174万,,,,,,,,,,,,,,,,-128.83,108.63,-84.24,-18.16,--,-56.50,-1015.87,-137.69,--,,,,,,,,,,,,,,,,1.54亿,3.64亿,2.55亿,2.81亿,2.12亿,3.30亿,1.65亿,2.23亿,2.36亿,,,,,,,,,,,,,,,,-16.61,-0.18,-19.78,-21.80,37.93,-9.37,-35.08,-20.70,11.31,
sz002695,,,,,,,,,,,,,,,3413万,643万,3527万,4477万,4195万,1891万,5041万,6356万,5482万,,,,,,,,,,,,,,,,51.35,483.89,85.88,56.16,22.93,194.18,42.91,41.98,30.68,,,,,,,,,,,,,,,,2.88亿,2.67亿,3.36亿,4.21亿,3.75亿,3.45亿,4.15亿,6.18亿,4.22亿,,,,,,,,,,,,,,,,-13.02,13.17,13.18,15.24,30.45,28.96,23.39,46.67,12.51,
sz300326,,,,,,,,,,,,,,,5590万,3676万,3827万,5675万,5646万,4350万,4888万,6212万,4799万,,,,,,,,,,,,,,,,143.11,31.58,52.32,38.23,0.99,18.35,27.70,9.47,-14.99,,,,,,,,,,,,,,,,1.53亿,1.35亿,1.55亿,2.11亿,2.06亿,2.30亿,2.32亿,2.25亿,2.31亿,,,,,,,,,,,,,,,,24.98,-1.26,39.46,39.28,34.48,70.81,49.58,6.33,12.24,
sh603337,,,,,,,,,,,,,,,6224万,6057万,8138万,5845万,9445万,8977万,1.17亿,1.03亿,1.51亿,,,,,,,,,,,,,,,,60.52,54.77,53.46,31.14,51.75,48.20,43.42,76.72,59.62,,,,,,,,,,,,,,,,4.57亿,4.33亿,7.18亿,6.64亿,7.33亿,6.71亿,10.7亿,9.81亿,11.8亿,,,,,,,,,,,,,,,,32.87,33.70,37.50,49.10,60.46,55.18,48.97,47.74,60.37,
sz002700,,,,,,,,,,,,,,,1566万,2490万,2297万,1359万,1454万,2468万,2146万,1034万,1418万,,,,,,,,,,,,,,,,-49.53,3.48,-9.55,-3.59,-7.19,-0.90,-6.55,-23.94,-2.45,,,,,,,,,,,,,,,,7103万,1.02亿,9468万,7022万,7198万,1.28亿,1.01亿,7219万,8304万,,,,,,,,,,,,,,,,-33.75,-4.26,-4.45,-8.01,1.34,25.77,6.90,2.80,15.36,
sz002723,,,,,,,,,,,,,,,-277万,119万,329万,858万,275万,-723万,-1202万,197万,-431万,,,,,,,,,,,,,,,,-127.39,-57.37,-49.57,298.24,--,-705.86,-465.01,-77.04,-256.66,,,,,,,,,,,,,,,,1.91亿,1.65亿,2.77亿,2.87亿,2.32亿,1.90亿,2.30亿,2.58亿,1.94亿,,,,,,,,,,,,,,,,13.75,12.97,40.44,32.36,21.82,15.45,-16.85,-10.32,-16.57,
sz002827,,,,,,,,,,,,,,,3930万,2962万,1163万,4427万,3379万,2159万,398万,2318万,2751万,,,,,,,,,,,,,,,,245.55,24.24,70.48,27.99,-14.03,-27.11,-65.75,-47.64,-18.58,,,,,,,,,,,,,,,,1.23亿,1.53亿,7698万,1.38亿,9647万,1.38亿,5914万,9300万,1.00亿,,,,,,,,,,,,,,,,157.71,68.48,79.86,31.77,-21.27,-9.25,-23.18,-32.83,3.92,
sh603686,,,,,,,,,,,,,,,5024万,5938万,6447万,6284万,6418万,6856万,7722万,5825万,6357万,,,,,,,,,,,,,,,,14.23,127.03,29.89,20.70,27.75,15.46,19.79,-7.31,-0.96,,,,,,,,,,,,,,,,5.51亿,6.49亿,6.66亿,7.98亿,8.04亿,8.17亿,7.68亿,8.40亿,8.76亿,,,,,,,,,,,,,,,,44.07,66.75,51.07,38.34,45.81,25.83,15.29,5.26,8.95,
sh601899,,,,,,,,,,,,,,,8.86亿,4.15亿,10.1亿,5.00亿,7.09亿,12.9亿,10.9亿,14.4亿,8.26亿,,,,,,,,,,,,,,,,152.55,--,1477.20,5.31,-20.02,211.47,7.93,188.35,16.53,,,,,,,,,,,,,,,,184亿,216亿,185亿,191亿,245亿,326亿,229亿,270亿,264亿,,,,,,,,,,,,,,,,-17.72,64.51,-4.85,-2.19,32.89,51.07,23.87,41.35,7.79,
sh600192,,,,,,,,,,,,,,,333万,-33.1万,308万,1053万,45.9万,252万,236万,924万,133万,,,,,,,,,,,,,,,,-27.69,-128.12,-30.27,-29.34,-86.23,--,-23.35,-12.27,189.44,,,,,,,,,,,,,,,,4.58亿,4.52亿,3.84亿,5.43亿,4.85亿,4.92亿,3.58亿,5.21亿,4.74亿,,,,,,,,,,,,,,,,19.47,19.03,1.83,2.65,5.98,8.85,-6.76,-4.13,-2.25,
sh603177,,,,,,,,,,,,,,,1055万,2269万,-715万,1863万,1146万,1532万,-727万,373万,561万,,,,,,,,,,,,,,,,--,--,--,-35.47,8.61,-32.50,--,-79.98,-51.05,,,,,,,,,,,,,,,,1.70亿,3.14亿,1.33亿,2.20亿,2.15亿,2.31亿,1.12亿,1.81亿,2.20亿,,,,,,,,,,,,,,,,--,--,47.15,10.71,26.66,-26.42,-16.42,-17.67,2.47,
sz000021,,,,,,,,,,,,,,,8600万,-8911万,1.17亿,1.91亿,1.62亿,7230万,8543万,8635万,2.69亿,,,,,,,,,,,,,,,,4900.91,-320.97,-22.71,186.74,87.88,--,-26.81,-54.72,66.53,,,,,,,,,,,,,,,,37.0亿,45.0亿,34.6亿,37.3亿,35.4亿,34.8亿,40.0亿,42.6亿,43.5亿,,,,,,,,,,,,,,,,-7.78,8.43,-3.34,13.28,-4.41,-22.55,15.83,14.23,22.82,
sh603661,,,,,,,,,,,,,,,6476万,7117万,5384万,4983万,5992万,215万,2005万,3648万,7155万,,,,,,,,,,,,,,,,--,--,--,--,-7.48,-96.98,-62.77,-26.79,19.42,,,,,,,,,,,,,,,,4.82亿,4.55亿,4.18亿,4.97亿,5.11亿,4.70亿,4.44亿,5.69亿,6.69亿,,,,,,,,,,,,,,,,--,--,--,--,6.06,3.42,6.25,14.52,30.99,
sz002797,,,,,,,,,,,,,,,1.94亿,1.37亿,6862万,1.21亿,1.10亿,1.24亿,6900万,320万,5316万,,,,,,,,,,,,,,,,187.57,-48.71,-31.31,-7.78,-43.38,-9.80,0.55,-97.35,-51.52,,,,,,,,,,,,,,,,6.24亿,5.73亿,3.68亿,5.04亿,4.93亿,5.86亿,4.43亿,3.19亿,4.94亿,,,,,,,,,,,,,,,,41.01,-37.39,-3.60,12.55,-20.99,2.22,20.23,-36.73,0.20,
sz000912,,,,,,,,,,,,,,,-1.94亿,-2.61亿,180万,-4060万,-8049万,-13.7亿,8736万,1.83亿,1.08亿,,,,,,,,,,,,,,,,-947.50,-498.36,--,--,--,--,4747.77,--,--,,,,,,,,,,,,,,,,7.10亿,8.82亿,8.10亿,10.9亿,9.25亿,9.11亿,8.81亿,12.6亿,11.5亿,,,,,,,,,,,,,,,,-6.59,350.40,22.81,34.98,30.15,3.24,8.70,15.39,24.54,
sz300029,,,,,,,,,,,,,,,-2393万,-3136万,-1721万,-578万,930万,8072万,-1218万,-920万,-872万,,,,,,,,,,,,,,,,--,--,--,-140.14,--,--,--,--,-193.74,,,,,,,,,,,,,,,,2307万,1467万,1661万,5009万,6135万,2.06亿,378万,409万,105万,,,,,,,,,,,,,,,,-38.47,300.96,-61.83,-1.23,165.97,1302.24,-77.21,-91.84,-98.29,
sh603500,,,,,,,,,,,,,,,509万,2365万,1105万,2552万,2066万,2119万,1132万,1867万,1661万,,,,,,,,,,,,,,,,--,--,--,--,305.58,-10.41,2.48,-26.85,-19.60,,,,,,,,,,,,,,,,3350万,8397万,4546万,8403万,7405万,9615万,6084万,7318万,6899万,,,,,,,,,,,,,,,,--,--,--,--,121.03,14.50,33.83,-12.91,-6.83,
sh600463,,,,,,,,,,,,,,,355万,307万,795万,5427万,-339万,-4310万,618万,-858万,-211万,,,,,,,,,,,,,,,,-58.77,22.92,391.83,172.56,-195.61,-1501.95,-22.27,-115.80,--,,,,,,,,,,,,,,,,1.16亿,2.84亿,1.69亿,9.12亿,1.73亿,3.50亿,2.43亿,2.79亿,2.52亿,,,,,,,,,,,,,,,,-31.68,38.07,50.41,362.70,49.96,23.49,43.53,-69.45,45.07,
sh601628,,,,,,,,,,,,,,,31.3亿,56.0亿,61.5亿,60.9亿,146亿,54.3亿,135亿,29.1亿,34.5亿,,,,,,,,,,,,,,,,33.43,549.54,17.10,18.45,365.46,-3.05,119.84,-52.32,-76.37,,,,,,,,,,,,,,,,1158亿,934亿,2717亿,1297亿,1462亿,1055亿,2649亿,1423亿,1338亿,,,,,,,,,,,,,,,,27.80,6.83,23.52,7.47,26.29,13.06,-2.52,9.70,-8.51,
