name,roe2016_2,roe2016_3,roe2016_4,roe2017_1,roe2017_2,roe2017_3,roe2017_4,roe2018_1,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
宇顺电子,-38.34,-61.48,4.98,-3.96,-6.42,-13.6,-27.05,-2.64,元器件,深圳,0.0,2.6,2.8,73326.97,28262.93,36181.78,170527.73,6.08,-0.043,1.64,4.89,20090903.0,-154250.77,-5.5,-28.16,46.89,16.04,-16.36,20000.0
中昌数据,-41.24,-0.49,2.47,1.72,4.05,4.58,5.98,0.62,软件服务,广东,123.28,3.03,4.57,311388.38,135313.81,108.01,209994.45,4.6,0.027000000000000003,4.37,3.08,20001207.0,-59343.83,-1.3,0.34,-48.26,11.07,2.49,21465.0
中油资本,-42.3,-64.79,8.4,2.15,5.19,7.1,9.57,2.64,多元金融,山东,13.12,2.88,90.3,82282040.0,53849528.0,797927.0,3876203.5,4.29,0.214,8.11,1.39,19961022.0,1544934.63,1.71,226.46,34.15,24.14,1421.7,17635.0
西宁特钢,-50.61,-48.48,,0.37,0.37,-5.94,1.9,0.35,特种钢,青海,116.61,7.41,10.45,2444765.75,688503.56,1015957.69,204237.86,1.95,0.011000000000000001,3.01,1.67,19971015.0,-13411.85,-0.13,42.53,3.88,16.54,0.68,73724.0
一汽夏利,-51.0,-116.12,9.55,-18.55,-67.71,-195.43,-2829.22,,汽车整车,天津,0.0,15.95,15.95,476863.06,164762.45,133527.42,134030.17,0.84,-0.14,-0.1,-35.97,19990727.0,-365196.22,-2.29,7.22,16.11,-22.9,-59.42,50907.0
天津磁卡,-68.91,-85.8,16.37,-16.06,-38.81,-64.72,-101.73,-28.33,综合类,天津,0.0,6.11,6.11,50901.07,21841.67,6289.33,13506.77,0.22,-0.021,0.07,73.38,19931206.0,-74621.4,-1.22,24.82,21.08,17.25,-37.63,63100.0
华塑控股,-71.03,-131.35,-197.21,-14.13,-42.68,-77.53,26.11,-10.34,其他建材,四川,0.0,8.25,8.25,24894.26,18130.7,1169.06,21226.06,0.26,-0.005,0.05,46.98,19930507.0,-102324.15,-1.24,585.13,-0.01,0.55,-0.78,63186.0
百花村,-77.02,6.38,6.08,0.85,1.89,2.96,-32.76,1.8,生物制药,新疆,21.53,3.03,4.0,205040.81,53649.93,11829.0,232218.2,5.8,0.079,4.38,1.55,19960626.0,-97502.75,-2.44,-25.33,60.14,46.14,28.25,24630.0
宜宾纸业,-78.05,-1357.38,5.96,-1255.03,71.25,65.4,63.46,1.15,造纸,四川,258.67,1.05,1.05,363532.41,62150.63,196542.66,10537.1,1.0,0.016,1.4,11.9,19970220.0,-6693.87,-0.64,52.07,103.44,17.83,0.49,9486.0
重庆钢铁,-81.4,-234.63,,,,,1.91,2.05,普钢,重庆,13.68,83.8,89.19,2546296.5,538627.38,1741718.75,1928214.75,2.16,0.039,1.92,1.12,20070228.0,-1172838.25,-1.32,211.34,159.0,10.33,6.8,157469.0
嘉凯城,-95.46,-178.17,12.95,-13.33,-36.94,-59.68,39.29,-1.82,全国地产,浙江,0.0,18.04,18.04,2512166.5,1892402.38,29266.05,-90071.92,-0.5,-0.05,2.75,1.85,19990720.0,304090.44,1.69,96.16,75.01,8.78,-24.14,64628.0
四川金顶,-152.19,-390.98,-1063.48,,,-135.14,103.05,16.46,水泥,四川,156.81,3.49,3.49,44057.51,7137.8,16895.92,30535.36,0.87,0.016,0.1,103.25,19931008.0,-65069.25,-1.86,111.02,167.22,26.65,11.34,36301.0
韶钢松山,-181.49,-46.54,22.12,26.83,58.6,79.22,84.65,22.39,普钢,广东,5.13,24.2,24.2,1389692.5,393341.47,783910.13,322877.38,1.33,0.355,1.58,4.6,19970508.0,-245638.97,-1.02,15.89,410.42,16.3,14.06,136183.0
大丰实业,,,22.91,4.27,7.68,10.83,14.95,2.48,专用机械,浙江,34.92,0.78,4.02,257763.05,211977.92,22837.82,47921.59,1.19,0.09699999999999999,3.91,3.47,20170420.0,61371.86,1.53,13.22,6.24,33.81,13.01,9973.0
皇马科技,,,13.66,,8.72,7.99,11.53,2.66,化工原料,浙江,28.91,0.5,2.0,163826.31,92267.96,59801.68,60985.69,3.05,0.175,6.58,3.08,20170824.0,47750.84,2.39,6.82,12.48,19.59,9.29,25527.0
菲林格尔,,,22.02,2.3,4.77,8.67,10.97,2.3,家居用品,上海,31.29,0.28,1.16,95733.47,49831.8,28105.51,36960.46,3.17,0.149,6.44,2.89,20170615.0,29495.46,2.53,27.26,130.51,29.62,10.19,7464.0
格尔软件,,,18.99,1.48,1.75,2.07,12.22,0.28,软件服务,上海,364.97,0.51,0.85,64544.08,51540.8,6529.24,25028.39,2.93,0.019,6.74,4.13,20170421.0,23613.06,2.76,19.09,-62.89,61.03,2.86,7237.0
海鸥股份,,,8.79,1.35,2.24,3.01,6.03,1.39,机械基件,江苏,49.52,0.37,0.91,121728.86,98159.38,13681.7,22613.01,2.47,0.098,6.99,2.76,20170517.0,27890.52,3.05,9.14,54.36,29.53,7.49,14943.0
诚邦股份,,,14.28,3.59,4.38,5.86,8.56,1.69,建筑施工,浙江,36.46,1.05,2.03,131678.59,114790.85,772.25,33439.01,1.64,0.068,4.0,2.47,20170619.0,24987.98,1.23,8.07,-12.93,24.55,10.0,14623.0
设计总院,,,24.76,8.02,14.26,10.21,16.01,5.92,建筑施工,安徽,14.47,0.81,3.25,284921.94,261309.45,11107.78,88070.88,2.71,0.35,5.9,3.43,20170801.0,65272.88,2.01,41.97,64.73,45.69,27.35,38379.0
基蛋生物,,,40.68,10.73,24.23,12.69,16.96,5.49,生物制药,江苏,36.0,0.92,1.86,133547.92,110989.86,13787.2,72285.53,3.89,0.358,6.51,7.91,20170717.0,33652.87,1.81,55.28,62.69,82.54,46.33,13926.0
集友股份,,18.16,25.97,4.4,8.11,14.03,18.64,5.42,广告包装,安徽,48.51,0.98,1.9,87436.36,40598.12,19610.03,20350.46,1.07,0.16,2.95,10.53,20170124.0,21313.4,1.12,97.09,52.99,52.62,31.64,3198.0
展鹏科技,,,17.97,,3.84,6.63,8.9,1.01,电气设备,江苏,60.73,0.96,2.09,87574.47,71963.25,12410.03,32821.3,1.57,0.04,3.88,2.45,20170516.0,22485.92,1.08,-2.36,-22.02,35.32,16.34,12605.0
安通控股,,11.26,16.4,4.71,8.53,12.99,18.41,5.36,仓储物流,黑龙江,22.14,6.74,14.87,1003580.81,384268.28,500081.59,55636.78,0.37,0.114,2.13,4.75,19981104.0,172259.13,1.16,65.31,40.47,16.45,8.86,24887.0
美诺华,,,11.42,1.2,2.96,3.21,4.0,0.69,化学制药,浙江,77.66,0.89,1.44,165722.48,85250.57,24256.75,50696.32,3.52,0.055,7.81,2.17,20170407.0,48730.51,3.38,6.35,-40.77,26.58,5.09,9813.0
纵横通信,,,16.91,,7.32,4.64,9.32,-0.53,通信设备,浙江,0.0,0.28,1.12,94890.88,93881.96,603.98,24536.5,2.19,-0.031,5.71,5.86,20170810.0,27319.88,2.44,0.0,0.0,7.99,-4.44,15393.0
中曼石油,,,30.82,,14.14,13.63,15.69,3.12,石油开采,上海,37.36,0.4,4.0,385625.88,211426.97,133029.94,101353.49,2.53,0.203,6.49,4.67,20171117.0,106245.27,2.66,20.88,-23.83,40.28,17.92,24644.0
秦港股份,,,3.19,2.44,5.11,6.31,7.18,2.52,港口,河北,16.25,5.58,55.87,2574608.25,315942.38,1586043.63,520352.0,0.93,0.062,2.46,1.64,20170816.0,176877.84,0.32,6.0,21.4,44.16,19.74,132476.0
岱美股份,,,29.54,8.97,16.36,14.81,18.82,4.54,汽车配件,上海,18.53,0.48,4.1,403879.63,310639.19,55543.86,112533.57,2.74,0.364,8.01,3.37,20170728.0,163341.73,3.98,17.5,8.4,36.76,17.35,20228.0
秦安股份,,,13.14,3.53,5.0,6.43,7.64,0.09,汽车配件,重庆,405.24,1.33,4.39,259444.84,131345.06,93949.43,73118.68,1.67,0.005,5.61,1.52,20170517.0,118703.13,2.71,-37.0,-96.19,10.33,1.14,22370.0
捷捷微电,,,23.31,2.73,6.32,9.47,11.8,2.65,半导体,江苏,50.92,0.98,1.8,138793.77,91519.9,38757.95,75156.0,4.18,0.185,6.98,5.41,20170314.0,38653.64,2.15,28.01,7.1,48.22,27.65,19546.0
联泰环保,,,9.09,1.93,2.88,4.46,6.33,1.82,环境保护,广东,42.16,0.53,2.13,312970.06,26037.17,865.89,48772.23,2.29,0.08900000000000001,4.87,3.08,20170413.0,32237.47,1.51,19.09,37.49,57.74,35.51,20300.0
比音勒芬,,16.64,10.32,4.45,6.23,9.8,12.49,5.56,服饰,广东,21.03,0.79,1.81,188772.42,164559.34,558.15,63093.65,3.48,0.46799999999999997,8.42,4.68,20161223.0,73537.15,4.06,30.31,41.55,63.81,22.93,4979.0
志邦股份,,,26.68,3.19,4.2,9.55,13.78,1.74,家居用品,安徽,56.11,0.83,1.6,232042.47,153452.25,61333.01,94055.46,5.88,0.188,10.81,3.91,20170630.0,56387.51,3.52,38.28,48.23,36.81,7.66,10609.0
德艺文创,,,38.5,8.22,7.47,10.55,12.53,2.52,文教休闲,福建,66.23,0.52,1.44,36149.65,32057.96,1776.18,13812.7,0.96,0.051,2.03,6.69,20170417.0,5301.66,0.37,24.52,-28.73,17.34,5.54,11348.0
坤彩科技,,,22.03,5.05,5.58,7.89,10.35,3.16,染料涂料,福建,37.06,1.89,4.68,124976.97,62517.21,38401.9,49162.51,1.05,0.078,2.47,4.69,20170414.0,26249.35,0.56,13.46,39.33,44.27,30.99,23942.0
正元智慧,,,13.33,-1.38,-0.37,0.37,7.7,-0.6,软件服务,浙江,0.0,0.45,0.67,77954.96,65594.57,730.02,27950.98,4.19,-0.049,8.14,4.18,20170421.0,17626.25,2.64,20.54,30.0,39.68,-5.22,10994.0
太龙照明,,,18.43,1.72,3.09,8.85,10.97,1.63,电气设备,福建,61.54,0.74,1.07,63230.88,46980.8,7522.05,21584.25,2.01,0.07200000000000001,4.44,4.02,20170503.0,17882.25,1.67,37.59,97.02,35.67,11.3,8925.0
国科微,,,7.18,-3.92,-3.71,0.49,5.43,-4.07,半导体,湖南,0.0,0.56,1.12,95479.53,63585.3,7762.72,69405.21,6.21,-0.33899999999999997,8.33,6.83,20170712.0,11019.82,0.99,-5.15,-40.79,28.62,-122.4,14218.0
智能自控,,,14.16,,3.95,6.04,8.14,1.78,电器仪表,江苏,94.69,0.52,2.08,83967.34,63890.11,5720.9,22719.17,1.09,0.051,2.87,6.78,20170605.0,21285.2,1.02,3.73,8.46,38.7,13.82,16241.0
英科医疗,,,17.16,,10.83,10.62,13.34,2.02,医疗保健,山东,53.29,0.49,1.96,172090.7,86997.82,70529.88,70872.71,3.61,0.114,5.66,4.31,20170721.0,32199.44,1.64,6.52,9.15,23.72,5.3,13750.0
美格智能,,,20.47,3.05,3.69,5.45,11.41,2.07,通信设备,深圳,95.51,0.45,1.81,81197.36,71643.46,8313.41,24616.73,1.36,0.057999999999999996,2.78,7.92,20170622.0,13751.5,0.76,16.18,45.24,24.68,8.61,15949.0
英搏尔,,,24.48,7.84,12.62,8.73,13.11,3.56,元器件,广东,38.86,0.19,0.76,88047.68,65732.52,15564.3,36092.4,4.77,0.315,8.82,5.55,20170725.0,20570.98,2.72,36.83,4.62,26.6,15.78,7642.0
京泉华,,,17.25,4.18,5.46,8.1,8.78,1.09,元器件,深圳,96.2,0.45,1.2,137261.91,111218.51,4344.24,34056.76,2.84,0.061,5.59,4.2,20170627.0,22748.14,1.9,55.66,-51.91,13.08,2.39,12380.0
铁流股份,,,22.42,5.21,4.83,7.75,9.34,2.14,汽车配件,浙江,24.79,0.65,1.24,139525.84,102000.11,24217.15,57120.42,4.62,0.19,8.77,2.07,20170510.0,28849.35,2.33,-3.06,-17.56,29.79,12.1,14388.0
智动力,,,17.64,3.14,5.85,3.99,6.8,0.5,元器件,深圳,318.16,0.5,2.07,95308.5,56104.68,17561.9,27606.14,1.33,0.016,3.23,6.41,20170804.0,24267.65,1.17,-11.7,-68.83,18.37,2.5,18052.0
东方嘉盛,,,11.75,,8.59,7.28,9.14,4.07,仓储物流,深圳,22.16,0.35,1.38,626835.56,597048.31,22278.24,48426.28,3.51,0.39899999999999997,9.77,3.62,20170731.0,66482.75,4.81,3.48,2.88,3.17,2.69,17164.0
双一科技,,,27.53,,13.16,10.09,11.85,1.77,电气设备,山东,43.73,0.28,1.11,104615.47,84809.21,16405.0,60050.36,5.41,0.152,8.56,3.1,20170808.0,24080.18,2.17,-8.61,-28.18,39.1,18.57,14672.0
华通热力,,,15.28,25.83,19.25,6.03,8.79,12.61,供气供热,北京,8.52,0.3,1.2,147668.95,68297.45,38442.8,26066.85,2.17,0.7140000000000001,5.66,4.3,20170915.0,28904.24,2.41,7.31,-24.01,23.66,15.45,19368.0
爱乐达,,,23.85,2.77,11.68,5.75,10.54,1.28,航空,四川,104.4,0.29,1.17,77142.18,56477.7,14644.34,48251.71,4.12,0.078,6.04,5.36,20170822.0,13397.0,1.14,8.98,11.37,74.71,48.05,13617.0
恒润股份,,,21.5,6.62,4.99,6.52,9.02,2.6,机械基件,江苏,19.0,0.67,1.04,129957.07,86051.06,30676.85,60370.61,5.8,0.259,9.92,1.98,20170505.0,33811.12,3.25,22.98,-11.55,28.75,12.38,11052.0
科林电气,,,10.71,0.71,2.0,3.04,7.43,0.47,电气设备,河北,114.53,0.8,1.6,170838.72,128910.1,17991.42,47005.43,2.94,0.028999999999999998,6.15,2.19,20170414.0,32259.2,2.02,-9.85,5.08,35.73,4.15,16927.0
禾望电气,,,18.81,,8.15,7.68,9.75,0.85,电气设备,深圳,56.44,0.6,4.2,277742.41,265925.91,3842.3,93835.74,2.23,0.049,5.73,1.93,20170728.0,97267.47,2.32,0.0,0.0,53.61,16.48,22321.0
春风动力,,,22.77,7.09,13.44,9.54,10.82,1.67,摩托车,浙江,41.4,0.33,1.35,168765.13,135832.34,20996.72,58160.28,4.32,0.12,6.95,2.75,20170818.0,18722.3,1.39,26.78,-47.7,24.51,3.61,16003.0
建研院,,,16.72,3.32,7.41,5.45,10.23,1.25,建筑施工,江苏,86.3,0.31,1.25,80029.55,58542.13,9730.36,33245.4,2.66,0.07,5.3,4.27,20170905.0,22751.02,1.82,3.8,-27.45,41.5,8.72,16169.0
日播时尚,,,15.64,,2.87,5.01,8.95,1.75,服饰,上海,38.01,0.65,2.4,114269.72,81157.06,12719.46,38313.35,1.6,0.069,3.96,2.66,20170531.0,28379.16,1.18,16.34,30.12,64.21,6.03,18890.0
上海洗霸,,,15.95,3.18,4.18,6.53,8.08,1.77,环境保护,上海,53.51,0.25,0.75,80675.3,74000.03,1440.27,34197.68,4.56,0.17,9.82,3.74,20170601.0,27937.05,3.72,9.15,5.26,36.87,16.42,9013.0
大参林,,,32.65,8.15,15.82,13.88,17.25,5.06,医药商业,广东,40.57,0.4,4.0,566404.81,379762.41,72806.0,96983.38,2.42,0.368,7.26,8.22,20170731.0,144930.16,3.62,17.11,25.39,40.49,7.23,7072.0
旭升股份,,,39.43,,18.13,14.85,19.33,4.53,汽车配件,浙江,53.2,0.63,4.01,146779.72,65439.76,49789.17,38509.6,0.96,0.136,3.01,9.65,20170710.0,35310.3,0.88,26.52,2.82,39.77,25.46,15960.0
南华生物,,,412.63,-1304.82,,,-150.62,-41.85,出版业,湖南,0.0,3.11,3.12,41438.5,20976.4,1463.81,14164.02,0.45,-0.023,0.06,378.19,19921208.0,-47038.28,-1.51,486.45,-48.36,56.07,-42.5,13341.0
百达精工,,,15.63,5.19,5.52,7.65,9.27,2.76,专用机械,浙江,28.32,0.32,1.27,105423.22,66036.53,29364.48,31593.4,2.48,0.151,5.48,3.13,20170705.0,22646.64,1.78,17.23,-1.06,26.2,9.97,11310.0
洁美科技,,,25.05,2.1,6.33,10.25,14.57,2.13,元器件,浙江,87.97,1.08,2.56,169679.31,88424.61,66241.6,64600.44,2.53,0.115,5.38,7.53,20170407.0,42958.05,1.68,39.23,15.46,34.99,11.32,19526.0
延江股份,,,36.01,9.0,6.2,8.65,12.0,0.79,纺织,福建,102.57,0.42,1.5,105624.9,72474.96,18366.21,45555.94,3.04,0.04,5.07,3.25,20170602.0,17841.35,1.19,-11.03,-72.89,29.84,3.8,13556.0
今飞凯达,,,12.42,2.36,3.87,4.52,6.7,1.55,汽车配件,浙江,54.03,1.86,3.77,390775.81,201997.41,134538.55,29541.88,0.78,0.038,2.45,3.36,20170418.0,36482.98,0.97,14.23,0.54,18.88,2.39,32376.0
武进不锈,,7.4,6.29,0.44,3.03,4.66,6.3,1.57,钢加工,江苏,22.19,1.01,2.02,267839.34,208465.97,42639.73,106843.51,5.29,0.16,10.17,1.4,20161219.0,69634.17,3.45,70.88,269.82,16.01,8.2,22014.0
科锐国际,,,20.99,3.81,5.51,9.36,11.89,2.36,综合类,北京,67.99,0.91,1.8,89112.99,74616.43,850.78,22610.23,1.26,0.084,3.55,6.44,20170608.0,22165.32,1.23,36.97,30.05,17.87,4.81,13269.0
中国出版,,,13.51,,0.91,2.79,9.26,-0.97,出版业,北京,0.0,3.65,18.23,1092444.63,822792.31,114508.63,116720.61,0.64,-0.03,3.11,1.58,20170821.0,267893.0,1.47,5.67,43.25,31.86,-8.37,93772.0
必创科技,,,19.96,1.71,1.99,2.89,11.93,0.88,电器仪表,北京,268.85,0.69,1.02,44908.6,38931.71,4095.86,15951.51,1.56,0.032,3.56,9.55,20170619.0,12913.26,1.27,9.5,14.47,53.58,13.36,14220.0
伟隆股份,,,16.37,3.91,5.55,8.15,11.0,2.33,机械基件,山东,46.88,0.29,1.16,67208.31,46132.62,11882.32,27175.6,2.35,0.114,4.89,4.38,20170511.0,19498.25,1.69,3.13,20.36,35.36,22.43,12921.0
中油工程,,,7.78,0.96,2.51,2.28,2.94,-0.12,石油加工,新疆,0.0,15.52,55.83,9267700.0,8407882.0,562762.0,1451701.88,2.6,-0.005,4.07,1.05,20001225.0,211628.41,0.38,15.65,-113.42,12.69,-0.36,56361.0
富满电子,,,14.29,2.99,4.72,7.3,11.76,3.51,半导体,深圳,60.05,0.79,1.42,78481.65,57659.01,17295.73,25927.42,1.83,0.128,3.65,8.44,20170705.0,14868.6,1.05,22.17,118.67,36.44,17.59,13315.0
三利谱,,,16.18,,3.7,6.55,9.36,1.49,元器件,深圳,74.66,0.59,0.8,158808.8,107600.72,36665.62,36625.09,4.58,0.16699999999999998,11.14,4.48,20170525.0,39873.94,4.98,-4.72,-34.81,22.44,8.33,6994.0
华大基因,,,9.9,2.82,5.55,7.72,9.59,2.38,医疗保健,深圳,79.65,2.47,4.0,504988.59,369129.94,77748.93,296825.59,7.42,0.252,10.54,7.61,20170714.0,80426.09,2.01,33.13,6.71,53.68,19.51,37289.0
卫光生物,,,30.25,,6.74,9.25,12.86,2.01,生物制药,深圳,54.18,0.27,1.08,141128.77,90763.86,23789.95,63930.23,5.92,0.22899999999999998,11.37,4.37,20170616.0,41756.6,3.87,-11.75,-28.66,39.94,18.88,15110.0
隆盛科技,,,16.16,3.17,6.62,4.05,5.38,0.48,汽车配件,江苏,275.73,0.17,0.68,45656.64,30999.8,10508.53,17261.03,2.54,0.024,5.02,5.37,20170725.0,8719.23,1.28,-48.91,-74.81,29.06,6.36,8846.0
凌霄泵业,,,25.81,,13.04,11.41,15.63,3.2,专用机械,广东,18.71,0.69,1.24,134049.2,121239.26,9759.0,54444.19,4.39,0.322,10.04,2.4,20170711.0,49957.01,4.03,7.77,5.47,26.16,17.65,11418.0
艾德生物,,,21.77,,12.52,10.88,14.48,3.7,生物制药,福建,88.47,0.36,1.44,71628.81,53046.18,13198.63,39687.85,2.76,0.17300000000000001,4.68,13.11,20170802.0,17974.1,1.25,0.0,0.0,92.46,28.09,10009.0
惠威科技,,,15.05,2.48,6.04,5.23,7.75,1.35,元器件,广东,110.06,0.36,1.25,49265.35,35681.81,12168.49,18065.27,1.45,0.048,3.53,5.98,20170721.0,16065.8,1.29,17.99,-4.82,35.34,9.3,8998.0
奥翔药业,,,23.56,4.71,4.58,5.82,9.38,0.35,化学制药,浙江,311.92,0.54,1.6,74310.02,51031.64,16079.32,22864.82,1.43,0.013000000000000001,3.54,4.43,20170509.0,15958.62,1.0,28.05,-83.29,44.73,4.03,13554.0
日盈电子,,,12.53,2.8,4.14,4.93,7.97,1.68,汽车配件,江苏,60.81,0.46,0.88,55421.36,28591.89,20579.85,19227.05,2.18,0.08199999999999999,4.89,4.1,20170627.0,12770.92,1.45,7.3,1.32,30.38,10.31,13151.0
蓝焰控股,,,28.02,2.72,8.54,10.6,15.48,3.34,煤炭开采,山西,24.89,5.14,9.68,711588.19,298327.31,317875.16,97557.36,1.01,0.113,3.38,3.33,20000622.0,106917.61,1.11,-4.64,46.24,40.02,31.62,27665.0
迪贝电气,,,13.97,4.38,5.34,7.11,8.69,1.66,机械基件,浙江,53.62,0.33,1.0,75087.65,56791.05,14271.27,21822.02,2.18,0.10099999999999999,6.03,3.58,20170502.0,26511.11,2.65,5.4,-33.17,15.01,6.4,11474.0
迪生力,,,14.5,4.1,5.23,5.26,2.19,0.57,汽车配件,广东,203.19,1.56,3.29,90027.4,68740.21,11466.98,19358.0,0.59,0.01,1.68,4.64,20170620.0,9010.85,0.27,-8.52,-78.6,31.92,1.54,20397.0
勘设股份,,,19.78,,15.75,13.55,16.82,2.81,建筑施工,贵州,26.19,0.31,1.24,331415.53,274861.81,29632.9,81255.53,6.54,0.457,16.23,2.95,20170809.0,97447.52,7.85,11.85,12.98,32.47,12.86,15722.0
韦尔股份,,,17.51,4.32,5.41,8.83,11.62,3.35,半导体,上海,100.19,1.37,4.56,320183.31,273670.69,18857.52,96923.63,2.13,0.094,2.8,13.44,20170504.0,54538.82,1.2,105.97,19.22,27.89,5.23,17053.0
嘉诚国际,,,14.18,,6.29,6.09,8.61,1.9,仓储物流,广东,34.4,0.38,1.5,168211.13,100605.07,36724.09,63360.6,4.21,0.17800000000000002,9.35,2.61,20170808.0,54643.68,3.63,20.56,28.98,27.35,12.94,16155.0
苏利股份,,19.52,13.77,3.33,8.08,11.42,14.8,3.76,化工原料,江苏,16.39,0.54,1.8,214012.05,158038.75,36637.98,72029.06,4.0,0.33,8.76,2.47,20161214.0,61865.36,3.44,7.7,27.7,42.54,15.63,11036.0
东尼电子,,,25.19,6.49,15.59,13.54,23.77,10.69,元器件,浙江,20.97,0.35,1.02,139612.66,80010.75,44248.6,44781.03,4.39,0.862,8.06,8.97,20170712.0,32541.8,3.19,210.96,402.7,48.45,29.82,4742.0
君禾股份,,,23.21,9.7,8.45,9.17,11.98,4.13,专用机械,浙江,26.36,0.25,1.02,72634.18,56441.86,12232.25,19398.45,1.9,0.2,4.9,4.28,20170703.0,17543.47,1.72,3.22,-15.23,24.25,10.7,10683.0
清源股份,,9.11,10.61,1.19,2.65,5.13,5.27,0.29,电气设备,福建,250.65,0.89,2.74,224721.2,150493.86,63373.03,39603.45,1.45,0.01,3.4,2.94,20170112.0,24130.32,0.88,26.44,-74.86,32.34,2.0,28643.0
太辰光,,18.27,9.53,1.96,4.5,7.15,8.97,1.89,元器件,深圳,47.89,0.95,2.3,131408.97,104032.22,6986.05,51240.8,2.23,0.094,4.94,3.63,20161206.0,34012.1,1.48,25.43,1.2,32.64,15.58,25293.0
家家悦,,16.08,10.78,3.8,6.17,9.38,12.53,4.54,超市连锁,山东,21.47,1.57,4.68,751064.13,487887.56,170888.02,137866.19,2.95,0.26,5.71,3.9,20161213.0,70570.61,1.51,7.54,31.71,21.54,3.73,19006.0
长川科技,,,18.49,1.91,4.42,6.47,11.98,1.74,专用机械,浙江,203.02,0.66,1.48,57017.4,49299.8,581.16,28100.72,1.9,0.051,2.92,14.17,20170417.0,10743.25,0.72,122.46,80.4,62.89,16.59,8062.0
鸣志电器,,,20.23,3.11,4.73,7.17,9.82,1.32,电气设备,上海,66.92,1.76,4.16,227576.17,159325.45,17966.15,83079.72,2.0,0.054000000000000006,4.11,3.55,20170509.0,52123.18,1.25,0.34,-3.56,34.35,6.0,19694.0
中马传动,,,12.56,2.78,3.14,3.97,5.48,1.22,汽车配件,浙江,37.36,0.95,2.99,181069.98,110122.51,52914.76,72692.9,2.43,0.059000000000000004,4.82,1.83,20170613.0,40897.89,1.37,2.86,-17.9,19.85,8.15,20956.0
商业城,,,165.4,71.97,68.0,63.19,55.18,-19.52,百货,辽宁,0.0,1.77,1.78,192589.17,50055.64,107722.22,20389.11,1.14,-0.13699999999999998,0.7,9.85,20001226.0,-27590.75,-1.55,0.01,-114.19,16.85,-10.14,19052.0
广和通,,,28.25,1.83,4.17,7.18,11.9,1.78,通信设备,深圳,136.43,0.4,1.2,67331.34,61893.15,1305.06,17151.7,1.43,0.055999999999999994,3.12,9.72,20170413.0,11167.57,0.93,152.48,9.99,23.12,3.12,14687.0
透景生命,,,33.86,4.2,5.77,9.14,14.15,1.37,医疗保健,上海,91.5,0.53,0.91,97621.8,79251.1,11755.01,57673.76,6.35,0.142,10.32,5.05,20170421.0,26828.88,2.95,21.97,2.04,78.76,24.2,9176.0
欧派家居,,,32.94,1.12,7.39,15.4,20.88,1.16,家居用品,广东,168.83,0.9,4.2,907635.81,345719.22,305120.53,296559.47,7.06,0.18,15.02,7.87,20170328.0,304045.94,7.23,31.58,32.48,33.91,3.86,9349.0
星云股份,,,22.82,2.5,4.32,8.77,12.12,0.31,电器仪表,福建,556.79,0.54,1.35,63887.05,47402.31,7938.97,29323.72,2.17,0.012,3.83,7.06,20170425.0,14084.32,1.04,20.79,-70.85,47.17,3.46,7024.0
亚星化学,,,364.4,2.61,48.44,54.48,81.58,25.92,化工原料,山东,36.9,3.16,3.16,142217.34,53610.88,74004.75,85094.9,2.7,0.036000000000000004,0.14,38.27,20010326.0,-117439.35,-3.72,7.75,5366.52,10.84,2.24,15445.0
华荣股份,,,14.18,,2.41,4.69,8.87,1.46,专用机械,上海,36.97,2.02,3.31,224346.41,170700.25,27860.64,67116.92,2.03,0.064,4.35,2.17,20170524.0,35383.23,1.07,60.76,134.06,51.16,7.38,26915.0
雷迪克,,,24.84,5.69,5.72,8.55,11.42,2.01,汽车配件,浙江,35.81,0.3,0.88,88747.13,67001.31,8132.74,35097.0,3.99,0.153,7.61,2.88,20170516.0,20737.56,2.36,3.66,-18.27,29.01,12.74,11110.0
三晖电气,,10.63,17.4,-1.02,0.12,3.9,7.81,-0.44,电器仪表,河南,0.0,0.49,1.28,54155.85,49890.67,1136.95,16406.72,1.28,-0.015,3.31,4.56,20170323.0,15747.24,1.23,-24.9,54.82,36.68,-12.03,7366.0
民德电子,,,27.82,4.32,4.67,6.53,9.65,1.92,电脑设备,深圳,71.7,0.39,0.9,45418.73,43148.21,772.6,22773.22,2.53,0.092,4.77,5.53,20170519.0,12198.63,1.36,10.0,9.29,47.45,28.73,6532.0
钧达股份,,,9.96,2.25,2.68,4.72,7.98,1.68,汽车配件,海南,43.71,0.38,1.22,171108.31,102746.56,36528.18,36773.15,3.02,0.12,7.16,2.9,20170425.0,34749.12,2.86,2.55,12.78,26.89,5.27,13440.0
飞鹿股份,,,14.83,0.52,2.18,3.63,6.99,-0.49,染料涂料,湖南,0.0,0.72,1.22,59386.83,44028.71,5061.6,20386.71,1.68,-0.018000000000000002,3.58,3.86,20170613.0,13259.57,1.09,6.75,-266.66,22.06,-6.48,8829.0
金溢科技,,,28.5,9.62,5.57,5.65,8.74,0.67,通信设备,深圳,107.21,0.45,1.18,130930.27,113815.15,3996.28,63015.38,5.35,0.059000000000000004,8.74,2.88,20170515.0,23858.93,2.03,-18.33,-83.77,38.18,4.59,17177.0
